line,champion1,champion2,winning_rage,match_count
Jungle,Jarvan IV,Rek'Sai,54.84,155
Jungle,Jarvan IV,Rammus,50,146
Jungle,Jarvan IV,Volibear,45.24,126
Jungle,Jarvan IV,Karthus,38.4,125
Jungle,Jarvan IV,Udyr,57.85,121
Jungle,Jarvan IV,Vi,50,116
Jungle,Jarvan IV,Hecarim,57.39,115
Jungle,Jarvan IV,Sejuani,51.35,111
Jungle,Jarvan IV,Amumu,50.94,106
Jungle,Jarvan IV,Gragas,54.84,93
Jungle,Jarvan IV,Taliyah,41.76,91
Jungle,Jarvan IV,Trundle,55.17,87
Jungle,Jarvan IV,Lillia,52.33,86
Jungle,Jarvan IV,Olaf,54.22,83
Jungle,Jarvan IV,Jax,41.67,72
Jungle,Jarvan IV,Gwen,47.76,67
Jungle,Jarvan IV,Shyvana,48.44,64
Top,Jax,Sett,50.67,"1,571"
Top,Jax,Aatrox,51.14,"1,230"
Top,Jax,Sylas,49.79,"1,207"
Top,Jax,Irelia,59.65,984
Top,Jax,Renekton,50.39,897
Top,Jax,Shen,43.88,841
Top,Jax,Akali,51.29,817
Top,Jax,Malphite,44.35,787
Top,Jax,Gwen,57.1,753
Top,Jax,Garen,42.88,737
Top,Jax,Darius,46.54,664
Top,Jax,Fiora,49.36,624
Top,Jax,Mordekaiser,48.86,614
Top,Jax,Lee Sin,50.52,578
Top,Jax,Ornn,47.57,494
Top,Jax,Jayce,52.23,471
Top,Jax,Gnar,47.13,471
Top,Jax,Volibear,47.55,429
Top,Jax,Riven,43.46,428
Top,Jax,Kayle,52.74,402
Top,Jax,Poppy,44.65,383
Top,Jax,Vladimir,49.74,382
Top,Jax,Camille,49.72,358
Top,Jax,Kennen,43.66,339
Top,Jax,Rumble,50.77,325
Top,Jax,Gangplank,51.35,296
Top,Jax,Nasus,52.58,291
Top,Jax,Teemo,47.55,286
Top,Jax,Wukong,48.36,275
Top,Jax,Urgot,46.56,262
Top,Jax,Kled,48.43,254
Top,Jax,Vayne,53.17,252
Top,Jax,Sion,46.15,247
Top,Jax,Tryndamere,49.8,247
Top,Jax,Lucian,51.42,212
Top,Jax,Viego,52.55,196
Top,Jax,Rengar,49.46,186
Top,Jax,Maokai,37.71,175
Top,Jax,Illaoi,44.05,168
Top,Jax,Yasuo,49.03,155
Top,Jax,Ryze,54.42,147
Top,Jax,Warwick,53.24,139
Top,Jax,Quinn,39.86,138
Top,Jax,Cho'Gath,52.03,123
Top,Jax,Nocturne,55.28,123
Top,Jax,Zac,43.86,114
Top,Jax,Kalista,58.33,108
Top,Jax,Yorick,54.72,106
Top,Jax,Singed,52.43,103
Top,Jax,Dr. Mundo,52.08,96
Top,Jax,Heimerdinger,36.36,88
Top,Jax,Yone,60.76,79
Top,Jax,Trundle,52.94,68
Top,Jax,Pantheon,43.55,62
Jungle,Jax,Lee Sin,49.24,725
Jungle,Jax,Master Yi,54.11,292
Jungle,Jax,Viego,49.62,266
Jungle,Jax,Rumble,53.39,251
Jungle,Jax,Morgana,43.85,244
Jungle,Jax,Kindred,45.22,230
Jungle,Jax,Diana,50.7,213
Jungle,Jax,Xin Zhao,50.96,208
Jungle,Jax,Nidalee,54.9,204
Jungle,Jax,Elise,45.18,197
Jungle,Jax,Shaco,42.54,181
Jungle,Jax,Kayn,44.83,174
Jungle,Jax,Nocturne,53.33,165
Jungle,Jax,Graves,59.12,159
Jungle,Jax,Zac,43.27,104
Jungle,Jax,Kha'Zix,43.14,102
Jungle,Jax,Ekko,54.08,98
Jungle,Jax,Warwick,47.25,91
Jungle,Jax,Nunu & Willump,55.95,84
Jungle,Jax,Poppy,52.56,78
Jungle,Jax,Rammus,47.3,74
Jungle,Jax,Jarvan IV,58.33,72
Jungle,Jax,Evelynn,44.44,72
Jungle,Jax,Hecarim,53.73,67
Jungle,Jax,Fiddlesticks,48.48,66
Jungle,Jax,Volibear,57.89,57
Jungle,Jax,Rek'Sai,50.98,51
Top,Jayce,Aatrox,50.34,"1,764"
Top,Jayce,Sett,46.96,"1,544"
Top,Jayce,Sylas,50.79,"1,453"
Top,Jayce,Malphite,44.41,"1,405"
Top,Jayce,Irelia,49.67,"1,363"
Top,Jayce,Akali,50.51,986
Top,Jayce,Renekton,48.2,971
Top,Jayce,Gnar,50.57,884
Top,Jayce,Shen,45.95,803
Top,Jayce,Darius,52.31,692
Top,Jayce,Lee Sin,47.46,668
Top,Jayce,Ornn,43.94,660
Top,Jayce,Gwen,52.26,597
Top,Jayce,Wukong,43.9,590
Top,Jayce,Fiora,48.99,545
Top,Jayce,Rumble,49.31,507
Top,Jayce,Kayle,50.5,505
Top,Jayce,Jax,47.77,471
Top,Jayce,Kennen,46.9,467
Top,Jayce,Garen,48.27,462
Top,Jayce,Vladimir,49.56,452
Top,Jayce,Lucian,54.4,443
Top,Jayce,Mordekaiser,53.44,421
Top,Jayce,Riven,47.38,420
Top,Jayce,Teemo,51.44,383
Top,Jayce,Camille,48.18,357
Top,Jayce,Gangplank,58.64,353
Top,Jayce,Sion,45.16,341
Top,Jayce,Volibear,49.39,328
Top,Jayce,Vayne,50.5,299
Top,Jayce,Nasus,48.1,289
Top,Jayce,Poppy,48.24,255
Top,Jayce,Maokai,45.16,248
Top,Jayce,Kled,54.69,245
Top,Jayce,Urgot,48.33,240
Top,Jayce,Rengar,40.27,221
Top,Jayce,Viego,42.13,216
Top,Jayce,Quinn,46.86,207
Top,Jayce,Ryze,56,200
Top,Jayce,Kalista,57.22,194
Top,Jayce,Tryndamere,51.34,187
Top,Jayce,Cho'Gath,44.75,181
Top,Jayce,Yasuo,54.6,174
Top,Jayce,Yorick,42.24,161
Top,Jayce,Warwick,43.42,152
Top,Jayce,Illaoi,54.55,143
Top,Jayce,Heimerdinger,48.57,140
Top,Jayce,Nocturne,47.29,129
Top,Jayce,Zac,48.84,129
Top,Jayce,Yone,51.22,123
Top,Jayce,Pantheon,49.55,111
Top,Jayce,Dr. Mundo,44.55,101
Top,Jayce,Singed,48.78,82
Top,Jayce,Trundle,41.56,77
Middle,Jayce,Aatrox,50.34,"1,764"
Middle,Jayce,Sett,46.96,"1,544"
Middle,Jayce,Sylas,50.79,"1,453"
Middle,Jayce,Malphite,44.41,"1,405"
Middle,Jayce,Irelia,49.67,"1,363"
Middle,Jayce,Akali,50.51,986
Middle,Jayce,Renekton,48.2,971
Middle,Jayce,Gnar,50.57,884
Middle,Jayce,Shen,45.95,803
Middle,Jayce,Darius,52.31,692
Middle,Jayce,Lee Sin,47.46,668
Middle,Jayce,Ornn,43.94,660
Middle,Jayce,Gwen,52.26,597
Middle,Jayce,Wukong,43.9,590
Middle,Jayce,Fiora,48.99,545
Middle,Jayce,Rumble,49.31,507
Middle,Jayce,Kayle,50.5,505
Middle,Jayce,Jax,47.77,471
Middle,Jayce,Kennen,46.9,467
Middle,Jayce,Garen,48.27,462
Middle,Jayce,Vladimir,49.56,452
Middle,Jayce,Lucian,54.4,443
Middle,Jayce,Mordekaiser,53.44,421
Middle,Jayce,Riven,47.38,420
Middle,Jayce,Teemo,51.44,383
Middle,Jayce,Camille,48.18,357
Middle,Jayce,Gangplank,58.64,353
Middle,Jayce,Sion,45.16,341
Middle,Jayce,Volibear,49.39,328
Middle,Jayce,Vayne,50.5,299
Middle,Jayce,Nasus,48.1,289
Middle,Jayce,Poppy,48.24,255
Middle,Jayce,Maokai,45.16,248
Middle,Jayce,Kled,54.69,245
Middle,Jayce,Urgot,48.33,240
Middle,Jayce,Rengar,40.27,221
Middle,Jayce,Viego,42.13,216
Middle,Jayce,Quinn,46.86,207
Middle,Jayce,Ryze,56,200
Middle,Jayce,Kalista,57.22,194
Middle,Jayce,Tryndamere,51.34,187
Middle,Jayce,Cho'Gath,44.75,181
Middle,Jayce,Yasuo,54.6,174
Middle,Jayce,Yorick,42.24,161
Middle,Jayce,Warwick,43.42,152
Middle,Jayce,Illaoi,54.55,143
Middle,Jayce,Heimerdinger,48.57,140
Middle,Jayce,Nocturne,47.29,129
Middle,Jayce,Zac,48.84,129
Middle,Jayce,Yone,51.22,123
Middle,Jayce,Pantheon,49.55,111
Middle,Jayce,Dr. Mundo,44.55,101
Middle,Jayce,Singed,48.78,82
Middle,Jayce,Trundle,41.56,77
Bottom,Jhin,Ezreal,54.48,"13,738"
Bottom,Jhin,Kai'Sa,49.07,"11,990"
Bottom,Jhin,Jinx,51.33,"7,951"
Bottom,Jhin,Samira,51,"6,775"
Bottom,Jhin,Caitlyn,51.19,"5,356"
Bottom,Jhin,Tristana,49.62,"3,865"
Bottom,Jhin,Vayne,49.26,"3,650"
Bottom,Jhin,Ashe,51.58,"3,063"
Bottom,Jhin,Varus,52.34,"2,736"
Bottom,Jhin,Miss Fortune,53,"2,166"
Bottom,Jhin,Sivir,48.97,"2,146"
Bottom,Jhin,Lucian,53.29,"2,081"
Bottom,Jhin,Kog'Maw,55.63,951
Bottom,Jhin,Aphelios,54.85,908
Bottom,Jhin,Xayah,55.6,768
Bottom,Jhin,Twitch,48.62,617
Bottom,Jhin,Kalista,52.34,598
Bottom,Jhin,Senna,52.84,581
Bottom,Jhin,Draven,53.63,524
Bottom,Jhin,Yasuo,52.84,422
Bottom,Jhin,Swain,46.38,373
Bottom,Jhin,Tahm Kench,51.71,205
Bottom,Jinx,Kai'Sa,50.83,"19,874"
Bottom,Jinx,Ezreal,51.03,"18,203"
Bottom,Jinx,Samira,50.99,"11,166"
Bottom,Jinx,Jhin,48.67,"7,951"
Bottom,Jinx,Caitlyn,50.67,"7,592"
Bottom,Jinx,Tristana,50.01,"6,197"
Bottom,Jinx,Vayne,49.38,"5,528"
Bottom,Jinx,Ashe,48.61,"4,110"
Bottom,Jinx,Varus,48.8,"3,705"
Bottom,Jinx,Sivir,48.14,"2,923"
Bottom,Jinx,Miss Fortune,50.71,"2,871"
Bottom,Jinx,Lucian,51.97,"2,842"
Bottom,Jinx,Aphelios,52.23,"1,662"
Bottom,Jinx,Kog'Maw,51.45,"1,516"
Bottom,Jinx,Xayah,55.21,"1,170"
Bottom,Jinx,Twitch,48.26,951
Bottom,Jinx,Kalista,50.59,935
Bottom,Jinx,Draven,50.36,834
Bottom,Jinx,Senna,50.67,750
Bottom,Jinx,Swain,42.83,565
Bottom,Jinx,Yasuo,51.04,531
Bottom,Jinx,Tahm Kench,47.09,344
Bottom,Kai'Sa,Ezreal,52.58,"33,597"
Bottom,Kai'Sa,Jinx,49.17,"19,874"
Bottom,Kai'Sa,Samira,47.96,"16,490"
Bottom,Kai'Sa,Jhin,50.93,"11,990"
Bottom,Kai'Sa,Vayne,49.22,"11,110"
Bottom,Kai'Sa,Tristana,50.05,"10,294"
Bottom,Kai'Sa,Caitlyn,50.19,"9,582"
Bottom,Kai'Sa,Ashe,47.93,"6,077"
Bottom,Kai'Sa,Lucian,51.65,"5,603"
Bottom,Kai'Sa,Varus,50.59,"5,112"
Bottom,Kai'Sa,Miss Fortune,49.04,"4,686"
Bottom,Kai'Sa,Sivir,49.69,"4,035"
Bottom,Kai'Sa,Xayah,51.68,"2,881"
Bottom,Kai'Sa,Aphelios,51.64,"2,535"
Bottom,Kai'Sa,Kog'Maw,50.98,"2,044"
Bottom,Kai'Sa,Kalista,49.97,"1,553"
Bottom,Kai'Sa,Twitch,49.28,"1,390"
Bottom,Kai'Sa,Draven,51.49,"1,305"
Bottom,Kai'Sa,Senna,52.58,"1,145"
Bottom,Kai'Sa,Yasuo,49.83,871
Bottom,Kai'Sa,Swain,42.67,853
Bottom,Kai'Sa,Tahm Kench,44.4,527
Bottom,Kalista,Ezreal,53.1,"1,629"
Bottom,Kalista,Kai'Sa,50.03,"1,553"
Bottom,Kalista,Samira,48.2,"1,056"
Bottom,Kalista,Jinx,49.41,935
Bottom,Kalista,Jhin,47.66,598
Bottom,Kalista,Caitlyn,47.25,527
Bottom,Kalista,Vayne,46.53,490
Bottom,Kalista,Tristana,48.06,464
Bottom,Kalista,Ashe,43.78,386
Bottom,Kalista,Varus,52.7,315
Bottom,Kalista,Miss Fortune,47.37,266
Bottom,Kalista,Sivir,51.82,247
Bottom,Kalista,Lucian,50.22,229
Bottom,Kalista,Kog'Maw,44.06,143
Bottom,Kalista,Aphelios,46.88,128
Bottom,Kalista,Xayah,55.56,126
Bottom,Kalista,Twitch,43.16,95
Bottom,Kalista,Draven,48.72,78
Bottom,Kalista,Senna,52.11,71
Top,Kalista,Sett,41.79,347
Top,Kalista,Malphite,37.62,319
Top,Kalista,Aatrox,46.26,294
Top,Kalista,Irelia,43.16,285
Top,Kalista,Sylas,48.13,268
Top,Kalista,Renekton,46.31,203
Top,Kalista,Jayce,42.78,194
Top,Kalista,Shen,44.44,189
Top,Kalista,Akali,51.85,189
Top,Kalista,Gnar,55.41,157
Top,Kalista,Lucian,52.41,145
Top,Kalista,Darius,34.97,143
Top,Kalista,Teemo,50.35,143
Top,Kalista,Vayne,52.99,134
Top,Kalista,Ornn,40,130
Top,Kalista,Lee Sin,37.98,129
Top,Kalista,Wukong,35.59,118
Top,Kalista,Rumble,55.75,113
Top,Kalista,Kayle,58.18,110
Top,Kalista,Garen,57.41,108
Top,Kalista,Jax,41.67,108
Top,Kalista,Gwen,35.51,107
Top,Kalista,Mordekaiser,53.4,103
Top,Kalista,Fiora,45,100
Top,Kalista,Kennen,48.42,95
Top,Kalista,Nasus,40,95
Top,Kalista,Vladimir,37.93,87
Top,Kalista,Riven,44.71,85
Top,Kalista,Volibear,42.65,68
Top,Kalista,Gangplank,54.69,64
Top,Kalista,Quinn,28.57,63
Top,Kalista,Camille,36.07,61
Top,Kalista,Yasuo,44.83,58
Top,Kalista,Sion,35.71,56
Top,Kalista,Urgot,38.18,55
Support,Karma,Thresh,47.31,"2,433"
Support,Karma,Lulu,46.12,"2,253"
Support,Karma,Senna,45.26,"1,982"
Support,Karma,Leona,45.55,"1,427"
Support,Karma,Xerath,48.45,"1,319"
Support,Karma,Nautilus,44.08,"1,157"
Support,Karma,Blitzcrank,45.51,"1,103"
Support,Karma,Lux,48.52,"1,080"
Support,Karma,Alistar,48.34,"1,057"
Support,Karma,Morgana,48.19,940
Support,Karma,Yuumi,49.2,937
Support,Karma,Pyke,44.41,734
Support,Karma,Maokai,46.23,504
Support,Karma,Galio,49.37,397
Support,Karma,Zyra,46.08,395
Support,Karma,Pantheon,47.45,392
Support,Karma,Swain,51.79,390
Support,Karma,Zilean,46.96,362
Support,Karma,Shaco,48.13,347
Support,Karma,Seraphine,43.7,341
Support,Karma,Brand,46.33,341
Support,Karma,Soraka,48.24,340
Support,Karma,Sett,49.39,326
Support,Karma,Bard,50,278
Support,Karma,Rell,48.91,274
Support,Karma,Rakan,46.64,253
Support,Karma,Janna,47.74,243
Support,Karma,Vel'Koz,50.86,232
Support,Karma,Nami,45.37,216
Support,Karma,Braum,52.9,138
Support,Karma,Neeko,61.11,108
Support,Karma,Sona,43.52,108
Support,Karma,Gragas,57.14,98
Support,Karma,Veigar,56.25,96
Support,Karma,Shen,51.06,94
Support,Karma,Zac,43.04,79
Support,Karma,Taric,61.29,62
Support,Karma,Anivia,42.11,57
Support,Karma,Tahm Kench,53.57,56
Support,Karma,Poppy,58.49,53
Jungle,Karthus,Lee Sin,48.51,"1,377"
Jungle,Karthus,Rumble,55.44,561
Jungle,Karthus,Elise,47.6,500
Jungle,Karthus,Morgana,51.05,476
Jungle,Karthus,Kindred,52.03,469
Jungle,Karthus,Diana,49.77,440
Jungle,Karthus,Nidalee,54.96,413
Jungle,Karthus,Viego,49.17,362
Jungle,Karthus,Kayn,45.81,358
Jungle,Karthus,Shaco,54.34,357
Jungle,Karthus,Xin Zhao,46.04,265
Jungle,Karthus,Graves,51.85,243
Jungle,Karthus,Ekko,47.44,215
Jungle,Karthus,Nocturne,50.7,215
Jungle,Karthus,Kha'Zix,45.59,204
Jungle,Karthus,Zac,50.75,199
Jungle,Karthus,Master Yi,46.7,197
Jungle,Karthus,Nunu & Willump,52.08,192
Jungle,Karthus,Evelynn,48.8,166
Jungle,Karthus,Rek'Sai,48.08,156
Jungle,Karthus,Rammus,48.51,134
Jungle,Karthus,Poppy,56.59,129
Jungle,Karthus,Jarvan IV,61.6,125
Jungle,Karthus,Warwick,56.45,124
Jungle,Karthus,Fiddlesticks,47.27,110
Jungle,Karthus,Udyr,55.05,109
Jungle,Karthus,Hecarim,56.18,89
Jungle,Karthus,Volibear,39.08,87
Jungle,Karthus,Sejuani,43.53,85
Jungle,Karthus,Taliyah,57.14,77
Jungle,Karthus,Lillia,60.27,73
Jungle,Karthus,Vi,47.06,68
Jungle,Karthus,Olaf,52.38,63
Jungle,Karthus,Amumu,54.24,59
Jungle,Karthus,Shyvana,51.85,54
Jungle,Karthus,Gragas,50.98,51
Jungle,Karthus,Trundle,58,50
Middle,Kassadin,LeBlanc,50.06,907
Middle,Kassadin,Sylas,52.22,902
Middle,Kassadin,Katarina,53.98,830
Middle,Kassadin,Akali,52.95,610
Middle,Kassadin,Yasuo,49.72,362
Middle,Kassadin,Yone,44.34,309
Middle,Kassadin,Lucian,45.97,298
Middle,Kassadin,Vladimir,51.01,296
Middle,Kassadin,Fizz,49.83,295
Middle,Kassadin,Twisted Fate,57.09,289
Middle,Kassadin,Viktor,54.86,288
Middle,Kassadin,Zed,44.93,276
Middle,Kassadin,Talon,48.21,251
Middle,Kassadin,Xerath,42.5,240
Middle,Kassadin,Ahri,46.78,233
Middle,Kassadin,Galio,51.64,213
Middle,Kassadin,Pantheon,40.74,189
Middle,Kassadin,Viego,44.62,186
Middle,Kassadin,Zoe,57.06,163
Middle,Kassadin,Anivia,48.77,162
Middle,Kassadin,Irelia,47.77,157
Middle,Kassadin,Qiyana,44.08,152
Middle,Kassadin,Ekko,58.67,150
Middle,Kassadin,Orianna,51.97,127
Middle,Kassadin,Diana,41.67,120
Middle,Kassadin,Lux,47.46,118
Middle,Kassadin,Malzahar,46.15,91
Middle,Kassadin,Rumble,54.32,81
Middle,Kassadin,Sett,38.75,80
Middle,Kassadin,Lissandra,43.48,69
Middle,Kassadin,Ryze,56.52,69
Middle,Kassadin,Syndra,53.85,65
Middle,Kassadin,Renekton,55.38,65
Middle,Kassadin,Corki,50,60
Middle,Kassadin,Cassiopeia,55.93,59
Middle,Kassadin,Neeko,43.86,57
Middle,Kassadin,Tristana,48.21,56
Middle,Kassadin,Malphite,52,50
Middle,Katarina,Sylas,51.71,"3,210"
Middle,Katarina,Zed,48.82,"2,677"
Middle,Katarina,Akali,50.79,"2,481"
Middle,Katarina,Yasuo,46.24,"2,463"
Middle,Katarina,Talon,50.41,"2,061"
Middle,Katarina,Yone,51.52,"1,968"
Middle,Katarina,LeBlanc,51.63,"1,966"
Middle,Katarina,Twisted Fate,50.74,"1,421"
Middle,Katarina,Pantheon,49.06,"1,329"
Middle,Katarina,Galio,45.36,"1,314"
Middle,Katarina,Xerath,53.08,"1,268"
Middle,Katarina,Viego,50.04,"1,255"
Middle,Katarina,Qiyana,52.04,"1,224"
Middle,Katarina,Vladimir,47.6,"1,103"
Middle,Katarina,Irelia,56.66,"1,043"
Middle,Katarina,Viktor,51.06,"1,036"
Middle,Katarina,Lucian,53.84,"1,003"
Middle,Katarina,Ahri,52.47,970
Middle,Katarina,Fizz,50.28,891
Middle,Katarina,Kassadin,46.02,830
Middle,Katarina,Lux,53.3,696
Middle,Katarina,Zoe,55.1,637
Middle,Katarina,Ekko,53.02,630
Middle,Katarina,Anivia,48.72,624
Middle,Katarina,Diana,47.83,623
Middle,Katarina,Orianna,53.32,587
Middle,Katarina,Sett,44.34,530
Middle,Katarina,Renekton,45.85,530
Middle,Katarina,Rumble,52.54,453
Middle,Katarina,Malzahar,49.88,411
Middle,Katarina,Ryze,56.41,390
Middle,Katarina,Syndra,57.85,363
Middle,Katarina,Tristana,51.33,339
Middle,Katarina,Malphite,47.02,336
Middle,Katarina,Jayce,47.35,321
Middle,Katarina,Garen,47.8,318
Middle,Katarina,Nocturne,55.52,317
Middle,Katarina,Lissandra,49.02,306
Middle,Katarina,Annie,43.05,295
Middle,Katarina,Cassiopeia,50.74,272
Middle,Katarina,Gwen,52.94,238
Middle,Katarina,Corki,54.15,229
Middle,Katarina,Neeko,50.22,229
Middle,Katarina,Riven,46.12,219
Middle,Katarina,Azir,58.82,187
Middle,Katarina,Kled,43.29,164
Middle,Katarina,Cho'Gath,50.31,161
Middle,Katarina,Nunu & Willump,59.49,158
Middle,Katarina,Zac,46.53,144
Middle,Katarina,Aurelion Sol,49.6,125
Middle,Katarina,Wukong,53.33,120
Middle,Katarina,Camille,47.66,107
Middle,Katarina,Sion,46.46,99
Top,Kayle,Sylas,50.09,"1,132"
Top,Kayle,Sett,50.62,"1,128"
Top,Kayle,Aatrox,53.7,946
Top,Kayle,Irelia,50.68,734
Top,Kayle,Shen,49.42,694
Top,Kayle,Renekton,53.21,639
Top,Kayle,Akali,55.58,556
Top,Kayle,Ornn,48.13,509
Top,Kayle,Jayce,49.5,505
Top,Kayle,Darius,48.02,481
Top,Kayle,Malphite,50.43,464
Top,Kayle,Lee Sin,44.19,439
Top,Kayle,Garen,50,436
Top,Kayle,Fiora,53.94,432
Top,Kayle,Gwen,49.4,417
Top,Kayle,Gnar,49.88,413
Top,Kayle,Jax,47.26,402
Top,Kayle,Mordekaiser,52.69,372
Top,Kayle,Vladimir,56.42,358
Top,Kayle,Nasus,45.26,327
Top,Kayle,Rumble,52.4,313
Top,Kayle,Riven,40.92,303
Top,Kayle,Volibear,50,284
Top,Kayle,Teemo,48.56,278
Top,Kayle,Camille,55.07,276
Top,Kayle,Kennen,50.37,272
Top,Kayle,Gangplank,61.22,245
Top,Kayle,Sion,52.97,236
Top,Kayle,Lucian,57.21,222
Top,Kayle,Vayne,46.58,219
Top,Kayle,Wukong,50.92,218
Top,Kayle,Urgot,51.79,195
Top,Kayle,Kled,53.19,188
Top,Kayle,Tryndamere,43.85,187
Top,Kayle,Viego,50,176
Top,Kayle,Yasuo,45.83,168
Top,Kayle,Yone,61.33,150
Top,Kayle,Poppy,56.03,141
Top,Kayle,Nocturne,53.62,138
Top,Kayle,Ryze,51.45,138
Top,Kayle,Quinn,54.89,133
Top,Kayle,Maokai,48.84,129
Top,Kayle,Rengar,43.2,125
Top,Kayle,Warwick,58.68,121
Top,Kayle,Illaoi,57.02,121
Top,Kayle,Cho'Gath,58.33,120
Top,Kayle,Kalista,41.82,110
Top,Kayle,Dr. Mundo,53.7,108
Top,Kayle,Zac,52.48,101
Top,Kayle,Heimerdinger,55.1,98
Top,Kayle,Singed,50.53,95
Top,Kayle,Yorick,53.49,86
Top,Kayle,Pantheon,45.45,77
Top,Kayle,Trundle,45.9,61
Jungle,Kayn,Lee Sin,48.72,"5,632"
Jungle,Kayn,Kindred,48.8,"1,996"
Jungle,Kayn,Diana,50.96,"1,927"
Jungle,Kayn,Morgana,47.35,"1,909"
Jungle,Kayn,Rumble,52.5,"1,882"
Jungle,Kayn,Elise,47.23,"1,823"
Jungle,Kayn,Viego,51.88,"1,783"
Jungle,Kayn,Nidalee,50.94,"1,590"
Jungle,Kayn,Shaco,48.64,"1,540"
Jungle,Kayn,Graves,53.3,"1,272"
Jungle,Kayn,Xin Zhao,46.54,"1,257"
Jungle,Kayn,Master Yi,48.15,"1,192"
Jungle,Kayn,Nocturne,46.24,"1,131"
Jungle,Kayn,Ekko,50.32,930
Jungle,Kayn,Kha'Zix,47.18,903
Jungle,Kayn,Zac,50.62,802
Jungle,Kayn,Nunu & Willump,50.87,743
Jungle,Kayn,Poppy,45.23,650
Jungle,Kayn,Evelynn,51.5,635
Jungle,Kayn,Warwick,51.72,553
Jungle,Kayn,Rammus,53.51,527
Jungle,Kayn,Rek'Sai,44.29,499
Jungle,Kayn,Fiddlesticks,46.82,472
Jungle,Kayn,Jarvan IV,53.38,444
Jungle,Kayn,Hecarim,54.98,442
Jungle,Kayn,Volibear,52.69,427
Jungle,Kayn,Udyr,54.35,414
Jungle,Kayn,Vi,48.56,381
Jungle,Kayn,Karthus,54.19,358
Jungle,Kayn,Sejuani,49.85,333
Jungle,Kayn,Lillia,56.77,303
Jungle,Kayn,Amumu,50,296
Jungle,Kayn,Olaf,49.82,275
Jungle,Kayn,Taliyah,48.81,252
Jungle,Kayn,Gragas,54.55,242
Jungle,Kayn,Trundle,51.97,229
Jungle,Kayn,Shyvana,55.74,183
Jungle,Kayn,Gwen,51.11,180
Jungle,Kayn,Jax,55.17,174
Jungle,Kayn,Rengar,54.6,163
Jungle,Kayn,Wukong,48,125
Jungle,Kayn,Ivern,53.4,103
Jungle,Kayn,Camille,53.42,73
Top,Kennen,Sylas,45.55,"1,056"
Top,Kennen,Aatrox,52.98,840
Top,Kennen,Sett,46.68,829
Top,Kennen,Renekton,49.81,526
Top,Kennen,Irelia,49.9,503
Top,Kennen,Shen,46.04,493
Top,Kennen,Malphite,44.31,492
Top,Kennen,Akali,52.62,477
Top,Kennen,Jayce,53.1,467
Top,Kennen,Gnar,50.76,459
Top,Kennen,Lee Sin,48.54,410
Top,Kennen,Darius,51.05,380
Top,Kennen,Vladimir,47.99,348
Top,Kennen,Jax,56.34,339
Top,Kennen,Gwen,53.75,333
Top,Kennen,Ornn,49.84,319
Top,Kennen,Garen,50.17,291
Top,Kennen,Mordekaiser,46.91,275
Top,Kennen,Kayle,49.63,272
Top,Kennen,Teemo,56.05,248
Top,Kennen,Rumble,54.2,238
Top,Kennen,Fiora,50.64,233
Top,Kennen,Nasus,46.19,223
Top,Kennen,Volibear,49.1,222
Top,Kennen,Gangplank,56.85,197
Top,Kennen,Maokai,40.11,182
Top,Kennen,Lucian,55.8,181
Top,Kennen,Riven,52.78,180
Top,Kennen,Wukong,48.6,179
Top,Kennen,Vayne,54.71,170
Top,Kennen,Sion,44.97,169
Top,Kennen,Camille,47.8,159
Top,Kennen,Urgot,43.38,136
Top,Kennen,Poppy,60.77,130
Top,Kennen,Cho'Gath,47.24,127
Top,Kennen,Quinn,47.86,117
Top,Kennen,Kled,52.14,117
Top,Kennen,Ryze,58.56,111
Top,Kennen,Tryndamere,50.49,103
Top,Kennen,Yasuo,51.49,101
Top,Kennen,Kalista,51.58,95
Top,Kennen,Rengar,54.35,92
Top,Kennen,Heimerdinger,46.07,89
Top,Kennen,Viego,54.65,86
Top,Kennen,Yone,53.75,80
Top,Kennen,Illaoi,48,75
Top,Kennen,Yorick,50.68,73
Top,Kennen,Dr. Mundo,47.14,70
Top,Kennen,Warwick,56.72,67
Top,Kennen,Nocturne,38.81,67
Top,Kennen,Zac,43.94,66
Top,Kennen,Pantheon,54.39,57
Jungle,Kha'Zix,Lee Sin,47.86,"3,646"
Jungle,Kha'Zix,Kindred,51.87,"1,203"
Jungle,Kha'Zix,Morgana,49.78,"1,155"
Jungle,Kha'Zix,Rumble,49.82,"1,120"
Jungle,Kha'Zix,Viego,53.4,"1,073"
Jungle,Kha'Zix,Diana,50.14,"1,069"
Jungle,Kha'Zix,Nidalee,53.67,"1,062"
Jungle,Kha'Zix,Elise,45.87,"1,040"
Jungle,Kha'Zix,Kayn,52.82,903
Jungle,Kha'Zix,Shaco,45.06,861
Jungle,Kha'Zix,Xin Zhao,50.58,779
Jungle,Kha'Zix,Graves,55.17,725
Jungle,Kha'Zix,Master Yi,48.81,713
Jungle,Kha'Zix,Nocturne,50.96,626
Jungle,Kha'Zix,Ekko,52.87,522
Jungle,Kha'Zix,Nunu & Willump,48.8,416
Jungle,Kha'Zix,Zac,49.02,408
Jungle,Kha'Zix,Evelynn,46.29,404
Jungle,Kha'Zix,Rek'Sai,56.48,347
Jungle,Kha'Zix,Poppy,51.5,334
Jungle,Kha'Zix,Warwick,49.7,332
Jungle,Kha'Zix,Rammus,47.16,299
Jungle,Kha'Zix,Fiddlesticks,47.18,284
