line,champion1,champion2,winning_rage,match_count
Jungle,Taliyah,Master Yi,52.9,155
Jungle,Taliyah,Zac,43.33,150
Jungle,Taliyah,Nunu & Willump,57.24,145
Jungle,Taliyah,Rek'Sai,54.35,138
Jungle,Taliyah,Evelynn,51.35,111
Jungle,Taliyah,Fiddlesticks,56.73,104
Jungle,Taliyah,Poppy,46,100
Jungle,Taliyah,Jarvan IV,58.24,91
Jungle,Taliyah,Rammus,58.89,90
Jungle,Taliyah,Warwick,58.33,84
Jungle,Taliyah,Hecarim,54.55,77
Jungle,Taliyah,Karthus,42.86,77
Jungle,Taliyah,Udyr,53.33,75
Jungle,Taliyah,Volibear,50.82,61
Jungle,Taliyah,Sejuani,44.64,56
Jungle,Taliyah,Olaf,56.6,53
Jungle,Taliyah,Vi,43.4,53
Jungle,Taliyah,Lillia,49.06,53
Middle,Talon,Zed,49.98,"2,989"
Middle,Talon,Sylas,50.3,"2,533"
Middle,Talon,Akali,53.1,"2,422"
Middle,Talon,Yasuo,51.57,"2,257"
Middle,Talon,Katarina,49.59,"2,061"
Middle,Talon,LeBlanc,54.49,"1,947"
Middle,Talon,Yone,49.85,"1,713"
Middle,Talon,Pantheon,47.2,"1,284"
Middle,Talon,Twisted Fate,49.79,"1,163"
Middle,Talon,Qiyana,52.09,"1,150"
Middle,Talon,Xerath,50.43,"1,047"
Middle,Talon,Viego,50.5,"1,008"
Middle,Talon,Irelia,51.77,960
Middle,Talon,Ahri,48.78,898
Middle,Talon,Lucian,51.94,851
Middle,Talon,Vladimir,48.57,840
Middle,Talon,Viktor,52.22,812
Middle,Talon,Galio,52.04,759
Middle,Talon,Fizz,51.01,739
Middle,Talon,Lux,53.31,589
Middle,Talon,Zoe,51.77,564
Middle,Talon,Malphite,46,563
Middle,Talon,Anivia,52,550
Middle,Talon,Diana,51.46,548
Middle,Talon,Sett,44.19,534
Middle,Talon,Ekko,49.25,530
Middle,Talon,Orianna,55.65,496
Middle,Talon,Rumble,48.95,474
Middle,Talon,Renekton,50.55,455
Middle,Talon,Nocturne,46.72,366
Middle,Talon,Ryze,58.76,354
Middle,Talon,Lissandra,53.56,323
Middle,Talon,Garen,50.47,321
Middle,Talon,Syndra,48.83,299
Middle,Talon,Malzahar,51.7,294
Middle,Talon,Jayce,49.3,286
Middle,Talon,Tristana,52.36,275
Middle,Talon,Neeko,49.25,268
Middle,Talon,Kassadin,51.79,251
Middle,Talon,Gwen,47.15,246
Middle,Talon,Cassiopeia,54.66,236
Middle,Talon,Annie,48.54,206
Middle,Talon,Corki,53.57,196
Middle,Talon,Azir,55.49,164
Middle,Talon,Kled,39.26,163
Middle,Talon,Cho'Gath,40.14,147
Middle,Talon,Riven,46.32,136
Middle,Talon,Nunu & Willump,54.81,135
Middle,Talon,Camille,48.74,119
Middle,Talon,Wukong,46.6,103
Middle,Talon,Aurelion Sol,44.12,102
Middle,Talon,Zac,44.12,102
Middle,Talon,Sion,44.57,92
Support,Taric,Thresh,44.92,354
Support,Taric,Leona,49.39,326
Support,Taric,Alistar,48.28,232
Support,Taric,Nautilus,56.58,228
Support,Taric,Senna,44.72,199
Support,Taric,Blitzcrank,54.59,185
Support,Taric,Lulu,45.3,181
Support,Taric,Pyke,50,120
Support,Taric,Lux,52.94,119
Support,Taric,Xerath,44.64,112
Support,Taric,Yuumi,44.21,95
Support,Taric,Morgana,51.28,78
Support,Taric,Sett,63.01,73
Support,Taric,Karma,38.71,62
Support,Taric,Pantheon,53.45,58
Support,Taric,Galio,50.91,55
Support,Taric,Maokai,48.08,52
Support,Taric,Swain,37.25,51
Top,Teemo,Malphite,48.84,909
Top,Teemo,Sett,45.62,890
Top,Teemo,Sylas,50.37,820
Top,Teemo,Aatrox,45.43,634
Top,Teemo,Akali,49.21,567
Top,Teemo,Renekton,53.09,550
Top,Teemo,Irelia,50.75,532
Top,Teemo,Darius,53.08,520
Top,Teemo,Shen,45.87,484
Top,Teemo,Garen,45.95,444
Top,Teemo,Ornn,47.53,425
Top,Teemo,Rumble,45.78,415
Top,Teemo,Vladimir,51.13,399
Top,Teemo,Lee Sin,51.78,394
Top,Teemo,Jayce,48.56,383
Top,Teemo,Gwen,55.53,380
Top,Teemo,Gnar,46.86,350
Top,Teemo,Mordekaiser,51.31,343
Top,Teemo,Fiora,50.92,326
Top,Teemo,Nasus,45.24,294
Top,Teemo,Riven,44.33,291
Top,Teemo,Jax,52.45,286
Top,Teemo,Kayle,51.44,278
Top,Teemo,Vayne,60.65,277
Top,Teemo,Sion,40.68,263
Top,Teemo,Kennen,43.95,248
Top,Teemo,Ryze,49.78,223
Top,Teemo,Volibear,53.93,191
Top,Teemo,Gangplank,57.58,165
Top,Teemo,Wukong,45.22,157
Top,Teemo,Camille,56.67,150
Top,Teemo,Lucian,49.66,149
Top,Teemo,Kalista,49.65,143
Top,Teemo,Dr. Mundo,45.77,142
Top,Teemo,Quinn,48.57,140
Top,Teemo,Tryndamere,49.26,136
Top,Teemo,Cho'Gath,46.56,131
Top,Teemo,Urgot,48.09,131
Top,Teemo,Yasuo,50.39,129
Top,Teemo,Rengar,58.27,127
Top,Teemo,Kled,45.38,119
Top,Teemo,Maokai,45.13,113
Top,Teemo,Heimerdinger,57.8,109
Top,Teemo,Poppy,50.98,102
Top,Teemo,Nocturne,44.55,101
Top,Teemo,Viego,49,100
Top,Teemo,Warwick,51.04,96
Top,Teemo,Pantheon,54.44,90
Top,Teemo,Illaoi,58.43,89
Top,Teemo,Yorick,45.88,85
Top,Teemo,Zac,47.3,74
Top,Teemo,Yone,57.53,73
Top,Teemo,Singed,53.85,65
Support,Thresh,Leona,47.43,"7,592"
Support,Thresh,Senna,47.75,"7,255"
Support,Thresh,Lulu,50.47,"6,826"
Support,Thresh,Blitzcrank,48.41,"6,637"
Support,Thresh,Alistar,48.98,"5,911"
Support,Thresh,Nautilus,49.49,"5,375"
Support,Thresh,Xerath,50.3,"4,984"
Support,Thresh,Lux,50.91,"3,970"
Support,Thresh,Pyke,52.64,"3,731"
Support,Thresh,Yuumi,54.58,"3,338"
Support,Thresh,Morgana,48.45,"2,999"
Support,Thresh,Karma,52.69,"2,433"
Support,Thresh,Maokai,47.5,"2,120"
Support,Thresh,Galio,51.01,"1,976"
Support,Thresh,Sett,53.03,"1,929"
Support,Thresh,Pantheon,53.92,"1,784"
Support,Thresh,Swain,49.74,"1,510"
Support,Thresh,Shaco,47.18,"1,437"
Support,Thresh,Soraka,50.62,"1,375"
Support,Thresh,Rell,50.22,"1,358"
Support,Thresh,Zilean,47.42,"1,354"
Support,Thresh,Zyra,50.38,"1,330"
Support,Thresh,Brand,45.82,"1,329"
Support,Thresh,Rakan,48.47,"1,145"
Support,Thresh,Seraphine,54.13,"1,138"
Support,Thresh,Janna,51.88,"1,010"
Support,Thresh,Bard,50.82,976
Support,Thresh,Braum,47.87,869
Support,Thresh,Vel'Koz,52.81,835
Support,Thresh,Nami,51.17,809
Support,Thresh,Shen,49.46,560
Support,Thresh,Sona,47.67,451
Support,Thresh,Neeko,49.32,444
Support,Thresh,Gragas,49.88,405
Support,Thresh,Veigar,49.32,367
Support,Thresh,Taric,55.08,354
Support,Thresh,Zac,50.6,334
Support,Thresh,Anivia,48.03,304
Support,Thresh,Poppy,50.99,302
Support,Thresh,Tahm Kench,60.14,296
Bottom,Tristana,Kai'Sa,49.95,"10,294"
Bottom,Tristana,Ezreal,53.99,"9,081"
Bottom,Tristana,Jinx,49.99,"6,197"
Bottom,Tristana,Samira,49.12,"5,250"
Bottom,Tristana,Jhin,50.38,"3,865"
Bottom,Tristana,Caitlyn,49.5,"3,087"
Bottom,Tristana,Vayne,48.36,"2,901"
Bottom,Tristana,Ashe,48.92,"1,764"
Bottom,Tristana,Varus,49.72,"1,758"
Bottom,Tristana,Lucian,52.53,"1,658"
Bottom,Tristana,Miss Fortune,50.64,"1,408"
Bottom,Tristana,Sivir,49.17,"1,271"
Bottom,Tristana,Xayah,51.84,679
Bottom,Tristana,Kog'Maw,47.09,635
Bottom,Tristana,Aphelios,56.7,612
Bottom,Tristana,Kalista,51.94,464
Bottom,Tristana,Twitch,52.43,452
Bottom,Tristana,Senna,51.03,388
Bottom,Tristana,Draven,55.08,374
Bottom,Tristana,Yasuo,48.05,308
Bottom,Tristana,Swain,44.49,236
Bottom,Tristana,Tahm Kench,52.11,142
Middle,Tristana,Kai'Sa,49.95,"10,294"
Middle,Tristana,Ezreal,53.99,"9,081"
Middle,Tristana,Jinx,49.99,"6,197"
Middle,Tristana,Samira,49.12,"5,250"
Middle,Tristana,Jhin,50.38,"3,865"
Middle,Tristana,Caitlyn,49.5,"3,087"
Middle,Tristana,Vayne,48.36,"2,901"
Middle,Tristana,Ashe,48.92,"1,764"
Middle,Tristana,Varus,49.72,"1,758"
Middle,Tristana,Lucian,52.53,"1,658"
Middle,Tristana,Miss Fortune,50.64,"1,408"
Middle,Tristana,Sivir,49.17,"1,271"
Middle,Tristana,Xayah,51.84,679
Middle,Tristana,Kog'Maw,47.09,635
Middle,Tristana,Aphelios,56.7,612
Middle,Tristana,Kalista,51.94,464
Middle,Tristana,Twitch,52.43,452
Middle,Tristana,Senna,51.03,388
Middle,Tristana,Draven,55.08,374
Middle,Tristana,Yasuo,48.05,308
Middle,Tristana,Swain,44.49,236
Middle,Tristana,Tahm Kench,52.11,142
Jungle,Trundle,Lee Sin,50.26,965
Jungle,Trundle,Rumble,50.8,313
Jungle,Trundle,Kindred,42.9,310
Jungle,Trundle,Diana,53.87,297
Jungle,Trundle,Viego,51.54,293
Jungle,Trundle,Morgana,51.26,277
Jungle,Trundle,Elise,45.86,266
Jungle,Trundle,Kayn,48.03,229
Jungle,Trundle,Xin Zhao,52.44,225
Jungle,Trundle,Master Yi,54.46,224
Jungle,Trundle,Shaco,50.9,222
Jungle,Trundle,Nidalee,55.61,205
Jungle,Trundle,Graves,55.28,199
Jungle,Trundle,Nocturne,54.5,189
Jungle,Trundle,Zac,47.31,167
Jungle,Trundle,Nunu & Willump,50.68,146
Jungle,Trundle,Ekko,44.35,124
Jungle,Trundle,Kha'Zix,45.97,124
Jungle,Trundle,Rammus,55.75,113
Jungle,Trundle,Poppy,52.68,112
Jungle,Trundle,Warwick,57.84,102
Jungle,Trundle,Jarvan IV,44.83,87
Jungle,Trundle,Volibear,56.47,85
Jungle,Trundle,Rek'Sai,52.38,84
Jungle,Trundle,Evelynn,49.4,83
Jungle,Trundle,Sejuani,53.42,73
Jungle,Trundle,Olaf,50.7,71
Jungle,Trundle,Hecarim,54.41,68
Jungle,Trundle,Fiddlesticks,46.97,66
Jungle,Trundle,Amumu,63.49,63
Jungle,Trundle,Udyr,56.45,62
Jungle,Trundle,Vi,46.55,58
Jungle,Trundle,Lillia,43.86,57
Jungle,Trundle,Karthus,42,50
Top,Trundle,Sett,46.75,308
Top,Trundle,Aatrox,50.36,278
Top,Trundle,Sylas,46.86,207
Top,Trundle,Shen,41.54,195
Top,Trundle,Renekton,55.42,166
Top,Trundle,Irelia,57.96,157
Top,Trundle,Darius,45.7,151
Top,Trundle,Akali,49.32,146
Top,Trundle,Garen,50.77,130
Top,Trundle,Mordekaiser,40.48,126
Top,Trundle,Lee Sin,50.41,123
Top,Trundle,Gwen,45.83,120
Top,Trundle,Malphite,46.23,106
Top,Trundle,Ornn,45.36,97
Top,Trundle,Fiora,44.32,88
Top,Trundle,Volibear,44.05,84
Top,Trundle,Gnar,57.83,83
Top,Trundle,Jayce,58.44,77
Top,Trundle,Rumble,52.63,76
Top,Trundle,Jax,47.06,68
Top,Trundle,Nasus,45.16,62
Top,Trundle,Kayle,54.1,61
Top,Trundle,Riven,44.83,58
Top,Trundle,Vladimir,47.17,53
Top,Tryndamere,Sett,48.14,592
Top,Tryndamere,Sylas,48.95,478
Top,Tryndamere,Aatrox,49.35,464
Top,Tryndamere,Shen,40.45,398
Top,Tryndamere,Renekton,45.13,359
Top,Tryndamere,Malphite,41.98,343
Top,Tryndamere,Irelia,56.15,301
Top,Tryndamere,Akali,54.27,293
Top,Tryndamere,Gwen,54.2,286
Top,Tryndamere,Darius,51.15,262
Top,Tryndamere,Lee Sin,51.39,251
Top,Tryndamere,Jax,50.2,247
Top,Tryndamere,Garen,51.49,235
Top,Tryndamere,Mordekaiser,56.35,197
Top,Tryndamere,Kayle,56.15,187
Top,Tryndamere,Jayce,48.66,187
Top,Tryndamere,Gnar,49.45,182
Top,Tryndamere,Ornn,49.11,169
Top,Tryndamere,Riven,47.83,161
Top,Tryndamere,Fiora,55.84,154
Top,Tryndamere,Volibear,45.95,148
Top,Tryndamere,Nasus,50.7,142
Top,Tryndamere,Teemo,50.74,136
Top,Tryndamere,Vladimir,48.15,135
Top,Tryndamere,Rumble,50.38,133
Top,Tryndamere,Camille,51.15,131
Top,Tryndamere,Kled,44.53,128
Top,Tryndamere,Gangplank,58.25,103
Top,Tryndamere,Kennen,49.51,103
Top,Tryndamere,Poppy,35.29,102
Top,Tryndamere,Vayne,52.48,101
Top,Tryndamere,Sion,52.04,98
Top,Tryndamere,Wukong,45.16,93
Top,Tryndamere,Lucian,61.63,86
Top,Tryndamere,Quinn,50.62,81
Top,Tryndamere,Warwick,35.8,81
Top,Tryndamere,Illaoi,56.41,78
Top,Tryndamere,Viego,56,75
Top,Tryndamere,Yasuo,39.06,64
Top,Tryndamere,Urgot,49.21,63
Top,Tryndamere,Rengar,54.24,59
Top,Tryndamere,Zac,52.94,51
Top,Tryndamere,Maokai,46,50
Middle,Twisted Fate,Sylas,48.85,"2,078"
Middle,Twisted Fate,Akali,54.31,"1,729"
Middle,Twisted Fate,Zed,48.33,"1,471"
Middle,Twisted Fate,Katarina,49.26,"1,421"
Middle,Twisted Fate,Yasuo,44.63,"1,313"
Middle,Twisted Fate,LeBlanc,52.48,"1,168"
Middle,Twisted Fate,Talon,50.21,"1,163"
Middle,Twisted Fate,Yone,52.14,"1,122"
Middle,Twisted Fate,Xerath,46.42,879
Middle,Twisted Fate,Qiyana,53.14,764
Middle,Twisted Fate,Viego,48.71,698
Middle,Twisted Fate,Galio,48.35,697
Middle,Twisted Fate,Viktor,50.94,689
Middle,Twisted Fate,Lucian,55.71,639
Middle,Twisted Fate,Ahri,48.24,624
Middle,Twisted Fate,Pantheon,48.02,581
Middle,Twisted Fate,Fizz,45.88,558
Middle,Twisted Fate,Vladimir,51.87,534
Middle,Twisted Fate,Irelia,55.43,534
Middle,Twisted Fate,Zoe,51.43,455
Middle,Twisted Fate,Anivia,49.33,448
Middle,Twisted Fate,Orianna,53.05,443
Middle,Twisted Fate,Lux,46.6,412
Middle,Twisted Fate,Ekko,46.94,409
Middle,Twisted Fate,Diana,46.46,353
Middle,Twisted Fate,Rumble,48.57,315
Middle,Twisted Fate,Kassadin,42.91,289
Middle,Twisted Fate,Malzahar,51.14,264
Middle,Twisted Fate,Syndra,49.03,257
Middle,Twisted Fate,Nocturne,46.61,236
Middle,Twisted Fate,Ryze,59.74,231
Middle,Twisted Fate,Sett,40,210
Middle,Twisted Fate,Lissandra,42.47,186
Middle,Twisted Fate,Corki,51.35,185
Middle,Twisted Fate,Jayce,50.56,180
Middle,Twisted Fate,Cassiopeia,48.54,171
Middle,Twisted Fate,Tristana,53.85,169
Middle,Twisted Fate,Annie,43.37,166
Middle,Twisted Fate,Gwen,50.93,161
Middle,Twisted Fate,Renekton,51.01,149
Middle,Twisted Fate,Malphite,50.34,149
Middle,Twisted Fate,Neeko,48.98,147
Middle,Twisted Fate,Azir,52.24,134
Middle,Twisted Fate,Nunu & Willump,57.29,96
Middle,Twisted Fate,Aurelion Sol,45.24,84
Middle,Twisted Fate,Cho'Gath,51.81,83
Middle,Twisted Fate,Garen,60.49,81
Middle,Twisted Fate,Zac,42.5,80
Middle,Twisted Fate,Kled,37.5,80
Middle,Twisted Fate,Riven,41.77,79
Middle,Twisted Fate,Wukong,44.16,77
Middle,Twisted Fate,Sion,36.84,57
Middle,Twisted Fate,Camille,41.82,55
Bottom,Twitch,Ezreal,54.31,"1,403"
Bottom,Twitch,Kai'Sa,50.72,"1,390"
Bottom,Twitch,Jinx,51.74,951
Bottom,Twitch,Samira,49.64,838
Bottom,Twitch,Jhin,51.38,617
Bottom,Twitch,Caitlyn,51.61,467
Bottom,Twitch,Vayne,52.16,462
Bottom,Twitch,Tristana,47.57,452
Bottom,Twitch,Ashe,52.74,292
Bottom,Twitch,Varus,48.26,259
Bottom,Twitch,Sivir,48.19,249
Bottom,Twitch,Lucian,47.35,245
Bottom,Twitch,Miss Fortune,46.72,229
Bottom,Twitch,Kog'Maw,48.33,120
Bottom,Twitch,Aphelios,50,110
Bottom,Twitch,Xayah,57,100
Bottom,Twitch,Kalista,56.84,95
Bottom,Twitch,Senna,59.42,69
Bottom,Twitch,Draven,53.97,63
Jungle,Udyr,Lee Sin,50.58,"1,813"
Jungle,Udyr,Rumble,50.83,604
Jungle,Udyr,Diana,50.2,508
Jungle,Udyr,Viego,51.79,502
Jungle,Udyr,Elise,46.46,495
Jungle,Udyr,Kindred,45.59,476
Jungle,Udyr,Morgana,43.91,460
Jungle,Udyr,Nidalee,51.02,441
Jungle,Udyr,Kayn,45.65,414
Jungle,Udyr,Shaco,45.5,400
Jungle,Udyr,Xin Zhao,43.06,346
Jungle,Udyr,Graves,52.75,345
Jungle,Udyr,Master Yi,55.69,334
Jungle,Udyr,Nocturne,57.34,286
Jungle,Udyr,Ekko,50.57,261
Jungle,Udyr,Nunu & Willump,40.65,246
Jungle,Udyr,Kha'Zix,53.17,205
Jungle,Udyr,Zac,44.5,200
Jungle,Udyr,Evelynn,48.6,179
Jungle,Udyr,Warwick,38.64,176
Jungle,Udyr,Rek'Sai,52.32,151
Jungle,Udyr,Fiddlesticks,50.67,150
Jungle,Udyr,Poppy,54.61,141
Jungle,Udyr,Rammus,53.33,135
Jungle,Udyr,Volibear,42.42,132
Jungle,Udyr,Jarvan IV,42.15,121
Jungle,Udyr,Hecarim,45,120
Jungle,Udyr,Karthus,44.95,109
Jungle,Udyr,Olaf,56.19,105
Jungle,Udyr,Sejuani,43.75,96
Jungle,Udyr,Lillia,52.17,92
Jungle,Udyr,Vi,52.75,91
Jungle,Udyr,Taliyah,46.67,75
Jungle,Udyr,Amumu,46.58,73
Jungle,Udyr,Shyvana,52.17,69
Jungle,Udyr,Trundle,43.55,62
Jungle,Udyr,Rengar,62,50
Top,Urgot,Sett,47.23,703
Top,Urgot,Aatrox,47.99,696
Top,Urgot,Sylas,53.27,520
Top,Urgot,Shen,49.36,393
Top,Urgot,Renekton,52.85,386
Top,Urgot,Irelia,53.13,384
Top,Urgot,Akali,51.62,370
Top,Urgot,Garen,51.75,342
Top,Urgot,Mordekaiser,48,325
Top,Urgot,Darius,53.99,313
Top,Urgot,Gwen,53.95,304
Top,Urgot,Lee Sin,50.35,282
Top,Urgot,Gnar,55.84,274
Top,Urgot,Jax,53.44,262
Top,Urgot,Jayce,51.67,240
Top,Urgot,Malphite,43.28,238
Top,Urgot,Fiora,52.14,234
Top,Urgot,Ornn,49.36,233
Top,Urgot,Volibear,46.43,224
Top,Urgot,Kayle,48.21,195
Top,Urgot,Riven,44.39,187
Top,Urgot,Gangplank,50.89,169
Top,Urgot,Vladimir,54.94,162
Top,Urgot,Vayne,49.02,153
Top,Urgot,Camille,48.03,152
Top,Urgot,Rumble,50.67,150
Top,Urgot,Nasus,53.06,147
Top,Urgot,Sion,46.81,141
Top,Urgot,Kennen,56.62,136
Top,Urgot,Teemo,51.91,131
Top,Urgot,Kled,49.18,122
Top,Urgot,Wukong,40.91,110
Top,Urgot,Poppy,47.66,107
Top,Urgot,Illaoi,38.46,91
Top,Urgot,Maokai,41.67,84
Top,Urgot,Lucian,63.41,82
Top,Urgot,Rengar,64.56,79
Top,Urgot,Cho'Gath,56.76,74
Top,Urgot,Zac,50,72
Top,Urgot,Ryze,52.86,70
Top,Urgot,Warwick,47.06,68
Top,Urgot,Viego,49.23,65
Top,Urgot,Yasuo,50,64
Top,Urgot,Dr. Mundo,51.56,64
Top,Urgot,Tryndamere,50.79,63
Top,Urgot,Kalista,61.82,55
Top,Urgot,Heimerdinger,48.15,54
Top,Urgot,Yorick,56.6,53
Top,Urgot,Quinn,56.86,51
Bottom,Varus,Ezreal,52.41,"5,776"
Bottom,Varus,Kai'Sa,49.41,"5,112"
Bottom,Varus,Jinx,51.2,"3,705"
Bottom,Varus,Samira,49.43,"3,061"
Bottom,Varus,Jhin,47.66,"2,736"
Bottom,Varus,Caitlyn,50.4,"2,127"
Bottom,Varus,Tristana,50.28,"1,758"
Bottom,Varus,Vayne,50.06,"1,574"
Bottom,Varus,Ashe,48.52,"1,389"
Bottom,Varus,Sivir,46.96,"1,233"
Bottom,Varus,Miss Fortune,49.35,928
Bottom,Varus,Lucian,54.61,846
Bottom,Varus,Kog'Maw,50.1,483
Bottom,Varus,Aphelios,52.34,470
Bottom,Varus,Kalista,47.3,315
Bottom,Varus,Xayah,55.56,297
Bottom,Varus,Draven,54.15,277
Bottom,Varus,Senna,47.53,263
Bottom,Varus,Twitch,51.74,259
Bottom,Varus,Yasuo,49.68,157
Bottom,Varus,Swain,47.06,153
Bottom,Varus,Tahm Kench,57.52,113
Bottom,Vayne,Kai'Sa,50.78,"11,110"
Bottom,Vayne,Ezreal,54.94,"10,672"
Bottom,Vayne,Samira,51.1,"9,433"
Bottom,Vayne,Jinx,50.62,"5,528"
Bottom,Vayne,Jhin,50.74,"3,650"
Bottom,Vayne,Caitlyn,50.19,"3,632"
Bottom,Vayne,Tristana,51.64,"2,901"
Bottom,Vayne,Ashe,48.83,"1,886"
Bottom,Vayne,Lucian,55.51,"1,598"
Bottom,Vayne,Varus,49.94,"1,574"
Bottom,Vayne,Sivir,51.82,"1,569"
Bottom,Vayne,Miss Fortune,50.27,"1,478"
Bottom,Vayne,Xayah,51.29,661
Bottom,Vayne,Aphelios,52.86,647
Bottom,Vayne,Kog'Maw,48.64,623
Bottom,Vayne,Kalista,53.47,490
Bottom,Vayne,Twitch,47.84,462
Bottom,Vayne,Senna,44.02,418
Bottom,Vayne,Draven,48.96,384
Bottom,Vayne,Yasuo,51.43,315
Bottom,Vayne,Swain,48.66,298
Bottom,Vayne,Tahm Kench,46.06,165
Top,Vayne,Sett,50.97,"1,087"
Top,Vayne,Aatrox,51.95,795
Top,Vayne,Sylas,51.49,705
Top,Vayne,Malphite,37.5,656
Top,Vayne,Shen,46.43,588
Top,Vayne,Garen,48.88,581
Top,Vayne,Darius,47.64,573
Top,Vayne,Renekton,54.84,516
Top,Vayne,Irelia,52.46,509
Top,Vayne,Ornn,46.19,485
Top,Vayne,Akali,48.58,457
Top,Vayne,Mordekaiser,54.83,383
Top,Vayne,Lee Sin,53.19,329
Top,Vayne,Lucian,49.84,317
Top,Vayne,Nasus,47.42,310
Top,Vayne,Gnar,44.04,302
Top,Vayne,Jayce,49.5,299
Top,Vayne,Gwen,50.53,285
Top,Vayne,Teemo,39.35,277
Top,Vayne,Jax,46.83,252
Top,Vayne,Vladimir,48.36,244
Top,Vayne,Sion,51.32,228
Top,Vayne,Fiora,50.22,225
Top,Vayne,Volibear,47.73,220
Top,Vayne,Kayle,53.42,219
Top,Vayne,Rumble,45.54,213
Top,Vayne,Wukong,47.4,192
Top,Vayne,Riven,55.87,179
Top,Vayne,Kennen,45.29,170
Top,Vayne,Camille,51.59,157
Top,Vayne,Illaoi,55.41,157
Top,Vayne,Urgot,50.98,153
Top,Vayne,Cho'Gath,59.72,144
Top,Vayne,Kled,53.68,136
Top,Vayne,Kalista,47.01,134
Top,Vayne,Yasuo,50.75,134
Top,Vayne,Poppy,57.58,132
Top,Vayne,Gangplank,54.17,120
Top,Vayne,Dr. Mundo,59.32,118
Top,Vayne,Quinn,44.07,118
Top,Vayne,Viego,52.78,108
Top,Vayne,Tryndamere,47.52,101
Top,Vayne,Warwick,56.32,87
Top,Vayne,Rengar,44.83,87
Top,Vayne,Ryze,59.26,81
Top,Vayne,Singed,50,78
Top,Vayne,Yorick,45.33,75
Top,Vayne,Maokai,42.65,68
Top,Vayne,Pantheon,50.85,59
Top,Vayne,Zac,55.36,56
Top,Vayne,Yone,45.45,55
Top,Vayne,Nocturne,43.4,53
Top,Vayne,Heimerdinger,42,50
Support,Veigar,Thresh,50.68,367
Support,Veigar,Senna,50.75,335
Support,Veigar,Leona,53.62,304
Support,Veigar,Lulu,40.4,297
Support,Veigar,Xerath,44.98,249
Support,Veigar,Lux,47.11,242
Support,Veigar,Nautilus,45.7,221
Support,Veigar,Blitzcrank,44.75,219
Support,Veigar,Yuumi,53.59,209
Support,Veigar,Alistar,51.74,201
Support,Veigar,Pyke,44,175
Support,Veigar,Morgana,42.58,155
Support,Veigar,Maokai,44.44,108
Support,Veigar,Pantheon,55.88,102
Support,Veigar,Karma,43.75,96
Support,Veigar,Galio,52.78,72
Support,Veigar,Zyra,39.13,69
Support,Veigar,Sett,60.29,68
Support,Veigar,Seraphine,46.97,66
Support,Veigar,Swain,50.82,61
Support,Veigar,Brand,45,60
Support,Veigar,Soraka,50.85,59
Support,Veigar,Rell,49.15,59
Support,Veigar,Shaco,54,50
Support,Vel'Koz,Thresh,47.19,835
Support,Vel'Koz,Senna,52.24,804
Support,Vel'Koz,Xerath,45.56,687
Support,Vel'Koz,Leona,45.85,663
Support,Vel'Koz,Lulu,49.68,622
Support,Vel'Koz,Lux,50.1,521
Support,Vel'Koz,Blitzcrank,47.14,507
Support,Vel'Koz,Nautilus,49.6,498
Support,Vel'Koz,Alistar,53.25,400
Support,Vel'Koz,Yuumi,47.77,358
Support,Vel'Koz,Morgana,51.18,340
Support,Vel'Koz,Pyke,51.18,297
Support,Vel'Koz,Karma,49.14,232
Support,Vel'Koz,Maokai,45,200
Support,Vel'Koz,Swain,58.66,179
Support,Vel'Koz,Zyra,51.46,171
Support,Vel'Koz,Galio,53.85,169
Support,Vel'Koz,Pantheon,50.9,167
Support,Vel'Koz,Soraka,49.1,167
Support,Vel'Koz,Zilean,51.92,156
Support,Vel'Koz,Brand,51.66,151
Support,Vel'Koz,Shaco,54.48,134
Support,Vel'Koz,Sett,57.81,128
Support,Vel'Koz,Seraphine,57.5,120
Support,Vel'Koz,Rell,51.85,108
Support,Vel'Koz,Bard,59.6,99
Support,Vel'Koz,Rakan,48.35,91
Support,Vel'Koz,Nami,51.11,90
Support,Vel'Koz,Janna,48.31,89
Support,Vel'Koz,Sona,49.15,59
Support,Vel'Koz,Braum,53.85,52
Jungle,Vi,Lee Sin,50.53,"1,607"
Jungle,Vi,Elise,56.42,530
Jungle,Vi,Diana,52.69,501
Jungle,Vi,Rumble,50.5,501
Jungle,Vi,Morgana,45.9,427
Jungle,Vi,Viego,48.79,412
Jungle,Vi,Kindred,49.13,403
Jungle,Vi,Kayn,51.44,381
Jungle,Vi,Nidalee,53.55,366
Jungle,Vi,Xin Zhao,44.15,342
Jungle,Vi,Shaco,48.95,333
Jungle,Vi,Master Yi,57.86,318
Jungle,Vi,Nocturne,49.83,299
Jungle,Vi,Graves,55.31,273
Jungle,Vi,Ekko,55.07,227
Jungle,Vi,Kha'Zix,55.36,224
Jungle,Vi,Zac,52.72,184
Jungle,Vi,Evelynn,47.53,162
Jungle,Vi,Nunu & Willump,53.09,162
Jungle,Vi,Warwick,39.71,136
Jungle,Vi,Poppy,59.4,133
Jungle,Vi,Rek'Sai,47.5,120
Jungle,Vi,Jarvan IV,50,116
Jungle,Vi,Fiddlesticks,50,106
Jungle,Vi,Rammus,53.33,105
Jungle,Vi,Volibear,48.51,101
Jungle,Vi,Hecarim,50.53,95
Jungle,Vi,Olaf,44.57,92
Jungle,Vi,Udyr,47.25,91
Jungle,Vi,Amumu,54.29,70
Jungle,Vi,Karthus,52.94,68
