from,to,title,length,win,color,arrows,dashes,value,smooth
81,104,<p> Match Cnt : <b>378</b><br> Winning rate : <b>47.09</b></p>,1000,47.09,#F6807F,to,FALSE,378,FALSE
81,69,<p> Match Cnt : <b>328</b><br> Winning rate : <b>47.87</b></p>,1000,47.87,#F6807F,to,FALSE,328,FALSE
81,4,<p> Match Cnt : <b>253</b><br> Winning rate : <b>51.38</b></p>,1000,51.38,#8CB4F7,to,FALSE,253,FALSE
81,70,<p> Match Cnt : <b>252</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,252,FALSE
81,143,<p> Match Cnt : <b>227</b><br> Winning rate : <b>45.81</b></p>,1000,45.81,#F6807F,to,FALSE,227,FALSE
81,13,<p> Match Cnt : <b>225</b><br> Winning rate : <b>44.89</b></p>,1000,44.89,#F6807F,to,FALSE,225,FALSE
81,80,<p> Match Cnt : <b>209</b><br> Winning rate : <b>45.93</b></p>,1000,45.93,#F6807F,to,FALSE,209,FALSE
81,148,<p> Match Cnt : <b>191</b><br> Winning rate : <b>43.46</b></p>,1000,43.46,#F6807F,to,FALSE,191,FALSE
81,90,<p> Match Cnt : <b>179</b><br> Winning rate : <b>50.28</b></p>,1000,50.28,#8CB4F7,to,FALSE,179,FALSE
81,77,<p> Match Cnt : <b>161</b><br> Winning rate : <b>47.83</b></p>,1000,47.83,#F6807F,to,FALSE,161,FALSE
81,52,<p> Match Cnt : <b>108</b><br> Winning rate : <b>38.89</b></p>,1000,38.89,#F6807F,to,FALSE,108,FALSE
81,73,<p> Match Cnt : <b>108</b><br> Winning rate : <b>49.07</b></p>,1000,49.07,#F6807F,to,FALSE,108,FALSE
81,32,<p> Match Cnt : <b>107</b><br> Winning rate : <b>48.6</b></p>,1000,48.6,#F6807F,to,FALSE,107,FALSE
81,88,<p> Match Cnt : <b>98</b><br> Winning rate : <b>48.98</b></p>,1000,48.98,#F6807F,to,FALSE,98,FALSE
81,107,<p> Match Cnt : <b>89</b><br> Winning rate : <b>50.56</b></p>,1000,50.56,#8CB4F7,to,FALSE,89,FALSE
81,14,<p> Match Cnt : <b>87</b><br> Winning rate : <b>44.83</b></p>,1000,44.83,#F6807F,to,FALSE,87,FALSE
81,115,<p> Match Cnt : <b>78</b><br> Winning rate : <b>43.59</b></p>,1000,43.59,#F6807F,to,FALSE,78,FALSE
81,106,<p> Match Cnt : <b>77</b><br> Winning rate : <b>49.35</b></p>,1000,49.35,#F6807F,to,FALSE,77,FALSE
81,114,<p> Match Cnt : <b>71</b><br> Winning rate : <b>43.66</b></p>,1000,43.66,#F6807F,to,FALSE,71,FALSE
81,96,<p> Match Cnt : <b>64</b><br> Winning rate : <b>57.81</b></p>,1000,57.81,#8CB4F7,to,FALSE,64,FALSE
81,153,<p> Match Cnt : <b>62</b><br> Winning rate : <b>43.55</b></p>,1000,43.55,#F6807F,to,FALSE,62,FALSE
81,105,<p> Match Cnt : <b>60</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,60,FALSE
81,44,<p> Match Cnt : <b>54</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,54,FALSE
81,151,<p> Match Cnt : <b>53</b><br> Winning rate : <b>52.83</b></p>,1000,52.83,#8CB4F7,to,FALSE,53,FALSE
82,64,<p> Match Cnt : <b>7744</b><br> Winning rate : <b>46.07</b></p>,1000,46.07,#F6807F,to,FALSE,7744,FALSE
82,26,<p> Match Cnt : <b>2377</b><br> Winning rate : <b>44.93</b></p>,1000,44.93,#F6807F,to,FALSE,2377,FALSE
82,100,<p> Match Cnt : <b>2309</b><br> Winning rate : <b>50.15</b></p>,1000,50.15,#8CB4F7,to,FALSE,2309,FALSE
82,60,<p> Match Cnt : <b>2278</b><br> Winning rate : <b>46.84</b></p>,1000,46.84,#F6807F,to,FALSE,2278,FALSE
82,22,<p> Match Cnt : <b>2031</b><br> Winning rate : <b>45.15</b></p>,1000,45.15,#F6807F,to,FALSE,2031,FALSE
82,77,<p> Match Cnt : <b>2031</b><br> Winning rate : <b>46.23</b></p>,1000,46.23,#F6807F,to,FALSE,2031,FALSE
82,136,<p> Match Cnt : <b>1895</b><br> Winning rate : <b>49.23</b></p>,1000,49.23,#F6807F,to,FALSE,1895,FALSE
82,107,<p> Match Cnt : <b>1682</b><br> Winning rate : <b>45.07</b></p>,1000,45.07,#F6807F,to,FALSE,1682,FALSE
82,57,<p> Match Cnt : <b>1590</b><br> Winning rate : <b>49.06</b></p>,1000,49.06,#F6807F,to,FALSE,1590,FALSE
82,144,<p> Match Cnt : <b>1500</b><br> Winning rate : <b>43.73</b></p>,1000,43.73,#F6807F,to,FALSE,1500,FALSE
82,37,<p> Match Cnt : <b>1463</b><br> Winning rate : <b>53.45</b></p>,1000,53.45,#8CB4F7,to,FALSE,1463,FALSE
82,83,<p> Match Cnt : <b>1177</b><br> Winning rate : <b>45.88</b></p>,1000,45.88,#F6807F,to,FALSE,1177,FALSE
82,74,<p> Match Cnt : <b>1106</b><br> Winning rate : <b>48.28</b></p>,1000,48.28,#F6807F,to,FALSE,1106,FALSE
82,59,<p> Match Cnt : <b>1062</b><br> Winning rate : <b>46.33</b></p>,1000,46.33,#F6807F,to,FALSE,1062,FALSE
82,25,<p> Match Cnt : <b>1003</b><br> Winning rate : <b>47.76</b></p>,1000,47.76,#F6807F,to,FALSE,1003,FALSE
82,149,<p> Match Cnt : <b>872</b><br> Winning rate : <b>46.44</b></p>,1000,46.44,#F6807F,to,FALSE,872,FALSE
82,84,<p> Match Cnt : <b>818</b><br> Winning rate : <b>49.63</b></p>,1000,49.63,#F6807F,to,FALSE,818,FALSE
82,27,<p> Match Cnt : <b>705</b><br> Winning rate : <b>43.26</b></p>,1000,43.26,#F6807F,to,FALSE,705,FALSE
82,89,<p> Match Cnt : <b>694</b><br> Winning rate : <b>42.51</b></p>,1000,42.51,#F6807F,to,FALSE,694,FALSE
82,95,<p> Match Cnt : <b>602</b><br> Winning rate : <b>45.35</b></p>,1000,45.35,#F6807F,to,FALSE,602,FALSE
82,29,<p> Match Cnt : <b>551</b><br> Winning rate : <b>44.1</b></p>,1000,44.1,#F6807F,to,FALSE,551,FALSE
82,140,<p> Match Cnt : <b>533</b><br> Winning rate : <b>45.4</b></p>,1000,45.4,#F6807F,to,FALSE,533,FALSE
82,45,<p> Match Cnt : <b>510</b><br> Winning rate : <b>48.04</b></p>,1000,48.04,#F6807F,to,FALSE,510,FALSE
82,94,<p> Match Cnt : <b>486</b><br> Winning rate : <b>45.88</b></p>,1000,45.88,#F6807F,to,FALSE,486,FALSE
82,39,<p> Match Cnt : <b>446</b><br> Winning rate : <b>48.21</b></p>,1000,48.21,#F6807F,to,FALSE,446,FALSE
82,129,<p> Match Cnt : <b>441</b><br> Winning rate : <b>48.98</b></p>,1000,48.98,#F6807F,to,FALSE,441,FALSE
82,139,<p> Match Cnt : <b>422</b><br> Winning rate : <b>47.87</b></p>,1000,47.87,#F6807F,to,FALSE,422,FALSE
82,119,<p> Match Cnt : <b>419</b><br> Winning rate : <b>46.3</b></p>,1000,46.3,#F6807F,to,FALSE,419,FALSE
82,53,<p> Match Cnt : <b>413</b><br> Winning rate : <b>45.04</b></p>,1000,45.04,#F6807F,to,FALSE,413,FALSE
82,135,<p> Match Cnt : <b>366</b><br> Winning rate : <b>46.45</b></p>,1000,46.45,#F6807F,to,FALSE,366,FALSE
82,103,<p> Match Cnt : <b>354</b><br> Winning rate : <b>43.5</b></p>,1000,43.5,#F6807F,to,FALSE,354,FALSE
82,66,<p> Match Cnt : <b>352</b><br> Winning rate : <b>50.28</b></p>,1000,50.28,#8CB4F7,to,FALSE,352,FALSE
82,5,<p> Match Cnt : <b>309</b><br> Winning rate : <b>43.04</b></p>,1000,43.04,#F6807F,to,FALSE,309,FALSE
82,85,<p> Match Cnt : <b>300</b><br> Winning rate : <b>48</b></p>,1000,48,#F6807F,to,FALSE,300,FALSE
82,36,<p> Match Cnt : <b>291</b><br> Winning rate : <b>46.74</b></p>,1000,46.74,#F6807F,to,FALSE,291,FALSE
82,109,<p> Match Cnt : <b>252</b><br> Winning rate : <b>48.02</b></p>,1000,48.02,#F6807F,to,FALSE,252,FALSE
82,125,<p> Match Cnt : <b>205</b><br> Winning rate : <b>44.39</b></p>,1000,44.39,#F6807F,to,FALSE,205,FALSE
82,46,<p> Match Cnt : <b>204</b><br> Winning rate : <b>45.1</b></p>,1000,45.1,#F6807F,to,FALSE,204,FALSE
82,38,<p> Match Cnt : <b>198</b><br> Winning rate : <b>48.48</b></p>,1000,48.48,#F6807F,to,FALSE,198,FALSE
82,98,<p> Match Cnt : <b>186</b><br> Winning rate : <b>46.24</b></p>,1000,46.24,#F6807F,to,FALSE,186,FALSE
82,141,<p> Match Cnt : <b>154</b><br> Winning rate : <b>46.75</b></p>,1000,46.75,#F6807F,to,FALSE,154,FALSE
82,43,<p> Match Cnt : <b>136</b><br> Winning rate : <b>51.47</b></p>,1000,51.47,#8CB4F7,to,FALSE,136,FALSE
82,17,<p> Match Cnt : <b>85</b><br> Winning rate : <b>47.06</b></p>,1000,47.06,#F6807F,to,FALSE,85,FALSE
83,64,<p> Match Cnt : <b>4645</b><br> Winning rate : <b>52.25</b></p>,1000,52.25,#8CB4F7,to,FALSE,4645,FALSE
83,100,<p> Match Cnt : <b>1632</b><br> Winning rate : <b>52.88</b></p>,1000,52.88,#8CB4F7,to,FALSE,1632,FALSE
83,22,<p> Match Cnt : <b>1491</b><br> Winning rate : <b>51.78</b></p>,1000,51.78,#8CB4F7,to,FALSE,1491,FALSE
83,26,<p> Match Cnt : <b>1454</b><br> Winning rate : <b>48.9</b></p>,1000,48.9,#F6807F,to,FALSE,1454,FALSE
83,77,<p> Match Cnt : <b>1451</b><br> Winning rate : <b>49.83</b></p>,1000,49.83,#F6807F,to,FALSE,1451,FALSE
83,136,<p> Match Cnt : <b>1385</b><br> Winning rate : <b>49.1</b></p>,1000,49.1,#F6807F,to,FALSE,1385,FALSE
83,60,<p> Match Cnt : <b>1359</b><br> Winning rate : <b>52.91</b></p>,1000,52.91,#8CB4F7,to,FALSE,1359,FALSE
83,82,<p> Match Cnt : <b>1177</b><br> Winning rate : <b>54.12</b></p>,1000,54.12,#8CB4F7,to,FALSE,1177,FALSE
83,107,<p> Match Cnt : <b>1168</b><br> Winning rate : <b>48.89</b></p>,1000,48.89,#F6807F,to,FALSE,1168,FALSE
83,57,<p> Match Cnt : <b>1131</b><br> Winning rate : <b>53.76</b></p>,1000,53.76,#8CB4F7,to,FALSE,1131,FALSE
83,144,<p> Match Cnt : <b>1071</b><br> Winning rate : <b>50.89</b></p>,1000,50.89,#8CB4F7,to,FALSE,1071,FALSE
83,37,<p> Match Cnt : <b>935</b><br> Winning rate : <b>52.94</b></p>,1000,52.94,#8CB4F7,to,FALSE,935,FALSE
83,74,<p> Match Cnt : <b>903</b><br> Winning rate : <b>51.83</b></p>,1000,51.83,#8CB4F7,to,FALSE,903,FALSE
83,25,<p> Match Cnt : <b>737</b><br> Winning rate : <b>48.85</b></p>,1000,48.85,#F6807F,to,FALSE,737,FALSE
83,59,<p> Match Cnt : <b>626</b><br> Winning rate : <b>49.04</b></p>,1000,49.04,#F6807F,to,FALSE,626,FALSE
83,149,<p> Match Cnt : <b>606</b><br> Winning rate : <b>49.01</b></p>,1000,49.01,#F6807F,to,FALSE,606,FALSE
83,84,<p> Match Cnt : <b>530</b><br> Winning rate : <b>47.55</b></p>,1000,47.55,#F6807F,to,FALSE,530,FALSE
83,27,<p> Match Cnt : <b>517</b><br> Winning rate : <b>48.74</b></p>,1000,48.74,#F6807F,to,FALSE,517,FALSE
83,140,<p> Match Cnt : <b>504</b><br> Winning rate : <b>52.18</b></p>,1000,52.18,#8CB4F7,to,FALSE,504,FALSE
83,89,<p> Match Cnt : <b>396</b><br> Winning rate : <b>53.54</b></p>,1000,53.54,#8CB4F7,to,FALSE,396,FALSE
83,95,<p> Match Cnt : <b>388</b><br> Winning rate : <b>52.84</b></p>,1000,52.84,#8CB4F7,to,FALSE,388,FALSE
83,29,<p> Match Cnt : <b>385</b><br> Winning rate : <b>50.91</b></p>,1000,50.91,#8CB4F7,to,FALSE,385,FALSE
83,94,<p> Match Cnt : <b>384</b><br> Winning rate : <b>48.7</b></p>,1000,48.7,#F6807F,to,FALSE,384,FALSE
83,45,<p> Match Cnt : <b>353</b><br> Winning rate : <b>50.14</b></p>,1000,50.14,#8CB4F7,to,FALSE,353,FALSE
83,139,<p> Match Cnt : <b>353</b><br> Winning rate : <b>54.67</b></p>,1000,54.67,#8CB4F7,to,FALSE,353,FALSE
83,39,<p> Match Cnt : <b>351</b><br> Winning rate : <b>52.99</b></p>,1000,52.99,#8CB4F7,to,FALSE,351,FALSE
83,135,<p> Match Cnt : <b>299</b><br> Winning rate : <b>50.17</b></p>,1000,50.17,#8CB4F7,to,FALSE,299,FALSE
83,129,<p> Match Cnt : <b>286</b><br> Winning rate : <b>42.66</b></p>,1000,42.66,#F6807F,to,FALSE,286,FALSE
83,103,<p> Match Cnt : <b>278</b><br> Winning rate : <b>42.45</b></p>,1000,42.45,#F6807F,to,FALSE,278,FALSE
83,85,<p> Match Cnt : <b>243</b><br> Winning rate : <b>53.91</b></p>,1000,53.91,#8CB4F7,to,FALSE,243,FALSE
83,66,<p> Match Cnt : <b>228</b><br> Winning rate : <b>56.58</b></p>,1000,56.58,#8CB4F7,to,FALSE,228,FALSE
83,53,<p> Match Cnt : <b>215</b><br> Winning rate : <b>49.3</b></p>,1000,49.3,#F6807F,to,FALSE,215,FALSE
83,5,<p> Match Cnt : <b>207</b><br> Winning rate : <b>53.14</b></p>,1000,53.14,#8CB4F7,to,FALSE,207,FALSE
83,125,<p> Match Cnt : <b>189</b><br> Winning rate : <b>45.5</b></p>,1000,45.5,#F6807F,to,FALSE,189,FALSE
83,36,<p> Match Cnt : <b>171</b><br> Winning rate : <b>56.14</b></p>,1000,56.14,#8CB4F7,to,FALSE,171,FALSE
83,119,<p> Match Cnt : <b>169</b><br> Winning rate : <b>56.21</b></p>,1000,56.21,#8CB4F7,to,FALSE,169,FALSE
83,46,<p> Match Cnt : <b>165</b><br> Winning rate : <b>46.67</b></p>,1000,46.67,#F6807F,to,FALSE,165,FALSE
83,109,<p> Match Cnt : <b>164</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,164,FALSE
83,38,<p> Match Cnt : <b>143</b><br> Winning rate : <b>49.65</b></p>,1000,49.65,#F6807F,to,FALSE,143,FALSE
83,98,<p> Match Cnt : <b>118</b><br> Winning rate : <b>50.85</b></p>,1000,50.85,#8CB4F7,to,FALSE,118,FALSE
83,141,<p> Match Cnt : <b>91</b><br> Winning rate : <b>48.35</b></p>,1000,48.35,#F6807F,to,FALSE,91,FALSE
83,43,<p> Match Cnt : <b>76</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,76,FALSE
83,17,<p> Match Cnt : <b>59</b><br> Winning rate : <b>50.85</b></p>,1000,50.85,#8CB4F7,to,FALSE,59,FALSE
83,64,<p> Match Cnt : <b>4645</b><br> Winning rate : <b>52.25</b></p>,1000,52.25,#8CB4F7,to,FALSE,4645,FALSE
83,100,<p> Match Cnt : <b>1632</b><br> Winning rate : <b>52.88</b></p>,1000,52.88,#8CB4F7,to,FALSE,1632,FALSE
83,22,<p> Match Cnt : <b>1491</b><br> Winning rate : <b>51.78</b></p>,1000,51.78,#8CB4F7,to,FALSE,1491,FALSE
83,26,<p> Match Cnt : <b>1454</b><br> Winning rate : <b>48.9</b></p>,1000,48.9,#F6807F,to,FALSE,1454,FALSE
83,77,<p> Match Cnt : <b>1451</b><br> Winning rate : <b>49.83</b></p>,1000,49.83,#F6807F,to,FALSE,1451,FALSE
83,136,<p> Match Cnt : <b>1385</b><br> Winning rate : <b>49.1</b></p>,1000,49.1,#F6807F,to,FALSE,1385,FALSE
83,60,<p> Match Cnt : <b>1359</b><br> Winning rate : <b>52.91</b></p>,1000,52.91,#8CB4F7,to,FALSE,1359,FALSE
83,82,<p> Match Cnt : <b>1177</b><br> Winning rate : <b>54.12</b></p>,1000,54.12,#8CB4F7,to,FALSE,1177,FALSE
83,107,<p> Match Cnt : <b>1168</b><br> Winning rate : <b>48.89</b></p>,1000,48.89,#F6807F,to,FALSE,1168,FALSE
83,57,<p> Match Cnt : <b>1131</b><br> Winning rate : <b>53.76</b></p>,1000,53.76,#8CB4F7,to,FALSE,1131,FALSE
83,144,<p> Match Cnt : <b>1071</b><br> Winning rate : <b>50.89</b></p>,1000,50.89,#8CB4F7,to,FALSE,1071,FALSE
83,37,<p> Match Cnt : <b>935</b><br> Winning rate : <b>52.94</b></p>,1000,52.94,#8CB4F7,to,FALSE,935,FALSE
83,74,<p> Match Cnt : <b>903</b><br> Winning rate : <b>51.83</b></p>,1000,51.83,#8CB4F7,to,FALSE,903,FALSE
83,25,<p> Match Cnt : <b>737</b><br> Winning rate : <b>48.85</b></p>,1000,48.85,#F6807F,to,FALSE,737,FALSE
83,59,<p> Match Cnt : <b>626</b><br> Winning rate : <b>49.04</b></p>,1000,49.04,#F6807F,to,FALSE,626,FALSE
83,149,<p> Match Cnt : <b>606</b><br> Winning rate : <b>49.01</b></p>,1000,49.01,#F6807F,to,FALSE,606,FALSE
83,84,<p> Match Cnt : <b>530</b><br> Winning rate : <b>47.55</b></p>,1000,47.55,#F6807F,to,FALSE,530,FALSE
83,27,<p> Match Cnt : <b>517</b><br> Winning rate : <b>48.74</b></p>,1000,48.74,#F6807F,to,FALSE,517,FALSE
83,140,<p> Match Cnt : <b>504</b><br> Winning rate : <b>52.18</b></p>,1000,52.18,#8CB4F7,to,FALSE,504,FALSE
83,89,<p> Match Cnt : <b>396</b><br> Winning rate : <b>53.54</b></p>,1000,53.54,#8CB4F7,to,FALSE,396,FALSE
83,95,<p> Match Cnt : <b>388</b><br> Winning rate : <b>52.84</b></p>,1000,52.84,#8CB4F7,to,FALSE,388,FALSE
83,29,<p> Match Cnt : <b>385</b><br> Winning rate : <b>50.91</b></p>,1000,50.91,#8CB4F7,to,FALSE,385,FALSE
83,94,<p> Match Cnt : <b>384</b><br> Winning rate : <b>48.7</b></p>,1000,48.7,#F6807F,to,FALSE,384,FALSE
83,45,<p> Match Cnt : <b>353</b><br> Winning rate : <b>50.14</b></p>,1000,50.14,#8CB4F7,to,FALSE,353,FALSE
83,139,<p> Match Cnt : <b>353</b><br> Winning rate : <b>54.67</b></p>,1000,54.67,#8CB4F7,to,FALSE,353,FALSE
83,39,<p> Match Cnt : <b>351</b><br> Winning rate : <b>52.99</b></p>,1000,52.99,#8CB4F7,to,FALSE,351,FALSE
83,135,<p> Match Cnt : <b>299</b><br> Winning rate : <b>50.17</b></p>,1000,50.17,#8CB4F7,to,FALSE,299,FALSE
83,129,<p> Match Cnt : <b>286</b><br> Winning rate : <b>42.66</b></p>,1000,42.66,#F6807F,to,FALSE,286,FALSE
83,103,<p> Match Cnt : <b>278</b><br> Winning rate : <b>42.45</b></p>,1000,42.45,#F6807F,to,FALSE,278,FALSE
83,85,<p> Match Cnt : <b>243</b><br> Winning rate : <b>53.91</b></p>,1000,53.91,#8CB4F7,to,FALSE,243,FALSE
83,66,<p> Match Cnt : <b>228</b><br> Winning rate : <b>56.58</b></p>,1000,56.58,#8CB4F7,to,FALSE,228,FALSE
83,53,<p> Match Cnt : <b>215</b><br> Winning rate : <b>49.3</b></p>,1000,49.3,#F6807F,to,FALSE,215,FALSE
83,5,<p> Match Cnt : <b>207</b><br> Winning rate : <b>53.14</b></p>,1000,53.14,#8CB4F7,to,FALSE,207,FALSE
83,125,<p> Match Cnt : <b>189</b><br> Winning rate : <b>45.5</b></p>,1000,45.5,#F6807F,to,FALSE,189,FALSE
83,36,<p> Match Cnt : <b>171</b><br> Winning rate : <b>56.14</b></p>,1000,56.14,#8CB4F7,to,FALSE,171,FALSE
83,119,<p> Match Cnt : <b>169</b><br> Winning rate : <b>56.21</b></p>,1000,56.21,#8CB4F7,to,FALSE,169,FALSE
83,46,<p> Match Cnt : <b>165</b><br> Winning rate : <b>46.67</b></p>,1000,46.67,#F6807F,to,FALSE,165,FALSE
83,109,<p> Match Cnt : <b>164</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,164,FALSE
83,38,<p> Match Cnt : <b>143</b><br> Winning rate : <b>49.65</b></p>,1000,49.65,#F6807F,to,FALSE,143,FALSE
83,98,<p> Match Cnt : <b>118</b><br> Winning rate : <b>50.85</b></p>,1000,50.85,#8CB4F7,to,FALSE,118,FALSE
83,141,<p> Match Cnt : <b>91</b><br> Winning rate : <b>48.35</b></p>,1000,48.35,#F6807F,to,FALSE,91,FALSE
83,43,<p> Match Cnt : <b>76</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,76,FALSE
83,17,<p> Match Cnt : <b>59</b><br> Winning rate : <b>50.85</b></p>,1000,50.85,#8CB4F7,to,FALSE,59,FALSE
83,106,<p> Match Cnt : <b>420</b><br> Winning rate : <b>49.52</b></p>,1000,49.52,#F6807F,to,FALSE,420,FALSE
83,1,<p> Match Cnt : <b>393</b><br> Winning rate : <b>51.91</b></p>,1000,51.91,#8CB4F7,to,FALSE,393,FALSE
83,116,<p> Match Cnt : <b>333</b><br> Winning rate : <b>51.95</b></p>,1000,51.95,#8CB4F7,to,FALSE,333,FALSE
83,42,<p> Match Cnt : <b>312</b><br> Winning rate : <b>62.18</b></p>,1000,62.18,#8CB4F7,to,FALSE,312,FALSE
83,97,<p> Match Cnt : <b>248</b><br> Winning rate : <b>56.05</b></p>,1000,56.05,#8CB4F7,to,FALSE,248,FALSE
83,108,<p> Match Cnt : <b>197</b><br> Winning rate : <b>49.24</b></p>,1000,49.24,#F6807F,to,FALSE,197,FALSE
83,3,<p> Match Cnt : <b>185</b><br> Winning rate : <b>57.3</b></p>,1000,57.3,#8CB4F7,to,FALSE,185,FALSE
83,64,<p> Match Cnt : <b>169</b><br> Winning rate : <b>56.21</b></p>,1000,56.21,#8CB4F7,to,FALSE,169,FALSE
83,21,<p> Match Cnt : <b>150</b><br> Winning rate : <b>49.33</b></p>,1000,49.33,#F6807F,to,FALSE,150,FALSE
83,38,<p> Match Cnt : <b>148</b><br> Winning rate : <b>52.7</b></p>,1000,52.7,#8CB4F7,to,FALSE,148,FALSE
83,71,<p> Match Cnt : <b>146</b><br> Winning rate : <b>50</b></p>,1000,50,#C4F2C2,to,FALSE,146,FALSE
83,56,<p> Match Cnt : <b>138</b><br> Winning rate : <b>46.38</b></p>,1000,46.38,#F6807F,to,FALSE,138,FALSE
83,35,<p> Match Cnt : <b>136</b><br> Winning rate : <b>58.09</b></p>,1000,58.09,#8CB4F7,to,FALSE,136,FALSE
83,47,<p> Match Cnt : <b>129</b><br> Winning rate : <b>52.71</b></p>,1000,52.71,#8CB4F7,to,FALSE,129,FALSE
83,46,<p> Match Cnt : <b>123</b><br> Winning rate : <b>44.72</b></p>,1000,44.72,#F6807F,to,FALSE,123,FALSE
83,76,<p> Match Cnt : <b>119</b><br> Winning rate : <b>42.02</b></p>,1000,42.02,#F6807F,to,FALSE,119,FALSE
83,30,<p> Match Cnt : <b>115</b><br> Winning rate : <b>44.35</b></p>,1000,44.35,#F6807F,to,FALSE,115,FALSE
83,87,<p> Match Cnt : <b>114</b><br> Winning rate : <b>46.49</b></p>,1000,46.49,#F6807F,to,FALSE,114,FALSE
83,139,<p> Match Cnt : <b>108</b><br> Winning rate : <b>56.48</b></p>,1000,56.48,#8CB4F7,to,FALSE,108,FALSE
83,34,<p> Match Cnt : <b>105</b><br> Winning rate : <b>50.48</b></p>,1000,50.48,#8CB4F7,to,FALSE,105,FALSE
83,99,<p> Match Cnt : <b>105</b><br> Winning rate : <b>47.62</b></p>,1000,47.62,#F6807F,to,FALSE,105,FALSE
83,100,<p> Match Cnt : <b>103</b><br> Winning rate : <b>54.37</b></p>,1000,54.37,#8CB4F7,to,FALSE,103,FALSE
83,122,<p> Match Cnt : <b>101</b><br> Winning rate : <b>55.45</b></p>,1000,55.45,#8CB4F7,to,FALSE,101,FALSE
83,138,<p> Match Cnt : <b>96</b><br> Winning rate : <b>59.38</b></p>,1000,59.38,#8CB4F7,to,FALSE,96,FALSE
83,17,<p> Match Cnt : <b>75</b><br> Winning rate : <b>57.33</b></p>,1000,57.33,#8CB4F7,to,FALSE,75,FALSE
83,89,<p> Match Cnt : <b>68</b><br> Winning rate : <b>54.41</b></p>,1000,54.41,#8CB4F7,to,FALSE,68,FALSE
83,58,<p> Match Cnt : <b>67</b><br> Winning rate : <b>61.19</b></p>,1000,61.19,#8CB4F7,to,FALSE,67,FALSE
83,33,<p> Match Cnt : <b>63</b><br> Winning rate : <b>57.14</b></p>,1000,57.14,#8CB4F7,to,FALSE,63,FALSE
83,79,<p> Match Cnt : <b>60</b><br> Winning rate : <b>40</b></p>,1000,40,#F6807F,to,FALSE,60,FALSE
83,141,<p> Match Cnt : <b>60</b><br> Winning rate : <b>55</b></p>,1000,55,#8CB4F7,to,FALSE,60,FALSE
83,111,<p> Match Cnt : <b>56</b><br> Winning rate : <b>57.14</b></p>,1000,57.14,#8CB4F7,to,FALSE,56,FALSE
83,132,<p> Match Cnt : <b>53</b><br> Winning rate : <b>56.6</b></p>,1000,56.6,#8CB4F7,to,FALSE,53,FALSE
84,64,<p> Match Cnt : <b>3172</b><br> Winning rate : <b>48.87</b></p>,1000,48.87,#F6807F,to,FALSE,3172,FALSE
84,100,<p> Match Cnt : <b>1099</b><br> Winning rate : <b>52.59</b></p>,1000,52.59,#8CB4F7,to,FALSE,1099,FALSE
84,26,<p> Match Cnt : <b>1011</b><br> Winning rate : <b>45.5</b></p>,1000,45.5,#F6807F,to,FALSE,1011,FALSE
84,60,<p> Match Cnt : <b>985</b><br> Winning rate : <b>48.63</b></p>,1000,48.63,#F6807F,to,FALSE,985,FALSE
84,22,<p> Match Cnt : <b>968</b><br> Winning rate : <b>52.69</b></p>,1000,52.69,#8CB4F7,to,FALSE,968,FALSE
84,136,<p> Match Cnt : <b>967</b><br> Winning rate : <b>54.08</b></p>,1000,54.08,#8CB4F7,to,FALSE,967,FALSE
84,77,<p> Match Cnt : <b>856</b><br> Winning rate : <b>44.16</b></p>,1000,44.16,#F6807F,to,FALSE,856,FALSE
84,82,<p> Match Cnt : <b>818</b><br> Winning rate : <b>50.37</b></p>,1000,50.37,#8CB4F7,to,FALSE,818,FALSE
84,107,<p> Match Cnt : <b>782</b><br> Winning rate : <b>53.2</b></p>,1000,53.2,#8CB4F7,to,FALSE,782,FALSE
84,57,<p> Match Cnt : <b>743</b><br> Winning rate : <b>49.13</b></p>,1000,49.13,#F6807F,to,FALSE,743,FALSE
84,144,<p> Match Cnt : <b>663</b><br> Winning rate : <b>42.53</b></p>,1000,42.53,#F6807F,to,FALSE,663,FALSE
84,74,<p> Match Cnt : <b>614</b><br> Winning rate : <b>52.12</b></p>,1000,52.12,#8CB4F7,to,FALSE,614,FALSE
84,37,<p> Match Cnt : <b>590</b><br> Winning rate : <b>55.25</b></p>,1000,55.25,#8CB4F7,to,FALSE,590,FALSE
84,83,<p> Match Cnt : <b>530</b><br> Winning rate : <b>52.45</b></p>,1000,52.45,#8CB4F7,to,FALSE,530,FALSE
84,25,<p> Match Cnt : <b>466</b><br> Winning rate : <b>51.29</b></p>,1000,51.29,#8CB4F7,to,FALSE,466,FALSE
84,149,<p> Match Cnt : <b>433</b><br> Winning rate : <b>46.65</b></p>,1000,46.65,#F6807F,to,FALSE,433,FALSE
84,59,<p> Match Cnt : <b>416</b><br> Winning rate : <b>51.2</b></p>,1000,51.2,#8CB4F7,to,FALSE,416,FALSE
