from,to,title,length,win,color,arrows,dashes,value,smooth
47,146,<p> Match Cnt : <b>123</b><br> Winning rate : <b>51.22</b></p>,1000,51.22,#8CB4F7,to,FALSE,123,FALSE
47,88,<p> Match Cnt : <b>111</b><br> Winning rate : <b>49.55</b></p>,1000,49.55,#F6807F,to,FALSE,111,FALSE
47,23,<p> Match Cnt : <b>101</b><br> Winning rate : <b>44.55</b></p>,1000,44.55,#F6807F,to,FALSE,101,FALSE
47,110,<p> Match Cnt : <b>82</b><br> Winning rate : <b>48.78</b></p>,1000,48.78,#F6807F,to,FALSE,82,FALSE
47,125,<p> Match Cnt : <b>77</b><br> Winning rate : <b>41.56</b></p>,1000,41.56,#F6807F,to,FALSE,77,FALSE
47,1,<p> Match Cnt : <b>1764</b><br> Winning rate : <b>50.34</b></p>,1000,50.34,#8CB4F7,to,FALSE,1764,FALSE
47,106,<p> Match Cnt : <b>1544</b><br> Winning rate : <b>46.96</b></p>,1000,46.96,#F6807F,to,FALSE,1544,FALSE
47,116,<p> Match Cnt : <b>1453</b><br> Winning rate : <b>50.79</b></p>,1000,50.79,#8CB4F7,to,FALSE,1453,FALSE
47,71,<p> Match Cnt : <b>1405</b><br> Winning rate : <b>44.41</b></p>,1000,44.41,#F6807F,to,FALSE,1405,FALSE
47,42,<p> Match Cnt : <b>1363</b><br> Winning rate : <b>49.67</b></p>,1000,49.67,#F6807F,to,FALSE,1363,FALSE
47,3,<p> Match Cnt : <b>986</b><br> Winning rate : <b>50.51</b></p>,1000,50.51,#8CB4F7,to,FALSE,986,FALSE
47,97,<p> Match Cnt : <b>971</b><br> Winning rate : <b>48.2</b></p>,1000,48.2,#F6807F,to,FALSE,971,FALSE
47,35,<p> Match Cnt : <b>884</b><br> Winning rate : <b>50.57</b></p>,1000,50.57,#8CB4F7,to,FALSE,884,FALSE
47,108,<p> Match Cnt : <b>803</b><br> Winning rate : <b>45.95</b></p>,1000,45.95,#F6807F,to,FALSE,803,FALSE
47,21,<p> Match Cnt : <b>692</b><br> Winning rate : <b>52.31</b></p>,1000,52.31,#8CB4F7,to,FALSE,692,FALSE
47,64,<p> Match Cnt : <b>668</b><br> Winning rate : <b>47.46</b></p>,1000,47.46,#F6807F,to,FALSE,668,FALSE
47,87,<p> Match Cnt : <b>660</b><br> Winning rate : <b>43.94</b></p>,1000,43.94,#F6807F,to,FALSE,660,FALSE
47,38,<p> Match Cnt : <b>597</b><br> Winning rate : <b>52.26</b></p>,1000,52.26,#8CB4F7,to,FALSE,597,FALSE
47,141,<p> Match Cnt : <b>590</b><br> Winning rate : <b>43.9</b></p>,1000,43.9,#F6807F,to,FALSE,590,FALSE
47,30,<p> Match Cnt : <b>545</b><br> Winning rate : <b>48.99</b></p>,1000,48.99,#F6807F,to,FALSE,545,FALSE
47,100,<p> Match Cnt : <b>507</b><br> Winning rate : <b>49.31</b></p>,1000,49.31,#F6807F,to,FALSE,507,FALSE
47,56,<p> Match Cnt : <b>505</b><br> Winning rate : <b>50.5</b></p>,1000,50.5,#8CB4F7,to,FALSE,505,FALSE
47,46,<p> Match Cnt : <b>471</b><br> Winning rate : <b>47.77</b></p>,1000,47.77,#F6807F,to,FALSE,471,FALSE
47,58,<p> Match Cnt : <b>467</b><br> Winning rate : <b>46.9</b></p>,1000,46.9,#F6807F,to,FALSE,467,FALSE
47,34,<p> Match Cnt : <b>462</b><br> Winning rate : <b>48.27</b></p>,1000,48.27,#F6807F,to,FALSE,462,FALSE
47,138,<p> Match Cnt : <b>452</b><br> Winning rate : <b>49.56</b></p>,1000,49.56,#F6807F,to,FALSE,452,FALSE
47,68,<p> Match Cnt : <b>443</b><br> Winning rate : <b>54.4</b></p>,1000,54.4,#8CB4F7,to,FALSE,443,FALSE
47,76,<p> Match Cnt : <b>421</b><br> Winning rate : <b>53.44</b></p>,1000,53.44,#8CB4F7,to,FALSE,421,FALSE
47,99,<p> Match Cnt : <b>420</b><br> Winning rate : <b>47.38</b></p>,1000,47.38,#F6807F,to,FALSE,420,FALSE
47,122,<p> Match Cnt : <b>383</b><br> Winning rate : <b>51.44</b></p>,1000,51.44,#8CB4F7,to,FALSE,383,FALSE
47,17,<p> Match Cnt : <b>357</b><br> Winning rate : <b>48.18</b></p>,1000,48.18,#F6807F,to,FALSE,357,FALSE
47,33,<p> Match Cnt : <b>353</b><br> Winning rate : <b>58.64</b></p>,1000,58.64,#8CB4F7,to,FALSE,353,FALSE
47,111,<p> Match Cnt : <b>341</b><br> Winning rate : <b>45.16</b></p>,1000,45.16,#F6807F,to,FALSE,341,FALSE
47,139,<p> Match Cnt : <b>328</b><br> Winning rate : <b>49.39</b></p>,1000,49.39,#F6807F,to,FALSE,328,FALSE
47,132,<p> Match Cnt : <b>299</b><br> Winning rate : <b>50.5</b></p>,1000,50.5,#8CB4F7,to,FALSE,299,FALSE
47,79,<p> Match Cnt : <b>289</b><br> Winning rate : <b>48.1</b></p>,1000,48.1,#F6807F,to,FALSE,289,FALSE
47,89,<p> Match Cnt : <b>255</b><br> Winning rate : <b>48.24</b></p>,1000,48.24,#F6807F,to,FALSE,255,FALSE
47,73,<p> Match Cnt : <b>248</b><br> Winning rate : <b>45.16</b></p>,1000,45.16,#F6807F,to,FALSE,248,FALSE
47,61,<p> Match Cnt : <b>245</b><br> Winning rate : <b>54.69</b></p>,1000,54.69,#8CB4F7,to,FALSE,245,FALSE
47,130,<p> Match Cnt : <b>240</b><br> Winning rate : <b>48.33</b></p>,1000,48.33,#F6807F,to,FALSE,240,FALSE
47,98,<p> Match Cnt : <b>221</b><br> Winning rate : <b>40.27</b></p>,1000,40.27,#F6807F,to,FALSE,221,FALSE
47,136,<p> Match Cnt : <b>216</b><br> Winning rate : <b>42.13</b></p>,1000,42.13,#F6807F,to,FALSE,216,FALSE
47,92,<p> Match Cnt : <b>207</b><br> Winning rate : <b>46.86</b></p>,1000,46.86,#F6807F,to,FALSE,207,FALSE
47,101,<p> Match Cnt : <b>200</b><br> Winning rate : <b>56</b></p>,1000,56,#8CB4F7,to,FALSE,200,FALSE
47,51,<p> Match Cnt : <b>194</b><br> Winning rate : <b>57.22</b></p>,1000,57.22,#8CB4F7,to,FALSE,194,FALSE
47,126,<p> Match Cnt : <b>187</b><br> Winning rate : <b>51.34</b></p>,1000,51.34,#8CB4F7,to,FALSE,187,FALSE
47,19,<p> Match Cnt : <b>181</b><br> Winning rate : <b>44.75</b></p>,1000,44.75,#F6807F,to,FALSE,181,FALSE
47,145,<p> Match Cnt : <b>174</b><br> Winning rate : <b>54.6</b></p>,1000,54.6,#8CB4F7,to,FALSE,174,FALSE
47,147,<p> Match Cnt : <b>161</b><br> Winning rate : <b>42.24</b></p>,1000,42.24,#F6807F,to,FALSE,161,FALSE
47,140,<p> Match Cnt : <b>152</b><br> Winning rate : <b>43.42</b></p>,1000,43.42,#F6807F,to,FALSE,152,FALSE
47,41,<p> Match Cnt : <b>143</b><br> Winning rate : <b>54.55</b></p>,1000,54.55,#8CB4F7,to,FALSE,143,FALSE
47,40,<p> Match Cnt : <b>140</b><br> Winning rate : <b>48.57</b></p>,1000,48.57,#F6807F,to,FALSE,140,FALSE
47,83,<p> Match Cnt : <b>129</b><br> Winning rate : <b>47.29</b></p>,1000,47.29,#F6807F,to,FALSE,129,FALSE
47,149,<p> Match Cnt : <b>129</b><br> Winning rate : <b>48.84</b></p>,1000,48.84,#F6807F,to,FALSE,129,FALSE
47,146,<p> Match Cnt : <b>123</b><br> Winning rate : <b>51.22</b></p>,1000,51.22,#8CB4F7,to,FALSE,123,FALSE
47,88,<p> Match Cnt : <b>111</b><br> Winning rate : <b>49.55</b></p>,1000,49.55,#F6807F,to,FALSE,111,FALSE
47,23,<p> Match Cnt : <b>101</b><br> Winning rate : <b>44.55</b></p>,1000,44.55,#F6807F,to,FALSE,101,FALSE
47,110,<p> Match Cnt : <b>82</b><br> Winning rate : <b>48.78</b></p>,1000,48.78,#F6807F,to,FALSE,82,FALSE
47,125,<p> Match Cnt : <b>77</b><br> Winning rate : <b>41.56</b></p>,1000,41.56,#F6807F,to,FALSE,77,FALSE
48,28,<p> Match Cnt : <b>13738</b><br> Winning rate : <b>54.48</b></p>,1000,54.48,#8CB4F7,to,FALSE,13738,FALSE
48,50,<p> Match Cnt : <b>11990</b><br> Winning rate : <b>49.07</b></p>,1000,49.07,#F6807F,to,FALSE,11990,FALSE
48,49,<p> Match Cnt : <b>7951</b><br> Winning rate : <b>51.33</b></p>,1000,51.33,#8CB4F7,to,FALSE,7951,FALSE
48,102,<p> Match Cnt : <b>6775</b><br> Winning rate : <b>51</b></p>,1000,51,#8CB4F7,to,FALSE,6775,FALSE
48,16,<p> Match Cnt : <b>5356</b><br> Winning rate : <b>51.19</b></p>,1000,51.19,#8CB4F7,to,FALSE,5356,FALSE
48,124,<p> Match Cnt : <b>3865</b><br> Winning rate : <b>49.62</b></p>,1000,49.62,#F6807F,to,FALSE,3865,FALSE
48,132,<p> Match Cnt : <b>3650</b><br> Winning rate : <b>49.26</b></p>,1000,49.26,#F6807F,to,FALSE,3650,FALSE
48,9,<p> Match Cnt : <b>3063</b><br> Winning rate : <b>51.58</b></p>,1000,51.58,#8CB4F7,to,FALSE,3063,FALSE
48,131,<p> Match Cnt : <b>2736</b><br> Winning rate : <b>52.34</b></p>,1000,52.34,#8CB4F7,to,FALSE,2736,FALSE
48,75,<p> Match Cnt : <b>2166</b><br> Winning rate : <b>53</b></p>,1000,53,#8CB4F7,to,FALSE,2166,FALSE
48,112,<p> Match Cnt : <b>2146</b><br> Winning rate : <b>48.97</b></p>,1000,48.97,#F6807F,to,FALSE,2146,FALSE
48,68,<p> Match Cnt : <b>2081</b><br> Winning rate : <b>53.29</b></p>,1000,53.29,#8CB4F7,to,FALSE,2081,FALSE
48,62,<p> Match Cnt : <b>951</b><br> Winning rate : <b>55.63</b></p>,1000,55.63,#8CB4F7,to,FALSE,951,FALSE
48,8,<p> Match Cnt : <b>908</b><br> Winning rate : <b>54.85</b></p>,1000,54.85,#8CB4F7,to,FALSE,908,FALSE
48,142,<p> Match Cnt : <b>768</b><br> Winning rate : <b>55.6</b></p>,1000,55.6,#8CB4F7,to,FALSE,768,FALSE
48,128,<p> Match Cnt : <b>617</b><br> Winning rate : <b>48.62</b></p>,1000,48.62,#F6807F,to,FALSE,617,FALSE
48,51,<p> Match Cnt : <b>598</b><br> Winning rate : <b>52.34</b></p>,1000,52.34,#8CB4F7,to,FALSE,598,FALSE
48,104,<p> Match Cnt : <b>581</b><br> Winning rate : <b>52.84</b></p>,1000,52.84,#8CB4F7,to,FALSE,581,FALSE
48,24,<p> Match Cnt : <b>524</b><br> Winning rate : <b>53.63</b></p>,1000,53.63,#8CB4F7,to,FALSE,524,FALSE
48,145,<p> Match Cnt : <b>422</b><br> Winning rate : <b>52.84</b></p>,1000,52.84,#8CB4F7,to,FALSE,422,FALSE
48,115,<p> Match Cnt : <b>373</b><br> Winning rate : <b>46.38</b></p>,1000,46.38,#F6807F,to,FALSE,373,FALSE
48,118,<p> Match Cnt : <b>205</b><br> Winning rate : <b>51.71</b></p>,1000,51.71,#8CB4F7,to,FALSE,205,FALSE
49,50,<p> Match Cnt : <b>19874</b><br> Winning rate : <b>50.83</b></p>,1000,50.83,#8CB4F7,to,FALSE,19874,FALSE
49,28,<p> Match Cnt : <b>18203</b><br> Winning rate : <b>51.03</b></p>,1000,51.03,#8CB4F7,to,FALSE,18203,FALSE
49,102,<p> Match Cnt : <b>11166</b><br> Winning rate : <b>50.99</b></p>,1000,50.99,#8CB4F7,to,FALSE,11166,FALSE
49,48,<p> Match Cnt : <b>7951</b><br> Winning rate : <b>48.67</b></p>,1000,48.67,#F6807F,to,FALSE,7951,FALSE
49,16,<p> Match Cnt : <b>7592</b><br> Winning rate : <b>50.67</b></p>,1000,50.67,#8CB4F7,to,FALSE,7592,FALSE
49,124,<p> Match Cnt : <b>6197</b><br> Winning rate : <b>50.01</b></p>,1000,50.01,#8CB4F7,to,FALSE,6197,FALSE
49,132,<p> Match Cnt : <b>5528</b><br> Winning rate : <b>49.38</b></p>,1000,49.38,#F6807F,to,FALSE,5528,FALSE
49,9,<p> Match Cnt : <b>4110</b><br> Winning rate : <b>48.61</b></p>,1000,48.61,#F6807F,to,FALSE,4110,FALSE
49,131,<p> Match Cnt : <b>3705</b><br> Winning rate : <b>48.8</b></p>,1000,48.8,#F6807F,to,FALSE,3705,FALSE
49,112,<p> Match Cnt : <b>2923</b><br> Winning rate : <b>48.14</b></p>,1000,48.14,#F6807F,to,FALSE,2923,FALSE
49,75,<p> Match Cnt : <b>2871</b><br> Winning rate : <b>50.71</b></p>,1000,50.71,#8CB4F7,to,FALSE,2871,FALSE
49,68,<p> Match Cnt : <b>2842</b><br> Winning rate : <b>51.97</b></p>,1000,51.97,#8CB4F7,to,FALSE,2842,FALSE
49,8,<p> Match Cnt : <b>1662</b><br> Winning rate : <b>52.23</b></p>,1000,52.23,#8CB4F7,to,FALSE,1662,FALSE
49,62,<p> Match Cnt : <b>1516</b><br> Winning rate : <b>51.45</b></p>,1000,51.45,#8CB4F7,to,FALSE,1516,FALSE
49,142,<p> Match Cnt : <b>1170</b><br> Winning rate : <b>55.21</b></p>,1000,55.21,#8CB4F7,to,FALSE,1170,FALSE
49,128,<p> Match Cnt : <b>951</b><br> Winning rate : <b>48.26</b></p>,1000,48.26,#F6807F,to,FALSE,951,FALSE
49,51,<p> Match Cnt : <b>935</b><br> Winning rate : <b>50.59</b></p>,1000,50.59,#8CB4F7,to,FALSE,935,FALSE
49,24,<p> Match Cnt : <b>834</b><br> Winning rate : <b>50.36</b></p>,1000,50.36,#8CB4F7,to,FALSE,834,FALSE
49,104,<p> Match Cnt : <b>750</b><br> Winning rate : <b>50.67</b></p>,1000,50.67,#8CB4F7,to,FALSE,750,FALSE
49,115,<p> Match Cnt : <b>565</b><br> Winning rate : <b>42.83</b></p>,1000,42.83,#F6807F,to,FALSE,565,FALSE
49,145,<p> Match Cnt : <b>531</b><br> Winning rate : <b>51.04</b></p>,1000,51.04,#8CB4F7,to,FALSE,531,FALSE
49,118,<p> Match Cnt : <b>344</b><br> Winning rate : <b>47.09</b></p>,1000,47.09,#F6807F,to,FALSE,344,FALSE
50,28,<p> Match Cnt : <b>33597</b><br> Winning rate : <b>52.58</b></p>,1000,52.58,#8CB4F7,to,FALSE,33597,FALSE
50,49,<p> Match Cnt : <b>19874</b><br> Winning rate : <b>49.17</b></p>,1000,49.17,#F6807F,to,FALSE,19874,FALSE
50,102,<p> Match Cnt : <b>16490</b><br> Winning rate : <b>47.96</b></p>,1000,47.96,#F6807F,to,FALSE,16490,FALSE
50,48,<p> Match Cnt : <b>11990</b><br> Winning rate : <b>50.93</b></p>,1000,50.93,#8CB4F7,to,FALSE,11990,FALSE
50,132,<p> Match Cnt : <b>11110</b><br> Winning rate : <b>49.22</b></p>,1000,49.22,#F6807F,to,FALSE,11110,FALSE
50,124,<p> Match Cnt : <b>10294</b><br> Winning rate : <b>50.05</b></p>,1000,50.05,#8CB4F7,to,FALSE,10294,FALSE
50,16,<p> Match Cnt : <b>9582</b><br> Winning rate : <b>50.19</b></p>,1000,50.19,#8CB4F7,to,FALSE,9582,FALSE
50,9,<p> Match Cnt : <b>6077</b><br> Winning rate : <b>47.93</b></p>,1000,47.93,#F6807F,to,FALSE,6077,FALSE
50,68,<p> Match Cnt : <b>5603</b><br> Winning rate : <b>51.65</b></p>,1000,51.65,#8CB4F7,to,FALSE,5603,FALSE
50,131,<p> Match Cnt : <b>5112</b><br> Winning rate : <b>50.59</b></p>,1000,50.59,#8CB4F7,to,FALSE,5112,FALSE
50,75,<p> Match Cnt : <b>4686</b><br> Winning rate : <b>49.04</b></p>,1000,49.04,#F6807F,to,FALSE,4686,FALSE
50,112,<p> Match Cnt : <b>4035</b><br> Winning rate : <b>49.69</b></p>,1000,49.69,#F6807F,to,FALSE,4035,FALSE
50,142,<p> Match Cnt : <b>2881</b><br> Winning rate : <b>51.68</b></p>,1000,51.68,#8CB4F7,to,FALSE,2881,FALSE
50,8,<p> Match Cnt : <b>2535</b><br> Winning rate : <b>51.64</b></p>,1000,51.64,#8CB4F7,to,FALSE,2535,FALSE
50,62,<p> Match Cnt : <b>2044</b><br> Winning rate : <b>50.98</b></p>,1000,50.98,#8CB4F7,to,FALSE,2044,FALSE
50,51,<p> Match Cnt : <b>1553</b><br> Winning rate : <b>49.97</b></p>,1000,49.97,#F6807F,to,FALSE,1553,FALSE
50,128,<p> Match Cnt : <b>1390</b><br> Winning rate : <b>49.28</b></p>,1000,49.28,#F6807F,to,FALSE,1390,FALSE
50,24,<p> Match Cnt : <b>1305</b><br> Winning rate : <b>51.49</b></p>,1000,51.49,#8CB4F7,to,FALSE,1305,FALSE
50,104,<p> Match Cnt : <b>1145</b><br> Winning rate : <b>52.58</b></p>,1000,52.58,#8CB4F7,to,FALSE,1145,FALSE
50,145,<p> Match Cnt : <b>871</b><br> Winning rate : <b>49.83</b></p>,1000,49.83,#F6807F,to,FALSE,871,FALSE
50,115,<p> Match Cnt : <b>853</b><br> Winning rate : <b>42.67</b></p>,1000,42.67,#F6807F,to,FALSE,853,FALSE
50,118,<p> Match Cnt : <b>527</b><br> Winning rate : <b>44.4</b></p>,1000,44.4,#F6807F,to,FALSE,527,FALSE
51,28,<p> Match Cnt : <b>1629</b><br> Winning rate : <b>53.1</b></p>,1000,53.1,#8CB4F7,to,FALSE,1629,FALSE
51,50,<p> Match Cnt : <b>1553</b><br> Winning rate : <b>50.03</b></p>,1000,50.03,#8CB4F7,to,FALSE,1553,FALSE
51,102,<p> Match Cnt : <b>1056</b><br> Winning rate : <b>48.2</b></p>,1000,48.2,#F6807F,to,FALSE,1056,FALSE
51,49,<p> Match Cnt : <b>935</b><br> Winning rate : <b>49.41</b></p>,1000,49.41,#F6807F,to,FALSE,935,FALSE
51,48,<p> Match Cnt : <b>598</b><br> Winning rate : <b>47.66</b></p>,1000,47.66,#F6807F,to,FALSE,598,FALSE
51,16,<p> Match Cnt : <b>527</b><br> Winning rate : <b>47.25</b></p>,1000,47.25,#F6807F,to,FALSE,527,FALSE
51,132,<p> Match Cnt : <b>490</b><br> Winning rate : <b>46.53</b></p>,1000,46.53,#F6807F,to,FALSE,490,FALSE
51,124,<p> Match Cnt : <b>464</b><br> Winning rate : <b>48.06</b></p>,1000,48.06,#F6807F,to,FALSE,464,FALSE
51,9,<p> Match Cnt : <b>386</b><br> Winning rate : <b>43.78</b></p>,1000,43.78,#F6807F,to,FALSE,386,FALSE
51,131,<p> Match Cnt : <b>315</b><br> Winning rate : <b>52.7</b></p>,1000,52.7,#8CB4F7,to,FALSE,315,FALSE
51,75,<p> Match Cnt : <b>266</b><br> Winning rate : <b>47.37</b></p>,1000,47.37,#F6807F,to,FALSE,266,FALSE
51,112,<p> Match Cnt : <b>247</b><br> Winning rate : <b>51.82</b></p>,1000,51.82,#8CB4F7,to,FALSE,247,FALSE
51,68,<p> Match Cnt : <b>229</b><br> Winning rate : <b>50.22</b></p>,1000,50.22,#8CB4F7,to,FALSE,229,FALSE
51,62,<p> Match Cnt : <b>143</b><br> Winning rate : <b>44.06</b></p>,1000,44.06,#F6807F,to,FALSE,143,FALSE
51,8,<p> Match Cnt : <b>128</b><br> Winning rate : <b>46.88</b></p>,1000,46.88,#F6807F,to,FALSE,128,FALSE
51,142,<p> Match Cnt : <b>126</b><br> Winning rate : <b>55.56</b></p>,1000,55.56,#8CB4F7,to,FALSE,126,FALSE
51,128,<p> Match Cnt : <b>95</b><br> Winning rate : <b>43.16</b></p>,1000,43.16,#F6807F,to,FALSE,95,FALSE
51,24,<p> Match Cnt : <b>78</b><br> Winning rate : <b>48.72</b></p>,1000,48.72,#F6807F,to,FALSE,78,FALSE
51,104,<p> Match Cnt : <b>71</b><br> Winning rate : <b>52.11</b></p>,1000,52.11,#8CB4F7,to,FALSE,71,FALSE
51,106,<p> Match Cnt : <b>347</b><br> Winning rate : <b>41.79</b></p>,1000,41.79,#F6807F,to,FALSE,347,FALSE
51,71,<p> Match Cnt : <b>319</b><br> Winning rate : <b>37.62</b></p>,1000,37.62,#F6807F,to,FALSE,319,FALSE
51,1,<p> Match Cnt : <b>294</b><br> Winning rate : <b>46.26</b></p>,1000,46.26,#F6807F,to,FALSE,294,FALSE
51,42,<p> Match Cnt : <b>285</b><br> Winning rate : <b>43.16</b></p>,1000,43.16,#F6807F,to,FALSE,285,FALSE
51,116,<p> Match Cnt : <b>268</b><br> Winning rate : <b>48.13</b></p>,1000,48.13,#F6807F,to,FALSE,268,FALSE
51,97,<p> Match Cnt : <b>203</b><br> Winning rate : <b>46.31</b></p>,1000,46.31,#F6807F,to,FALSE,203,FALSE
51,47,<p> Match Cnt : <b>194</b><br> Winning rate : <b>42.78</b></p>,1000,42.78,#F6807F,to,FALSE,194,FALSE
51,108,<p> Match Cnt : <b>189</b><br> Winning rate : <b>44.44</b></p>,1000,44.44,#F6807F,to,FALSE,189,FALSE
51,3,<p> Match Cnt : <b>189</b><br> Winning rate : <b>51.85</b></p>,1000,51.85,#8CB4F7,to,FALSE,189,FALSE
51,35,<p> Match Cnt : <b>157</b><br> Winning rate : <b>55.41</b></p>,1000,55.41,#8CB4F7,to,FALSE,157,FALSE
51,68,<p> Match Cnt : <b>145</b><br> Winning rate : <b>52.41</b></p>,1000,52.41,#8CB4F7,to,FALSE,145,FALSE
51,21,<p> Match Cnt : <b>143</b><br> Winning rate : <b>34.97</b></p>,1000,34.97,#F6807F,to,FALSE,143,FALSE
51,122,<p> Match Cnt : <b>143</b><br> Winning rate : <b>50.35</b></p>,1000,50.35,#8CB4F7,to,FALSE,143,FALSE
51,132,<p> Match Cnt : <b>134</b><br> Winning rate : <b>52.99</b></p>,1000,52.99,#8CB4F7,to,FALSE,134,FALSE
51,87,<p> Match Cnt : <b>130</b><br> Winning rate : <b>40</b></p>,1000,40,#F6807F,to,FALSE,130,FALSE
51,64,<p> Match Cnt : <b>129</b><br> Winning rate : <b>37.98</b></p>,1000,37.98,#F6807F,to,FALSE,129,FALSE
51,141,<p> Match Cnt : <b>118</b><br> Winning rate : <b>35.59</b></p>,1000,35.59,#F6807F,to,FALSE,118,FALSE
51,100,<p> Match Cnt : <b>113</b><br> Winning rate : <b>55.75</b></p>,1000,55.75,#8CB4F7,to,FALSE,113,FALSE
51,56,<p> Match Cnt : <b>110</b><br> Winning rate : <b>58.18</b></p>,1000,58.18,#8CB4F7,to,FALSE,110,FALSE
51,34,<p> Match Cnt : <b>108</b><br> Winning rate : <b>57.41</b></p>,1000,57.41,#8CB4F7,to,FALSE,108,FALSE
51,46,<p> Match Cnt : <b>108</b><br> Winning rate : <b>41.67</b></p>,1000,41.67,#F6807F,to,FALSE,108,FALSE
51,38,<p> Match Cnt : <b>107</b><br> Winning rate : <b>35.51</b></p>,1000,35.51,#F6807F,to,FALSE,107,FALSE
51,76,<p> Match Cnt : <b>103</b><br> Winning rate : <b>53.4</b></p>,1000,53.4,#8CB4F7,to,FALSE,103,FALSE
51,30,<p> Match Cnt : <b>100</b><br> Winning rate : <b>45</b></p>,1000,45,#F6807F,to,FALSE,100,FALSE
51,58,<p> Match Cnt : <b>95</b><br> Winning rate : <b>48.42</b></p>,1000,48.42,#F6807F,to,FALSE,95,FALSE
51,79,<p> Match Cnt : <b>95</b><br> Winning rate : <b>40</b></p>,1000,40,#F6807F,to,FALSE,95,FALSE
51,138,<p> Match Cnt : <b>87</b><br> Winning rate : <b>37.93</b></p>,1000,37.93,#F6807F,to,FALSE,87,FALSE
51,99,<p> Match Cnt : <b>85</b><br> Winning rate : <b>44.71</b></p>,1000,44.71,#F6807F,to,FALSE,85,FALSE
51,139,<p> Match Cnt : <b>68</b><br> Winning rate : <b>42.65</b></p>,1000,42.65,#F6807F,to,FALSE,68,FALSE
51,33,<p> Match Cnt : <b>64</b><br> Winning rate : <b>54.69</b></p>,1000,54.69,#8CB4F7,to,FALSE,64,FALSE
51,92,<p> Match Cnt : <b>63</b><br> Winning rate : <b>28.57</b></p>,1000,28.57,#F6807F,to,FALSE,63,FALSE
51,17,<p> Match Cnt : <b>61</b><br> Winning rate : <b>36.07</b></p>,1000,36.07,#F6807F,to,FALSE,61,FALSE
51,145,<p> Match Cnt : <b>58</b><br> Winning rate : <b>44.83</b></p>,1000,44.83,#F6807F,to,FALSE,58,FALSE
51,111,<p> Match Cnt : <b>56</b><br> Winning rate : <b>35.71</b></p>,1000,35.71,#F6807F,to,FALSE,56,FALSE
51,130,<p> Match Cnt : <b>55</b><br> Winning rate : <b>38.18</b></p>,1000,38.18,#F6807F,to,FALSE,55,FALSE
52,123,<p> Match Cnt : <b>2433</b><br> Winning rate : <b>47.31</b></p>,1000,47.31,#F6807F,to,FALSE,2433,FALSE
52,69,<p> Match Cnt : <b>2253</b><br> Winning rate : <b>46.12</b></p>,1000,46.12,#F6807F,to,FALSE,2253,FALSE
52,104,<p> Match Cnt : <b>1982</b><br> Winning rate : <b>45.26</b></p>,1000,45.26,#F6807F,to,FALSE,1982,FALSE
52,65,<p> Match Cnt : <b>1427</b><br> Winning rate : <b>45.55</b></p>,1000,45.55,#F6807F,to,FALSE,1427,FALSE
52,143,<p> Match Cnt : <b>1319</b><br> Winning rate : <b>48.45</b></p>,1000,48.45,#F6807F,to,FALSE,1319,FALSE
52,80,<p> Match Cnt : <b>1157</b><br> Winning rate : <b>44.08</b></p>,1000,44.08,#F6807F,to,FALSE,1157,FALSE
52,13,<p> Match Cnt : <b>1103</b><br> Winning rate : <b>45.51</b></p>,1000,45.51,#F6807F,to,FALSE,1103,FALSE
52,70,<p> Match Cnt : <b>1080</b><br> Winning rate : <b>48.52</b></p>,1000,48.52,#F6807F,to,FALSE,1080,FALSE
52,4,<p> Match Cnt : <b>1057</b><br> Winning rate : <b>48.34</b></p>,1000,48.34,#F6807F,to,FALSE,1057,FALSE
52,77,<p> Match Cnt : <b>940</b><br> Winning rate : <b>48.19</b></p>,1000,48.19,#F6807F,to,FALSE,940,FALSE
52,148,<p> Match Cnt : <b>937</b><br> Winning rate : <b>49.2</b></p>,1000,49.2,#F6807F,to,FALSE,937,FALSE
52,90,<p> Match Cnt : <b>734</b><br> Winning rate : <b>44.41</b></p>,1000,44.41,#F6807F,to,FALSE,734,FALSE
52,73,<p> Match Cnt : <b>504</b><br> Winning rate : <b>46.23</b></p>,1000,46.23,#F6807F,to,FALSE,504,FALSE
52,32,<p> Match Cnt : <b>397</b><br> Winning rate : <b>49.37</b></p>,1000,49.37,#F6807F,to,FALSE,397,FALSE
52,153,<p> Match Cnt : <b>395</b><br> Winning rate : <b>46.08</b></p>,1000,46.08,#F6807F,to,FALSE,395,FALSE
52,88,<p> Match Cnt : <b>392</b><br> Winning rate : <b>47.45</b></p>,1000,47.45,#F6807F,to,FALSE,392,FALSE
52,115,<p> Match Cnt : <b>390</b><br> Winning rate : <b>51.79</b></p>,1000,51.79,#8CB4F7,to,FALSE,390,FALSE
52,151,<p> Match Cnt : <b>362</b><br> Winning rate : <b>46.96</b></p>,1000,46.96,#F6807F,to,FALSE,362,FALSE
52,107,<p> Match Cnt : <b>347</b><br> Winning rate : <b>48.13</b></p>,1000,48.13,#F6807F,to,FALSE,347,FALSE
52,105,<p> Match Cnt : <b>341</b><br> Winning rate : <b>43.7</b></p>,1000,43.7,#F6807F,to,FALSE,341,FALSE
52,14,<p> Match Cnt : <b>341</b><br> Winning rate : <b>46.33</b></p>,1000,46.33,#F6807F,to,FALSE,341,FALSE
52,114,<p> Match Cnt : <b>340</b><br> Winning rate : <b>48.24</b></p>,1000,48.24,#F6807F,to,FALSE,340,FALSE
