,종목,코드,날짜,종가,상태,전일비,시가,고가,저가,거래량
5596,롯데칠성,005300,2021.01.13,"121,000",상승,"3,500","119,500","123,500","118,500","109,497"
5597,롯데칠성,005300,2021.01.12,"117,500",상승,"5,000","113,000","119,500","112,000","145,227"
5598,롯데칠성,005300,2021.01.11,"112,500",상승,"3,500","110,500","114,000","108,000","123,962"
5599,롯데칠성,005300,2021.01.08,"109,000",상승,500,"109,000","110,000","107,500","64,680"
5600,롯데칠성,005300,2021.01.07,"108,500",상승,500,"109,500","110,000","107,500","69,470"
5601,롯데칠성,005300,2021.01.06,"108,000",상승,"2,000","106,000","112,500","105,000","102,583"
5602,롯데칠성,005300,2021.01.05,"106,000",하락,"1,000","107,000","107,000","104,000","55,110"
5603,롯데칠성,005300,2021.01.04,"107,000",하락,"1,500","108,500","109,000","105,000","63,780"
5604,롯데칠성,005300,2020.12.30,"108,500",하락,"1,000","109,500","109,500","107,500","29,568"
5605,롯데칠성,005300,2020.12.29,"109,500",하락,500,"109,000","109,500","107,500","20,869"
5606,롯데칠성,005300,2020.12.28,"110,000",하락,"1,500","111,500","111,500","108,500","57,850"
5607,롯데칠성,005300,2020.12.24,"111,500",전진,0,"111,500","113,000","110,500","28,607"
5608,롯데칠성,005300,2020.12.23,"111,500",상승,"4,500","110,000","113,500","109,000","61,964"
5609,롯데칠성,005300,2020.12.22,"107,000",하락,"1,000","107,000","110,500","106,500","52,531"
5610,롯데칠성,005300,2020.12.21,"108,000",하락,"2,000","109,000","109,500","107,000","23,206"
5611,롯데칠성,005300,2020.12.18,"110,000",상승,"2,500","108,500","110,000","107,500","40,199"
5612,롯데칠성,005300,2020.12.17,"107,500",하락,"2,000","110,000","111,000","107,000","59,012"
5613,롯데칠성,005300,2020.12.16,"109,500",하락,"1,500","110,000","113,000","109,500","38,802"
5614,롯데칠성,005300,2020.12.15,"111,000",하락,"3,000","114,000","114,500","110,500","37,856"
5615,롯데칠성,005300,2020.12.14,"114,000",상승,500,"113,000","114,000","110,000","55,375"
5616,롯데칠성,005300,2020.12.11,"113,500",상승,"1,500","113,500","113,500","111,000","51,263"
5617,롯데칠성,005300,2020.12.10,"112,000",상승,"4,000","108,000","112,500","106,000","104,393"
5618,롯데칠성,005300,2020.12.09,"108,000",상승,"4,000","104,000","108,000","104,000","70,322"
5619,롯데칠성,005300,2020.12.08,"104,000",상승,500,"103,500","106,000","103,000","71,020"
5620,롯데칠성,005300,2020.12.07,"103,500",상승,"2,000","102,000","106,000","100,000","94,152"
5621,롯데칠성,005300,2020.12.04,"101,500",상승,"2,200","99,000","101,500","98,800","79,737"
5622,롯데케미칼,011170,2021.03.12,"303,500",하락,"2,500","310,000","311,000","302,000","204,763"
5623,롯데케미칼,011170,2021.03.11,"306,000",하락,500,"308,500","309,000","299,500","307,643"
5624,롯데케미칼,011170,2021.03.10,"306,500",하락,"12,500","317,500","322,500","305,000","316,142"
5625,롯데케미칼,011170,2021.03.09,"319,000",상승,"9,000","318,500","322,000","310,000","404,916"
5626,롯데케미칼,011170,2021.03.08,"310,000",하락,"12,000","328,500","334,000","310,000","335,647"
5627,롯데케미칼,011170,2021.03.05,"322,000",상승,"1,000","316,500","325,500","313,500","275,487"
5628,롯데케미칼,011170,2021.03.04,"321,000",하락,"7,000","324,000","333,500","319,500","265,032"
5629,롯데케미칼,011170,2021.03.03,"328,000",상승,"4,500","322,000","329,000","318,500","198,150"
5630,롯데케미칼,011170,2021.03.02,"323,500",상승,"5,500","329,000","338,000","321,000","419,443"
5631,롯데케미칼,011170,2021.02.26,"318,000",하락,"6,000","313,500","331,000","311,000","602,223"
5632,롯데케미칼,011170,2021.02.25,"324,000",상승,"21,500","313,000","324,000","310,500","514,784"
5633,롯데케미칼,011170,2021.02.24,"302,500",하락,"23,500","325,500","325,500","300,000","497,132"
5634,롯데케미칼,011170,2021.02.23,"326,000",상승,"24,000","307,500","331,000","306,000","1,193,010"
5635,롯데케미칼,011170,2021.02.22,"302,000",상승,"7,000","301,000","312,000","300,000","425,232"
5636,롯데케미칼,011170,2021.02.19,"295,000",하락,"3,000","309,000","311,000","288,500","395,014"
5637,롯데케미칼,011170,2021.02.18,"298,000",하락,"2,500","299,000","307,000","297,000","286,986"
5638,롯데케미칼,011170,2021.02.17,"300,500",하락,"11,000","311,500","312,000","298,500","258,342"
5639,롯데케미칼,011170,2021.02.16,"311,500",상승,"5,500","309,000","313,000","302,500","245,269"
5640,롯데케미칼,011170,2021.02.15,"306,000",상승,"3,000","307,500","311,500","303,500","298,004"
5641,롯데케미칼,011170,2021.02.10,"303,000",상승,"12,000","293,000","305,000","291,000","494,419"
5642,롯데케미칼,011170,2021.02.09,"291,000",하락,"7,000","298,500","301,000","291,000","305,252"
5643,롯데케미칼,011170,2021.02.08,"298,000",상승,"14,000","291,000","300,000","286,500","617,328"
5644,롯데케미칼,011170,2021.02.05,"284,000",상승,"14,000","273,000","284,000","270,000","234,939"
5645,롯데케미칼,011170,2021.02.04,"270,000",하락,"7,500","278,500","278,500","268,500","176,269"
5646,롯데케미칼,011170,2021.02.03,"277,500",상승,"2,500","281,500","282,000","273,000","202,540"
5647,롯데케미칼,011170,2021.02.02,"275,000",상승,"10,000","268,500","283,000","267,500","334,228"
5648,롯데케미칼,011170,2021.02.01,"265,000",상승,"4,000","260,000","266,500","255,500","249,310"
5649,롯데케미칼,011170,2021.01.29,"261,000",하락,"13,500","276,500","277,000","261,000","276,795"
5650,롯데케미칼,011170,2021.01.28,"274,500",하락,"10,000","277,000","281,000","271,500","254,931"
5651,롯데케미칼,011170,2021.01.27,"284,500",상승,"2,500","284,500","289,000","279,500","213,805"
5652,롯데케미칼,011170,2021.01.26,"282,000",하락,"5,500","290,500","293,500","280,500","310,821"
5653,롯데케미칼,011170,2021.01.25,"287,500",하락,"1,500","286,000","291,500","285,000","270,741"
5654,롯데케미칼,011170,2021.01.22,"289,000",하락,"5,500","292,500","294,500","288,500","235,079"
5655,롯데케미칼,011170,2021.01.21,"294,500",상승,"2,000","297,500","306,000","293,500","259,265"
5656,롯데케미칼,011170,2021.01.20,"292,500",전진,0,"296,000","296,500","287,000","226,526"
5657,롯데케미칼,011170,2021.01.19,"292,500",상승,"3,500","292,500","296,500","288,500","194,590"
5658,롯데케미칼,011170,2021.01.18,"289,000",하락,"12,000","294,500","298,500","287,500","296,723"
5659,롯데케미칼,011170,2021.01.15,"301,000",하락,"15,000","315,000","315,500","301,000","305,414"
5660,롯데케미칼,011170,2021.01.14,"316,000",상승,"7,000","310,000","317,000","305,000","323,205"
5661,롯데케미칼,011170,2021.01.13,"309,000",하락,"4,000","317,000","326,500","304,500","555,908"
5662,롯데케미칼,011170,2021.01.12,"313,000",상승,"25,500","287,500","321,500","284,000","1,405,533"
5663,롯데케미칼,011170,2021.01.11,"287,500",하락,"13,500","302,000","302,000","283,000","576,371"
5664,롯데케미칼,011170,2021.01.08,"301,000",하락,"3,000","306,500","307,000","296,000","449,301"
5665,롯데케미칼,011170,2021.01.07,"304,000",상승,"21,000","291,000","305,000","290,000","711,593"
5666,롯데케미칼,011170,2021.01.06,"283,000",상승,500,"288,000","291,500","282,000","454,092"
5667,롯데케미칼,011170,2021.01.05,"282,500",상승,"3,000","277,500","283,000","276,500","268,642"
5668,롯데케미칼,011170,2021.01.04,"279,500",상승,"3,500","278,000","282,500","277,000","342,443"
5669,롯데케미칼,011170,2020.12.30,"276,000",상승,"11,500","266,000","280,000","265,500","386,964"
5670,롯데케미칼,011170,2020.12.29,"264,500",하락,"1,000","264,500","267,500","262,000","194,039"
5671,롯데케미칼,011170,2020.12.28,"265,500",상승,500,"266,000","267,500","263,500","161,244"
5672,롯데케미칼,011170,2020.12.24,"265,000",상승,"7,000","259,500","271,000","259,000","293,956"
5673,롯데케미칼,011170,2020.12.23,"258,000",하락,"2,000","260,500","262,500","255,500","238,843"
5674,롯데케미칼,011170,2020.12.22,"260,000",하락,"4,500","265,500","265,500","260,000","172,290"
5675,롯데케미칼,011170,2020.12.21,"264,500",하락,"2,000","267,000","267,500","260,000","183,477"
5676,롯데케미칼,011170,2020.12.18,"266,500",하락,500,"268,000","268,500","264,000","165,067"
5677,롯데케미칼,011170,2020.12.17,"267,000",하락,"4,000","271,500","272,000","264,000","317,307"
5678,롯데케미칼,011170,2020.12.16,"271,000",하락,"1,500","276,500","277,000","270,000","172,891"
5679,롯데케미칼,011170,2020.12.15,"272,500",하락,500,"273,000","275,000","269,500","156,152"
5680,롯데케미칼,011170,2020.12.14,"273,000",하락,"6,500","281,500","281,500","272,000","221,862"
5681,롯데케미칼,011170,2020.12.11,"279,500",상승,"2,000","281,000","288,000","279,000","324,479"
5682,롯데케미칼,011170,2020.12.10,"277,500",하락,"2,000","276,000","281,000","274,000","253,503"
5683,롯데케미칼,011170,2020.12.09,"279,500",상승,"10,500","272,000","280,000","271,500","328,980"
5684,롯데케미칼,011170,2020.12.08,"269,000",하락,"6,500","277,000","278,500","267,000","377,712"
5685,롯데케미칼,011170,2020.12.07,"275,500",하락,"5,500","281,500","282,000","270,000","363,399"
5686,롯데케미칼,011170,2020.12.04,"281,000",하락,"4,500","284,000","285,000","280,000","235,837"
5687,롯데하이마트,071840,2021.03.12,"38,250",전진,0,"38,350","38,400","37,850","52,911"
5688,롯데하이마트,071840,2021.03.11,"38,250",상승,450,"37,800","38,700","37,800","78,986"
5689,롯데하이마트,071840,2021.03.10,"37,800",상승,800,"37,150","39,050","37,050","143,383"
5690,롯데하이마트,071840,2021.03.09,"37,000",상승,150,"37,700","37,700","36,000","71,546"
5691,롯데하이마트,071840,2021.03.08,"36,850",하락,750,"37,850","37,900","36,800","54,532"
5692,롯데하이마트,071840,2021.03.05,"37,600",전진,0,"37,000","37,600","36,600","50,835"
5693,롯데하이마트,071840,2021.03.04,"37,600",상승,250,"36,850","37,600","36,300","52,340"
5694,롯데하이마트,071840,2021.03.03,"37,350",상승,700,"36,200","37,400","36,200","49,951"
5695,롯데하이마트,071840,2021.03.02,"36,650",하락,800,"37,800","37,800","36,400","55,329"
5696,롯데하이마트,071840,2021.02.26,"37,450",상승,300,"36,000","37,450","35,600","83,549"
5697,롯데하이마트,071840,2021.02.25,"37,150",상승,"1,100","36,150","37,300","36,100","63,661"
5698,롯데하이마트,071840,2021.02.24,"36,050",하락,700,"36,850","37,550","35,700","68,873"
5699,롯데하이마트,071840,2021.02.23,"36,750",전진,0,"36,750","37,200","36,000","69,492"
5700,롯데하이마트,071840,2021.02.22,"36,750",하락,700,"37,400","37,750","36,550","55,442"
5701,롯데하이마트,071840,2021.02.19,"37,450",전진,0,"37,750","37,750","36,350","63,584"
5702,롯데하이마트,071840,2021.02.18,"37,450",하락,800,"38,200","38,250","37,450","76,532"
5703,롯데하이마트,071840,2021.02.17,"38,250",하락,400,"38,650","38,750","38,200","46,080"
5704,롯데하이마트,071840,2021.02.16,"38,650",상승,150,"38,350","39,000","38,150","51,752"
5705,롯데하이마트,071840,2021.02.15,"38,500",하락,650,"39,150","39,200","38,500","76,746"
5706,롯데하이마트,071840,2021.02.10,"39,150",하락,250,"39,600","39,600","38,800","75,613"
5707,롯데하이마트,071840,2021.02.09,"39,400",하락,800,"40,500","40,500","39,200","83,808"
5708,롯데하이마트,071840,2021.02.08,"40,200",상승,750,"39,650","40,350","39,350","116,158"
5709,롯데하이마트,071840,2021.02.05,"39,450",하락,50,"41,300","41,400","38,800","230,777"
5710,롯데하이마트,071840,2021.02.04,"39,500",하락,350,"40,650","40,650","39,300","106,664"
5711,롯데하이마트,071840,2021.02.03,"39,850",하락,100,"40,150","40,500","39,150","103,218"
5712,롯데하이마트,071840,2021.02.02,"39,950",상승,500,"39,500","40,600","39,350","112,031"
5713,롯데하이마트,071840,2021.02.01,"39,450",상승,150,"38,900","39,800","38,500","77,999"
5714,롯데하이마트,071840,2021.01.29,"39,300",하락,500,"39,950","40,400","37,900","148,809"
5715,롯데하이마트,071840,2021.01.28,"39,800",하락,900,"40,450","40,450","39,550","125,447"
5716,롯데하이마트,071840,2021.01.27,"40,700",하락,300,"41,000","41,700","39,800","182,359"
5717,롯데하이마트,071840,2021.01.26,"41,000",하락,"1,100","42,100","42,150","40,900","170,825"
5718,롯데하이마트,071840,2021.01.25,"42,100",하락,"1,300","43,900","43,950","41,750","259,773"
5719,롯데하이마트,071840,2021.01.22,"43,400",상승,"5,800","38,550","45,250","38,500","1,353,043"
5720,롯데하이마트,071840,2021.01.21,"37,600",상승,300,"37,250","38,300","36,900","166,174"
5721,롯데하이마트,071840,2021.01.20,"37,300",상승,50,"37,550","37,550","36,800","132,600"
5722,롯데하이마트,071840,2021.01.19,"37,250",상승,"1,650","35,600","37,450","35,600","121,079"
5723,롯데하이마트,071840,2021.01.18,"35,600",하락,"1,550","37,150","37,350","35,400","160,940"
5724,롯데하이마트,071840,2021.01.15,"37,150",하락,"1,150","38,450","38,700","37,000","202,420"
5725,롯데하이마트,071840,2021.01.14,"38,300",상승,"1,300","38,450","38,900","37,600","339,081"
5726,롯데하이마트,071840,2021.01.13,"37,000",상승,"1,900","35,400","37,350","35,150","426,267"
5727,롯데하이마트,071840,2021.01.12,"35,100",상승,450,"34,100","35,350","33,700","219,447"
5728,롯데하이마트,071840,2021.01.11,"34,650",상승,"1,100","35,100","35,800","33,200","378,008"
5729,롯데하이마트,071840,2021.01.08,"33,550",상승,550,"33,800","34,400","33,200","317,903"
5730,롯데하이마트,071840,2021.01.07,"33,000",상승,"1,450","31,800","33,000","31,750","260,549"
5731,롯데하이마트,071840,2021.01.06,"31,550",상승,500,"31,050","32,250","30,950","242,762"
5732,롯데하이마트,071840,2021.01.05,"31,050",상승,350,"30,500","31,050","30,400","91,726"
5733,롯데하이마트,071840,2021.01.04,"30,700",하락,450,"31,000","31,000","30,550","119,477"
5734,롯데하이마트,071840,2020.12.30,"31,150",상승,150,"31,000","31,350","30,900","107,672"
5735,롯데하이마트,071840,2020.12.29,"31,000",하락,600,"31,000","31,150","30,700","79,717"
5736,롯데하이마트,071840,2020.12.28,"31,600",상승,100,"31,800","31,850","31,350","75,585"
5737,롯데하이마트,071840,2020.12.24,"31,500",상승,500,"30,950","31,500","30,950","67,928"
5738,롯데하이마트,071840,2020.12.23,"31,000",상승,50,"31,200","31,200","30,750","53,825"
5739,롯데하이마트,071840,2020.12.22,"30,950",하락,200,"31,050","31,150","30,950","61,528"
5740,롯데하이마트,071840,2020.12.21,"31,150",상승,150,"31,100","31,200","30,900","58,309"
5741,롯데하이마트,071840,2020.12.18,"31,000",하락,400,"31,450","31,600","30,900","125,255"
5742,롯데하이마트,071840,2020.12.17,"31,400",하락,250,"31,650","31,700","31,300","64,478"
5743,롯데하이마트,071840,2020.12.16,"31,650",상승,50,"31,650","32,000","31,600","42,083"
5744,롯데하이마트,071840,2020.12.15,"31,600",하락,350,"32,000","32,000","31,500","70,578"
5745,롯데하이마트,071840,2020.12.14,"31,950",하락,150,"32,000","32,400","31,650","78,352"
5746,롯데하이마트,071840,2020.12.11,"32,100",하락,50,"32,150","32,450","31,900","100,027"
5747,롯데하이마트,071840,2020.12.10,"32,150",상승,"1,100","31,100","32,250","30,800","143,504"
5748,롯데하이마트,071840,2020.12.09,"31,050",전진,0,"30,900","31,250","30,900","42,210"
5749,롯데하이마트,071840,2020.12.08,"31,050",하락,200,"31,200","31,400","30,900","52,444"
5750,롯데하이마트,071840,2020.12.07,"31,250",하락,100,"31,350","31,400","30,950","63,648"
5751,롯데하이마트,071840,2020.12.04,"31,350",하락,150,"31,500","31,550","31,150","83,158"
5752,만도,204320,2021.03.12,"66,500",상승,"5,200","62,200","66,600","62,100","1,208,387"
5753,만도,204320,2021.03.11,"61,300",상승,"2,200","59,400","62,000","59,400","595,200"
5754,만도,204320,2021.03.10,"59,100",하락,800,"62,000","62,700","59,000","581,159"
5755,만도,204320,2021.03.09,"59,900",하락,800,"60,500","61,600","58,600","610,422"
5756,만도,204320,2021.03.08,"60,700",하락,"2,200","63,500","63,700","60,600","384,761"
5757,만도,204320,2021.03.05,"62,900",하락,"1,000","62,600","63,600","61,000","502,833"
5758,만도,204320,2021.03.04,"63,900",상승,300,"62,700","64,100","61,900","317,062"
5759,만도,204320,2021.03.03,"63,600",하락,900,"63,700","64,500","62,800","420,733"
5760,만도,204320,2021.03.02,"64,500",상승,"2,000","63,900","66,400","63,100","678,919"
5761,만도,204320,2021.02.26,"62,500",하락,"1,700","61,200","66,100","61,100","937,417"
5762,만도,204320,2021.02.25,"64,200",상승,"1,100","64,200","64,500","63,000","676,355"
5763,만도,204320,2021.02.24,"63,100",하락,"4,600","67,500","68,000","63,000","901,970"
5764,만도,204320,2021.02.23,"67,700",하락,"1,000","67,800","68,000","66,200","493,343"
5765,만도,204320,2021.02.22,"68,700",하락,"1,400","70,400","71,800","68,500","580,394"
5766,만도,204320,2021.02.19,"70,100",상승,"1,100","68,900","70,200","67,500","454,780"
5767,만도,204320,2021.02.18,"69,000",하락,"1,200","69,900","70,300","68,700","385,111"
5768,만도,204320,2021.02.17,"70,200",하락,"1,000","71,200","71,300","69,600","461,132"
5769,만도,204320,2021.02.16,"71,200",하락,600,"71,900","72,400","70,700","446,356"
5770,만도,204320,2021.02.15,"71,800",하락,900,"73,400","73,400","70,700","572,556"
5771,만도,204320,2021.02.10,"72,700",상승,"2,700","70,500","73,200","70,100","772,700"
5772,만도,204320,2021.02.09,"70,000",상승,"2,000","68,200","71,000","68,100","793,738"
5773,만도,204320,2021.02.08,"68,000",하락,"5,500","69,700","70,200","67,100","1,654,045"
5774,만도,204320,2021.02.05,"73,500",하락,"2,300","76,100","76,200","72,700","1,204,222"
5775,만도,204320,2021.02.04,"75,800",하락,"3,900","78,000","79,000","75,300","2,862,663"
5776,만도,204320,2021.02.03,"79,700",상승,"8,100","73,100","79,900","72,600","3,405,569"
5777,만도,204320,2021.02.02,"71,600",하락,100,"72,400","73,100","69,900","812,901"
5778,만도,204320,2021.02.01,"71,700",상승,"2,500","68,000","71,700","65,800","753,938"
5779,만도,204320,2021.01.29,"69,200",하락,"3,500","73,100","73,100","67,300","1,165,146"
5780,만도,204320,2021.01.28,"72,700",하락,"3,300","73,100","74,000","71,500","1,030,492"
5781,만도,204320,2021.01.27,"76,000",하락,700,"77,300","78,000","75,000","615,102"
5782,만도,204320,2021.01.26,"76,700",하락,"1,500","78,700","78,800","76,400","799,988"
5783,만도,204320,2021.01.25,"78,200",상승,200,"76,700","79,500","76,600","956,040"
5784,만도,204320,2021.01.22,"78,000",하락,"2,000","80,100","81,900","78,000","1,361,144"
5785,만도,204320,2021.01.21,"80,000",상승,"5,300","76,000","80,000","74,800","1,934,627"
5786,만도,204320,2021.01.20,"74,700",하락,500,"80,000","80,500","74,100","1,810,667"
5787,만도,204320,2021.01.19,"75,200",상승,"2,200","72,700","75,500","72,700","1,383,266"
5788,만도,204320,2021.01.18,"73,000",상승,"1,300","70,500","74,500","69,700","1,412,753"
5789,만도,204320,2021.01.15,"71,700",하락,"1,900","74,400","75,100","71,300","1,221,651"
5790,만도,204320,2021.01.14,"73,600",하락,"3,300","74,600","75,800","73,100","1,386,396"
5791,만도,204320,2021.01.13,"76,900",하락,500,"76,900","80,000","74,200","1,652,589"
5792,만도,204320,2021.01.12,"77,400",하락,"2,400","79,800","80,400","73,700","1,700,576"
5793,만도,204320,2021.01.11,"79,800",상승,"2,400","81,000","89,000","77,300","3,239,026"
5794,만도,204320,2021.01.08,"77,400",상승,"9,700","74,200","87,000","70,200","5,970,009"
5795,만도,204320,2021.01.07,"67,700",상승,"1,900","66,100","71,300","66,000","1,248,859"
5796,만도,204320,2021.01.06,"65,800",하락,900,"67,000","67,500","65,400","843,863"
5797,만도,204320,2021.01.05,"66,700",상승,"4,000","62,600","68,800","62,200","1,605,512"
5798,만도,204320,2021.01.04,"62,700",상승,"3,900","59,100","63,500","58,200","1,446,315"
5799,만도,204320,2020.12.30,"58,800",하락,100,"59,000","60,700","58,800","706,704"
5800,만도,204320,2020.12.29,"58,900",하락,300,"59,500","60,300","58,300","732,580"
5801,만도,204320,2020.12.28,"59,200",상승,"1,100","57,500","61,000","57,400","1,160,181"
5802,만도,204320,2020.12.24,"58,100",하락,900,"59,400","60,000","56,100","1,480,763"
5803,만도,204320,2020.12.23,"59,000",상승,"5,400","54,700","63,000","53,600","4,708,102"
5804,만도,204320,2020.12.22,"53,600",상승,"1,600","52,500","55,300","52,400","1,354,932"
5805,만도,204320,2020.12.21,"52,000",하락,900,"52,500","52,600","51,100","544,646"
5806,만도,204320,2020.12.18,"52,900",하락,"1,300","54,200","54,200","52,500","590,693"
5807,만도,204320,2020.12.17,"54,200",상승,300,"54,500","54,500","53,200","556,845"
5808,만도,204320,2020.12.16,"53,900",상승,"1,700","53,400","54,600","52,800","1,094,395"
5809,만도,204320,2020.12.15,"52,200",하락,200,"52,800","53,400","51,800","624,942"
5810,만도,204320,2020.12.14,"52,400",하락,700,"53,000","53,800","51,900","514,690"
5811,만도,204320,2020.12.11,"53,100",하락,"1,300","55,000","55,300","52,300","1,119,696"
5812,만도,204320,2020.12.10,"54,400",하락,"1,600","55,900","56,400","53,700","1,253,157"
5813,만도,204320,2020.12.09,"56,000",전진,0,"56,400","56,900","55,100","800,779"
5814,만도,204320,2020.12.08,"56,000",하락,"1,800","57,800","59,100","55,400","949,172"
5815,만도,204320,2020.12.07,"57,800",상승,"3,200","54,600","60,000","54,000","1,358,502"
5816,만도,204320,2020.12.04,"54,600",전진,0,"55,000","55,900","54,000","747,197"
5817,메리츠증권,008560,2021.03.12,"4,255",상승,20,"4,245","4,290","4,120","2,638,894"
5818,메리츠증권,008560,2021.03.11,"4,235",상승,140,"4,125","4,265","4,095","4,110,331"
5819,메리츠증권,008560,2021.03.10,"4,095",하락,10,"4,115","4,120","4,000","2,515,325"
5820,메리츠증권,008560,2021.03.09,"4,105",전진,0,"4,135","4,190","4,000","4,889,095"
5821,메리츠증권,008560,2021.03.08,"4,105",상승,55,"4,060","4,145","4,040","4,000,713"
5822,메리츠증권,008560,2021.03.05,"4,050",상승,30,"3,990","4,050","3,955","3,144,246"
5823,메리츠증권,008560,2021.03.04,"4,020",상승,75,"3,900","4,020","3,895","4,368,770"
5824,메리츠증권,008560,2021.03.03,"3,945",상승,110,"3,835","3,950","3,805","4,072,137"
5825,메리츠증권,008560,2021.03.02,"3,835",상승,75,"3,810","3,865","3,800","3,023,003"
5826,메리츠증권,008560,2021.02.26,"3,760",하락,25,"3,735","3,780","3,695","2,461,783"
5827,메리츠증권,008560,2021.02.25,"3,785",상승,40,"3,775","3,805","3,755","1,366,698"
5828,메리츠증권,008560,2021.02.24,"3,745",하락,60,"3,815","3,820","3,710","2,027,087"
5829,메리츠증권,008560,2021.02.23,"3,805",상승,15,"3,765","3,825","3,760","1,735,681"
5830,메리츠증권,008560,2021.02.22,"3,790",전진,0,"3,820","3,840","3,790","2,171,280"
5831,메리츠증권,008560,2021.02.19,"3,790",전진,0,"3,780","3,800","3,715","1,939,342"
5832,메리츠증권,008560,2021.02.18,"3,790",하락,30,"3,800","3,835","3,790","1,973,223"
5833,메리츠증권,008560,2021.02.17,"3,820",상승,10,"3,815","3,820","3,755","1,767,341"
5834,메리츠증권,008560,2021.02.16,"3,810",하락,5,"3,815","3,830","3,795","1,688,184"
5835,메리츠증권,008560,2021.02.15,"3,815",상승,20,"3,820","3,835","3,795","1,740,776"
5836,메리츠증권,008560,2021.02.10,"3,795",하락,10,"3,805","3,820","3,770","2,328,095"
5837,메리츠증권,008560,2021.02.09,"3,805",상승,15,"3,795","3,825","3,790","2,865,548"
5838,메리츠증권,008560,2021.02.08,"3,790",상승,65,"3,735","3,800","3,715","3,624,074"
5839,메리츠증권,008560,2021.02.05,"3,725",상승,80,"3,675","3,725","3,635","1,909,343"
5840,메리츠증권,008560,2021.02.04,"3,645",하락,70,"3,720","3,720","3,635","2,044,176"
5841,메리츠증권,008560,2021.02.03,"3,715",상승,105,"3,645","3,720","3,625","3,936,065"
5842,메리츠증권,008560,2021.02.02,"3,610",상승,25,"3,680","3,685","3,580","5,237,593"
5843,메리츠증권,008560,2021.02.01,"3,585",상승,60,"3,535","3,595","3,515","2,253,258"
5844,메리츠증권,008560,2021.01.29,"3,525",하락,10,"3,555","3,660","3,510","4,283,833"
5845,메리츠증권,008560,2021.01.28,"3,535",하락,20,"3,505","3,540","3,485","2,380,127"
5846,메리츠증권,008560,2021.01.27,"3,555",상승,25,"3,555","3,570","3,515","1,818,949"
5847,메리츠증권,008560,2021.01.26,"3,530",하락,70,"3,605","3,605","3,505","2,701,070"
5848,메리츠증권,008560,2021.01.25,"3,600",상승,60,"3,550","3,615","3,510","2,359,663"
5849,메리츠증권,008560,2021.01.22,"3,540",하락,25,"3,570","3,580","3,510","2,544,844"
5850,메리츠증권,008560,2021.01.21,"3,565",전진,0,"3,575","3,590","3,550","2,331,682"
5851,메리츠증권,008560,2021.01.20,"3,565",하락,75,"3,675","3,675","3,540","4,045,790"
5852,메리츠증권,008560,2021.01.19,"3,640",상승,40,"3,620","3,680","3,605","2,075,937"
5853,메리츠증권,008560,2021.01.18,"3,600",하락,85,"3,645","3,650","3,570","2,610,780"
5854,메리츠증권,008560,2021.01.15,"3,685",하락,95,"3,800","3,835","3,680","3,515,682"
5855,메리츠증권,008560,2021.01.14,"3,780",하락,35,"3,805","3,815","3,770","2,904,147"
5856,메리츠증권,008560,2021.01.13,"3,815",상승,5,"3,835","3,840","3,785","3,363,889"
5857,메리츠증권,008560,2021.01.12,"3,810",하락,30,"3,865","3,870","3,735","5,709,240"
5858,메리츠증권,008560,2021.01.11,"3,840",상승,80,"3,780","4,015","3,745","14,783,143"
5859,메리츠증권,008560,2021.01.08,"3,760",하락,10,"3,820","3,820","3,705","5,831,205"
5860,메리츠증권,008560,2021.01.07,"3,770",상승,35,"3,815","3,830","3,755","4,363,976"
5861,메리츠증권,008560,2021.01.06,"3,735",상승,25,"3,735","3,900","3,710","8,810,223"
5862,메리츠증권,008560,2021.01.05,"3,710",상승,95,"3,600","3,710","3,575","4,486,527"
5863,메리츠증권,008560,2021.01.04,"3,615",하락,50,"3,665","3,670","3,575","3,662,400"
5864,메리츠증권,008560,2020.12.30,"3,665",하락,10,"3,680","3,680","3,605","4,387,424"
5865,메리츠증권,008560,2020.12.29,"3,675",하락,295,"3,840","3,840","3,650","8,987,901"
5866,메리츠증권,008560,2020.12.28,"3,970",상승,85,"3,900","4,055","3,890","11,951,134"
5867,메리츠증권,008560,2020.12.24,"3,885",상승,70,"3,825","3,890","3,820","3,416,567"
5868,메리츠증권,008560,2020.12.23,"3,815",상승,20,"3,810","3,825","3,760","1,634,639"
5869,메리츠증권,008560,2020.12.22,"3,795",하락,50,"3,835","3,850","3,785","2,016,966"
5870,메리츠증권,008560,2020.12.21,"3,845",상승,10,"3,825","3,855","3,815","1,756,715"
5871,메리츠증권,008560,2020.12.18,"3,835",하락,30,"3,865","3,880","3,825","2,359,806"
5872,메리츠증권,008560,2020.12.17,"3,865",하락,20,"3,890","3,895","3,845","1,731,267"
5873,메리츠증권,008560,2020.12.16,"3,885",상승,35,"3,880","3,890","3,850","1,909,412"
5874,메리츠증권,008560,2020.12.15,"3,850",하락,20,"3,865","3,880","3,815","2,452,950"
5875,메리츠증권,008560,2020.12.14,"3,870",하락,25,"3,910","3,915","3,865","2,356,773"
5876,메리츠증권,008560,2020.12.11,"3,895",상승,95,"3,810","3,910","3,805","4,552,977"
5877,메리츠증권,008560,2020.12.10,"3,800",상승,25,"3,770","3,800","3,730","2,663,993"
5878,메리츠증권,008560,2020.12.09,"3,775",상승,35,"3,740","3,780","3,735","1,779,350"
5879,메리츠증권,008560,2020.12.08,"3,740",하락,30,"3,790","3,790","3,720","1,512,322"
