,종목,코드,날짜,종가,상태,전일비,시가,고가,저가,거래량
3779,남선알미늄,008350,2021.01.08,"4,610",하락,125,"4,795","4,800","4,570","3,789,505"
3780,남선알미늄,008350,2021.01.07,"4,735",상승,140,"4,730","4,835","4,675","5,626,135"
3781,남선알미늄,008350,2021.01.06,"4,595",상승,70,"4,510","4,945","4,450","8,048,826"
3782,남선알미늄,008350,2021.01.05,"4,525",하락,5,"4,525","4,615","4,490","3,150,334"
3783,남선알미늄,008350,2021.01.04,"4,530",하락,165,"4,580","4,585","4,450","3,445,405"
3784,남선알미늄,008350,2020.12.30,"4,695",상승,150,"4,565","4,710","4,540","2,185,617"
3785,남선알미늄,008350,2020.12.29,"4,545",상승,105,"4,455","4,590","4,455","1,618,954"
3786,남선알미늄,008350,2020.12.28,"4,440",하락,120,"4,485","4,620","4,415","2,720,160"
3787,남선알미늄,008350,2020.12.24,"4,560",하락,50,"4,615","4,705","4,545","1,829,889"
3788,남선알미늄,008350,2020.12.23,"4,610",하락,35,"4,640","4,710","4,525","2,270,632"
3789,남선알미늄,008350,2020.12.22,"4,645",하락,195,"4,835","4,835","4,600","3,180,106"
3790,남선알미늄,008350,2020.12.21,"4,840",하락,75,"4,950","4,960","4,765","2,601,286"
3791,남선알미늄,008350,2020.12.18,"4,915",상승,100,"4,820","4,975","4,820","3,027,491"
3792,남선알미늄,008350,2020.12.17,"4,815",하락,275,"5,070","5,090","4,800","4,877,786"
3793,남선알미늄,008350,2020.12.16,"5,090",상승,20,"5,050","5,150","4,955","5,192,967"
3794,남선알미늄,008350,2020.12.15,"5,070",상승,100,"4,925","5,100","4,880","6,332,203"
3795,남선알미늄,008350,2020.12.14,"4,970",하락,50,"4,955","5,040","4,835","5,727,744"
3796,남선알미늄,008350,2020.12.11,"5,020",상승,125,"4,845","5,080","4,765","11,085,503"
3797,남선알미늄,008350,2020.12.10,"4,895",상승,335,"4,530","5,030","4,520","33,719,798"
3798,남선알미늄,008350,2020.12.09,"4,560",상승,95,"4,465","4,610","4,410","8,350,659"
3799,남선알미늄,008350,2020.12.08,"4,465",상승,335,"4,130","4,525","4,130","11,458,949"
3800,남선알미늄,008350,2020.12.07,"4,130",하락,95,"4,200","4,215","4,060","2,855,393"
3801,남선알미늄,008350,2020.12.04,"4,225",하락,115,"4,210","4,280","4,200","3,750,491"
3802,넥센타이어,002350,2021.03.12,"7,790",하락,30,"7,820","7,850","7,660","416,541"
3803,넥센타이어,002350,2021.03.11,"7,820",상승,100,"7,790","7,970","7,690","226,318"
3804,넥센타이어,002350,2021.03.10,"7,720",하락,240,"8,000","8,010","7,650","239,652"
3805,넥센타이어,002350,2021.03.09,"7,960",상승,220,"7,770","8,140","7,770","508,665"
3806,넥센타이어,002350,2021.03.08,"7,740",하락,210,"7,930","7,930","7,600","310,959"
3807,넥센타이어,002350,2021.03.05,"7,950",하락,170,"8,000","8,020","7,870","250,703"
3808,넥센타이어,002350,2021.03.04,"8,120",상승,30,"8,060","8,180","7,940","275,611"
3809,넥센타이어,002350,2021.03.03,"8,090",하락,200,"8,390","8,390","8,090","359,421"
3810,넥센타이어,002350,2021.03.02,"8,290",하락,130,"8,440","8,470","8,220","525,943"
3811,넥센타이어,002350,2021.02.26,"8,420",상승,220,"8,000","8,420","7,830","771,315"
3812,넥센타이어,002350,2021.02.25,"8,200",상승,190,"8,290","8,300","8,110","360,617"
3813,넥센타이어,002350,2021.02.24,"8,010",하락,190,"8,150","8,450","8,000","1,008,374"
3814,넥센타이어,002350,2021.02.23,"8,200",상승,520,"7,680","8,370","7,550","1,604,037"
3815,넥센타이어,002350,2021.02.22,"7,680",상승,280,"7,480","7,790","7,470","733,698"
3816,넥센타이어,002350,2021.02.19,"7,400",전진,0,"7,270","7,430","7,050","568,733"
3817,넥센타이어,002350,2021.02.18,"7,400",상승,90,"7,310","7,520","7,270","406,669"
3818,넥센타이어,002350,2021.02.17,"7,310",하락,190,"7,440","7,450","7,280","639,974"
3819,넥센타이어,002350,2021.02.16,"7,500",하락,160,"7,660","7,660","7,400","565,393"
3820,넥센타이어,002350,2021.02.15,"7,660",하락,160,"7,890","7,900","7,660","762,994"
3821,넥센타이어,002350,2021.02.10,"7,820",상승,280,"7,610","8,520","7,410","2,611,427"
3822,넥센타이어,002350,2021.02.09,"7,540",하락,10,"7,550","7,670","7,370","831,678"
3823,넥센타이어,002350,2021.02.08,"7,550",상승,450,"7,010","7,690","6,930","3,083,865"
3824,넥센타이어,002350,2021.02.05,"7,100",상승,570,"6,590","7,190","6,570","1,959,414"
3825,넥센타이어,002350,2021.02.04,"6,530",하락,130,"6,670","6,680","6,480","445,348"
3826,넥센타이어,002350,2021.02.03,"6,660",상승,20,"6,660","6,860","6,540","713,377"
3827,넥센타이어,002350,2021.02.02,"6,640",상승,120,"6,520","6,650","6,350","379,615"
3828,넥센타이어,002350,2021.02.01,"6,520",상승,300,"6,180","6,550","6,140","437,556"
3829,넥센타이어,002350,2021.01.29,"6,220",하락,310,"6,550","6,600","6,110","556,660"
3830,넥센타이어,002350,2021.01.28,"6,530",하락,180,"6,550","6,600","6,410","398,352"
3831,넥센타이어,002350,2021.01.27,"6,710",상승,70,"6,600","6,770","6,530","522,731"
3832,넥센타이어,002350,2021.01.26,"6,640",하락,250,"6,890","7,000","6,560","1,141,509"
3833,넥센타이어,002350,2021.01.25,"6,890",상승,300,"6,740","6,890","6,620","1,054,465"
3834,넥센타이어,002350,2021.01.22,"6,590",하락,150,"6,670","6,720","6,510","953,707"
3835,넥센타이어,002350,2021.01.21,"6,740",상승,580,"6,170","7,200","6,170","3,716,600"
3836,넥센타이어,002350,2021.01.20,"6,160",상승,20,"6,190","6,230","6,090","272,519"
3837,넥센타이어,002350,2021.01.19,"6,140",상승,80,"6,130","6,190","6,070","304,400"
3838,넥센타이어,002350,2021.01.18,"6,060",하락,160,"6,200","6,230","6,050","338,979"
3839,넥센타이어,002350,2021.01.15,"6,220",하락,90,"6,310","6,360","6,140","351,037"
3840,넥센타이어,002350,2021.01.14,"6,310",상승,200,"6,120","6,400","6,110","637,178"
3841,넥센타이어,002350,2021.01.13,"6,110",상승,70,"6,050","6,130","5,990","343,983"
3842,넥센타이어,002350,2021.01.12,"6,040",하락,60,"6,080","6,110","5,970","421,127"
3843,넥센타이어,002350,2021.01.11,"6,100",하락,70,"6,170","6,220","5,970","580,485"
3844,넥센타이어,002350,2021.01.08,"6,170",상승,30,"6,160","6,350","6,130","654,144"
3845,넥센타이어,002350,2021.01.07,"6,140",상승,50,"6,140","6,170","6,080","345,500"
3846,넥센타이어,002350,2021.01.06,"6,090",하락,80,"6,150","6,200","6,080","391,218"
3847,넥센타이어,002350,2021.01.05,"6,170",상승,70,"6,100","6,170","6,050","374,117"
3848,넥센타이어,002350,2021.01.04,"6,100",하락,90,"6,200","6,310","6,050","618,588"
3849,넥센타이어,002350,2020.12.30,"6,190",상승,140,"6,090","6,230","6,000","336,069"
3850,넥센타이어,002350,2020.12.29,"6,050",하락,50,"6,030","6,090","5,950","261,457"
3851,넥센타이어,002350,2020.12.28,"6,100",하락,40,"6,150","6,200","6,040","465,499"
3852,넥센타이어,002350,2020.12.24,"6,140",상승,30,"6,150","6,170","6,080","222,813"
3853,넥센타이어,002350,2020.12.23,"6,110",상승,70,"5,970","6,180","5,970","273,522"
3854,넥센타이어,002350,2020.12.22,"6,040",하락,260,"6,250","6,260","6,040","321,984"
3855,넥센타이어,002350,2020.12.21,"6,300",하락,120,"6,420","6,430","6,240","298,878"
3856,넥센타이어,002350,2020.12.18,"6,420",상승,220,"6,210","6,420","6,120","462,361"
3857,넥센타이어,002350,2020.12.17,"6,200",하락,150,"6,350","6,410","6,160","422,877"
3858,넥센타이어,002350,2020.12.16,"6,350",전진,0,"6,370","6,410","6,270","230,491"
3859,넥센타이어,002350,2020.12.15,"6,350",하락,50,"6,450","6,450","6,220","435,461"
3860,넥센타이어,002350,2020.12.14,"6,400",하락,160,"6,550","6,610","6,380","395,644"
3861,넥센타이어,002350,2020.12.11,"6,560",상승,90,"6,480","6,630","6,440","624,221"
3862,넥센타이어,002350,2020.12.10,"6,470",상승,20,"6,450","6,600","6,350","936,002"
3863,넥센타이어,002350,2020.12.09,"6,450",상승,400,"6,080","6,500","6,050","1,012,399"
3864,넥센타이어,002350,2020.12.08,"6,050",전진,0,"6,050","6,100","6,010","284,199"
3865,넥센타이어,002350,2020.12.07,"6,050",하락,10,"6,020","6,090","5,910","331,282"
3866,넥센타이어,002350,2020.12.04,"6,060",하락,90,"6,130","6,300","6,010","610,875"
3867,넷마블,251270,2021.03.12,"122,500",상승,"2,500","121,500","123,000","121,000","117,392"
3868,넷마블,251270,2021.03.11,"120,000",상승,"1,500","119,000","121,500","118,500","251,264"
3869,넷마블,251270,2021.03.10,"118,500",하락,500,"121,000","121,000","117,500","156,759"
3870,넷마블,251270,2021.03.09,"119,000",하락,"2,000","121,000","122,000","117,000","261,815"
3871,넷마블,251270,2021.03.08,"121,000",하락,"1,500","123,000","123,500","120,000","185,587"
3872,넷마블,251270,2021.03.05,"122,500",하락,"2,500","123,000","123,500","120,500","193,535"
3873,넷마블,251270,2021.03.04,"125,000",하락,"1,500","123,500","125,000","122,500","200,804"
3874,넷마블,251270,2021.03.03,"126,500",상승,"3,000","122,500","127,000","122,500","181,042"
3875,넷마블,251270,2021.03.02,"123,500",전진,0,"126,500","126,500","123,000","262,577"
3876,넷마블,251270,2021.02.26,"123,500",하락,"6,500","126,500","127,000","122,500","396,171"
3877,넷마블,251270,2021.02.25,"130,000",상승,"6,500","124,500","130,000","123,000","363,011"
3878,넷마블,251270,2021.02.24,"123,500",하락,"2,000","125,500","128,500","122,000","297,041"
3879,넷마블,251270,2021.02.23,"125,500",하락,"1,500","127,000","128,000","124,000","253,980"
3880,넷마블,251270,2021.02.22,"127,000",하락,"4,000","131,000","131,500","126,000","309,374"
3881,넷마블,251270,2021.02.19,"131,000",상승,"1,000","130,000","133,000","128,000","275,175"
3882,넷마블,251270,2021.02.18,"130,000",하락,"3,000","132,500","133,500","130,000","244,227"
3883,넷마블,251270,2021.02.17,"133,000",하락,"3,000","135,500","136,000","132,000","292,382"
3884,넷마블,251270,2021.02.16,"136,000",상승,"1,500","135,000","138,000","133,500","348,058"
3885,넷마블,251270,2021.02.15,"134,500",하락,"3,500","139,500","140,000","134,000","431,777"
3886,넷마블,251270,2021.02.10,"138,000",상승,"1,500","137,000","141,000","137,000","400,679"
3887,넷마블,251270,2021.02.09,"136,500",하락,"1,000","138,000","139,500","135,500","265,078"
3888,넷마블,251270,2021.02.08,"137,500",하락,"1,000","139,000","141,500","136,500","400,677"
3889,넷마블,251270,2021.02.05,"138,500",상승,500,"138,500","140,000","133,500","438,903"
3890,넷마블,251270,2021.02.04,"138,000",하락,"7,500","144,000","144,000","137,000","820,392"
3891,넷마블,251270,2021.02.03,"145,500",상승,"3,000","144,000","148,500","143,000","836,459"
3892,넷마블,251270,2021.02.02,"142,500",상승,"3,000","140,000","147,500","138,000","1,421,778"
3893,넷마블,251270,2021.02.01,"139,500",상승,"8,000","133,500","140,000","131,000","1,056,831"
3894,넷마블,251270,2021.01.29,"131,500",하락,"3,500","136,500","138,000","130,000","1,117,823"
3895,넷마블,251270,2021.01.28,"135,000",상승,"4,000","129,000","136,000","128,000","1,164,296"
3896,넷마블,251270,2021.01.27,"131,000",상승,"3,500","128,500","131,500","127,500","599,445"
3897,넷마블,251270,2021.01.26,"127,500",하락,"2,500","129,500","129,500","126,000","522,203"
3898,넷마블,251270,2021.01.25,"130,000",상승,"3,000","128,000","133,000","127,500","1,010,911"
3899,넷마블,251270,2021.01.22,"127,000",상승,"6,000","121,000","128,500","120,500","888,658"
3900,넷마블,251270,2021.01.21,"121,000",전진,0,"121,500","123,500","120,000","346,636"
3901,넷마블,251270,2021.01.20,"121,000",상승,500,"120,500","121,000","119,000","359,759"
3902,넷마블,251270,2021.01.19,"120,500",전진,0,"121,500","122,000","118,500","420,523"
3903,넷마블,251270,2021.01.18,"120,500",하락,"3,500","123,500","124,000","120,000","408,961"
3904,넷마블,251270,2021.01.15,"124,000",하락,"2,500","128,000","130,000","124,000","448,770"
3905,넷마블,251270,2021.01.14,"126,500",하락,500,"126,500","129,000","126,000","331,250"
3906,넷마블,251270,2021.01.13,"127,000",상승,"2,000","125,500","128,500","124,500","428,076"
3907,넷마블,251270,2021.01.12,"125,000",하락,"2,000","126,500","127,000","123,000","534,016"
3908,넷마블,251270,2021.01.11,"127,000",하락,"7,000","134,500","135,000","125,000","1,242,320"
3909,넷마블,251270,2021.01.08,"134,000",상승,"4,500","131,000","136,500","129,500","1,143,219"
3910,넷마블,251270,2021.01.07,"129,500",전진,0,"130,500","131,500","129,500","352,928"
3911,넷마블,251270,2021.01.06,"129,500",하락,"3,000","134,000","135,000","129,500","589,459"
3912,넷마블,251270,2021.01.05,"132,500",상승,"1,500","129,500","132,500","128,500","438,454"
3913,넷마블,251270,2021.01.04,"131,000",하락,500,"132,000","132,500","128,500","448,819"
3914,넷마블,251270,2020.12.30,"131,500",상승,"5,500","126,500","132,000","125,500","584,685"
3915,넷마블,251270,2020.12.29,"126,000",상승,"1,500","123,500","127,000","123,000","258,021"
3916,넷마블,251270,2020.12.28,"124,500",하락,500,"124,500","125,000","122,500","292,295"
3917,넷마블,251270,2020.12.24,"125,000",상승,"1,000","124,000","125,000","122,500","215,286"
3918,넷마블,251270,2020.12.23,"124,000",상승,"1,500","122,500","126,000","122,500","264,262"
3919,넷마블,251270,2020.12.22,"122,500",하락,"2,000","123,500","124,000","122,500","227,472"
3920,넷마블,251270,2020.12.21,"124,500",하락,"1,000","126,000","126,000","123,500","243,962"
3921,넷마블,251270,2020.12.18,"125,500",하락,"1,000","126,500","127,000","125,000","226,805"
3922,넷마블,251270,2020.12.17,"126,500",하락,500,"127,000","127,500","125,500","211,466"
3923,넷마블,251270,2020.12.16,"127,000",전진,0,"127,500","128,000","126,500","183,083"
3924,넷마블,251270,2020.12.15,"127,000",상승,500,"127,000","127,500","125,000","224,131"
3925,넷마블,251270,2020.12.14,"126,500",하락,"2,000","129,000","129,000","126,500","217,110"
3926,넷마블,251270,2020.12.11,"128,500",상승,500,"128,500","130,500","128,000","276,177"
3927,넷마블,251270,2020.12.10,"128,000",전진,0,"128,500","130,000","126,500","429,705"
3928,넷마블,251270,2020.12.09,"128,000",전진,0,"128,500","129,500","126,500","253,576"
3929,넷마블,251270,2020.12.08,"128,000",하락,"1,500","129,500","130,000","128,000","223,528"
3930,넷마블,251270,2020.12.07,"129,500",하락,"2,500","131,000","131,500","128,000","321,251"
3931,넷마블,251270,2020.12.04,"132,000",상승,"2,000","133,000","134,000","131,000","585,657"
3932,녹십자,006280,2021.03.12,"341,000",상승,"19,000","325,000","344,000","322,000","159,531"
3933,녹십자,006280,2021.03.11,"322,000",전진,0,"324,500","326,500","314,000","189,947"
3934,녹십자,006280,2021.03.10,"322,000",하락,"11,500","338,500","345,500","321,500","165,172"
3935,녹십자,006280,2021.03.09,"333,500",하락,"23,000","356,500","363,000","326,500","228,183"
3936,녹십자,006280,2021.03.08,"356,500",하락,"18,000","376,500","382,500","354,500","127,491"
3937,녹십자,006280,2021.03.05,"374,500",상승,"13,500","368,000","388,000","366,000","303,804"
3938,녹십자,006280,2021.03.04,"361,000",하락,"3,000","359,500","367,000","346,500","251,478"
3939,녹십자,006280,2021.03.03,"364,000",하락,"7,500","371,500","378,000","360,000","164,730"
3940,녹십자,006280,2021.03.02,"371,500",하락,"7,000","385,500","387,000","370,500","144,035"
3941,녹십자,006280,2021.02.26,"378,500",하락,"8,500","376,500","405,000","371,500","394,497"
3942,녹십자,006280,2021.02.25,"387,000",상승,"21,000","376,500","388,500","371,500","148,286"
3943,녹십자,006280,2021.02.24,"366,000",하락,"7,000","372,500","395,000","363,500","213,050"
3944,녹십자,006280,2021.02.23,"373,000",하락,"1,000","370,000","382,500","357,500","216,509"
3945,녹십자,006280,2021.02.22,"374,000",하락,"17,500","389,000","395,500","373,000","169,630"
3946,녹십자,006280,2021.02.19,"391,500",하락,"15,500","408,000","411,500","371,500","354,267"
3947,녹십자,006280,2021.02.18,"407,000",하락,"20,000","423,000","432,500","405,500","193,872"
3948,녹십자,006280,2021.02.17,"427,000",하락,"11,000","438,000","438,000","427,000","107,300"
3949,녹십자,006280,2021.02.16,"438,000",하락,"1,500","435,500","447,500","430,000","217,512"
3950,녹십자,006280,2021.02.15,"439,500",상승,"6,500","435,000","453,000","428,500","189,822"
3951,녹십자,006280,2021.02.10,"433,000",하락,"9,000","432,000","435,500","418,500","281,277"
3952,녹십자,006280,2021.02.09,"442,000",상승,"4,500","438,000","446,000","433,000","181,589"
3953,녹십자,006280,2021.02.08,"437,500",하락,"15,500","460,500","470,000","430,000","339,736"
3954,녹십자,006280,2021.02.05,"453,000",하락,"11,500","466,000","472,500","446,500","167,753"
3955,녹십자,006280,2021.02.04,"464,500",상승,"3,500","470,000","495,000","459,000","403,532"
3956,녹십자,006280,2021.02.03,"461,000",상승,"31,000","434,000","467,000","426,500","383,390"
3957,녹십자,006280,2021.02.02,"430,000",상승,"7,000","428,500","436,000","415,500","213,796"
3958,녹십자,006280,2021.02.01,"423,000",하락,500,"424,000","438,000","413,500","274,757"
3959,녹십자,006280,2021.01.29,"423,500",하락,"25,000","465,500","478,000","419,500","563,336"
3960,녹십자,006280,2021.01.28,"448,500",하락,"40,500","475,000","482,000","448,000","440,718"
3961,녹십자,006280,2021.01.27,"489,000",하락,"16,000","497,500","521,000","489,000","442,782"
3962,녹십자,006280,2021.01.26,"505,000",상승,"43,000","453,500","538,000","448,000","1,619,316"
3963,녹십자,006280,2021.01.25,"462,000",상승,"37,000","439,500","468,000","438,500","446,940"
3964,녹십자,006280,2021.01.22,"425,000",상승,"18,500","406,000","435,000","404,500","385,880"
3965,녹십자,006280,2021.01.21,"406,500",하락,"9,000","416,000","418,000","406,000","162,551"
3966,녹십자,006280,2021.01.20,"415,500",하락,"3,500","413,000","423,000","411,000","166,723"
3967,녹십자,006280,2021.01.19,"419,000",상승,"17,000","405,500","420,000","392,000","224,230"
3968,녹십자,006280,2021.01.18,"402,000",하락,"13,500","415,500","427,000","400,000","227,300"
3969,녹십자,006280,2021.01.15,"415,500",상승,"8,000","410,000","433,500","391,500","643,260"
3970,녹십자,006280,2021.01.14,"407,500",상승,"21,000","387,500","420,500","376,500","449,907"
3971,녹십자,006280,2021.01.13,"386,500",하락,"11,000","394,500","396,500","384,500","153,147"
3972,녹십자,006280,2021.01.12,"397,500",상승,"4,000","397,000","409,500","393,000","243,504"
3973,녹십자,006280,2021.01.11,"393,500",하락,"18,000","407,500","408,500","391,000","289,252"
3974,녹십자,006280,2021.01.08,"411,500",하락,"12,500","427,000","427,500","405,500","373,972"
3975,녹십자,006280,2021.01.07,"424,000",하락,"3,000","430,000","437,000","421,000","270,448"
3976,녹십자,006280,2021.01.06,"427,000",하락,"13,500","432,500","467,500","423,500","649,347"
3977,녹십자,006280,2021.01.05,"440,500",하락,"34,500","455,500","466,500","430,000","639,277"
3978,녹십자,006280,2021.01.04,"475,000",상승,"69,000","421,000","500,000","405,000","1,971,283"
3979,녹십자,006280,2020.12.30,"406,000",상승,"18,000","411,000","417,000","400,000","784,342"
3980,녹십자,006280,2020.12.29,"388,000",상승,"34,000","359,500","400,500","354,000","751,877"
3981,녹십자,006280,2020.12.28,"354,000",하락,"9,500","363,500","369,000","350,500","313,630"
3982,녹십자,006280,2020.12.24,"363,500",하락,"12,500","376,000","379,500","343,500","403,736"
3983,녹십자,006280,2020.12.23,"376,000",하락,"12,000","389,000","396,000","373,500","250,814"
3984,녹십자,006280,2020.12.22,"388,000",하락,"16,000","410,000","414,500","386,000","300,878"
3985,녹십자,006280,2020.12.21,"404,000",전진,0,"407,000","416,000","401,000","311,073"
3986,녹십자,006280,2020.12.18,"404,000",하락,"8,000","415,000","428,000","377,500","1,001,123"
3987,녹십자,006280,2020.12.17,"412,000",상승,"12,500","405,500","415,000","393,500","461,129"
3988,녹십자,006280,2020.12.16,"399,500",상승,"9,000","392,000","421,500","385,000","831,821"
3989,녹십자,006280,2020.12.15,"390,500",하락,"8,500","394,500","396,500","379,000","449,738"
3990,녹십자,006280,2020.12.14,"399,000",상승,"36,500","369,500","400,000","364,000","973,087"
3991,녹십자,006280,2020.12.11,"362,500",하락,"4,000","370,000","375,000","361,500","305,144"
3992,녹십자,006280,2020.12.10,"366,500",상승,"20,000","344,500","372,000","344,500","492,510"
3993,녹십자,006280,2020.12.09,"346,500",하락,"4,500","354,000","355,500","333,000","211,180"
3994,녹십자,006280,2020.12.08,"351,000",하락,"14,500","370,000","376,500","350,500","308,464"
3995,녹십자,006280,2020.12.07,"365,500",상승,"10,500","389,000","394,500","362,500","777,016"
3996,녹십자,006280,2020.12.04,"355,000",상승,"2,000","353,000","361,000","348,500","222,053"
3997,녹십자홀딩스,005250,2021.03.12,"34,800",상승,"1,100","33,800","34,950","33,700","335,919"
3998,녹십자홀딩스,005250,2021.03.11,"33,700",상승,450,"33,300","34,100","32,900","326,699"
3999,녹십자홀딩스,005250,2021.03.10,"33,250",하락,"1,250","34,700","35,350","33,250","382,228"
4000,녹십자홀딩스,005250,2021.03.09,"34,500",하락,"1,550","36,400","36,800","33,950","427,842"
4001,녹십자홀딩스,005250,2021.03.08,"36,050",하락,"1,200","37,400","37,650","35,200","378,047"
4002,녹십자홀딩스,005250,2021.03.05,"37,250",상승,150,"36,950","38,250","36,700","440,325"
4003,녹십자홀딩스,005250,2021.03.04,"37,100",하락,300,"36,700","40,200","35,700","1,147,377"
4004,녹십자홀딩스,005250,2021.03.03,"37,400",상승,750,"37,150","38,400","36,700","475,660"
4005,녹십자홀딩스,005250,2021.03.02,"36,650",하락,450,"37,700","38,200","36,400","426,551"
4006,녹십자홀딩스,005250,2021.02.26,"37,100",상승,100,"35,900","40,800","35,450","1,779,509"
4007,녹십자홀딩스,005250,2021.02.25,"37,000",상승,"1,800","35,600","37,000","35,600","344,667"
4008,녹십자홀딩스,005250,2021.02.24,"35,200",하락,"1,000","35,650","37,400","35,200","505,222"
4009,녹십자홀딩스,005250,2021.02.23,"36,200",하락,"1,350","37,000","37,550","36,100","394,403"
4010,녹십자홀딩스,005250,2021.02.22,"37,550",하락,"1,200","38,750","39,500","37,350","363,470"
4011,녹십자홀딩스,005250,2021.02.19,"38,750",하락,400,"38,650","39,450","37,250","568,277"
4012,녹십자홀딩스,005250,2021.02.18,"39,150",하락,"2,450","41,300","42,400","39,100","760,858"
4013,녹십자홀딩스,005250,2021.02.17,"41,600",하락,"2,100","43,700","43,750","41,500","749,352"
4014,녹십자홀딩스,005250,2021.02.16,"43,700",상승,"1,850","41,650","45,800","40,500","3,247,843"
4015,녹십자홀딩스,005250,2021.02.15,"41,850",전진,0,"41,500","42,550","41,250","293,526"
4016,녹십자홀딩스,005250,2021.02.10,"41,850",하락,50,"41,900","42,150","40,700","469,403"
4017,녹십자홀딩스,005250,2021.02.09,"41,900",하락,550,"42,150","43,250","41,650","380,485"
4018,녹십자홀딩스,005250,2021.02.08,"42,450",하락,150,"44,050","44,300","41,750","533,360"
4019,녹십자홀딩스,005250,2021.02.05,"42,600",하락,850,"43,450","43,850","42,300","394,197"
4020,녹십자홀딩스,005250,2021.02.04,"43,450",하락,400,"44,150","45,550","43,300","601,286"
4021,녹십자홀딩스,005250,2021.02.03,"43,850",상승,"1,000","43,050","44,850","42,550","885,158"
4022,녹십자홀딩스,005250,2021.02.02,"42,850",하락,450,"43,650","44,000","42,700","627,773"
4023,녹십자홀딩스,005250,2021.02.01,"43,300",하락,700,"44,050","46,200","43,150","1,130,077"
4024,녹십자홀딩스,005250,2021.01.29,"44,000",하락,850,"50,300","52,000","43,500","5,300,149"
4025,녹십자홀딩스,005250,2021.01.28,"44,850",하락,"4,150","47,900","48,000","44,500","912,171"
4026,녹십자홀딩스,005250,2021.01.27,"49,000",하락,450,"48,900","50,600","48,700","1,042,375"
4027,녹십자홀딩스,005250,2021.01.26,"49,450",상승,600,"48,100","52,900","47,100","4,500,104"
4028,녹십자홀딩스,005250,2021.01.25,"48,850",상승,"2,350","47,800","49,700","47,700","1,969,766"
4029,녹십자홀딩스,005250,2021.01.22,"46,500",상승,"3,650","42,950","48,400","42,500","3,788,194"
4030,녹십자홀딩스,005250,2021.01.21,"42,850",하락,550,"43,600","44,350","42,550","645,607"
4031,녹십자홀딩스,005250,2021.01.20,"43,400",하락,400,"43,250","44,650","43,200","817,506"
4032,녹십자홀딩스,005250,2021.01.19,"43,800",상승,300,"43,500","44,800","42,400","958,494"
4033,녹십자홀딩스,005250,2021.01.18,"43,500",하락,"3,700","46,050","47,800","43,300","1,712,394"
4034,녹십자홀딩스,005250,2021.01.15,"47,200",상승,"3,400","43,550","50,000","42,300","8,701,399"
4035,녹십자홀딩스,005250,2021.01.14,"43,800",상승,450,"43,600","45,350","42,050","1,486,734"
4036,녹십자홀딩스,005250,2021.01.13,"43,350",하락,900,"43,750","44,500","43,150","673,793"
4037,녹십자홀딩스,005250,2021.01.12,"44,250",하락,"1,050","44,400","48,500","44,050","1,798,644"
4038,녹십자홀딩스,005250,2021.01.11,"45,300",하락,"2,400","46,500","46,950","44,650","1,245,323"
4039,녹십자홀딩스,005250,2021.01.08,"47,700",하락,"2,050","49,400","51,000","46,500","2,454,725"
4040,녹십자홀딩스,005250,2021.01.07,"49,750",상승,150,"51,400","51,800","49,050","1,942,162"
4041,녹십자홀딩스,005250,2021.01.06,"49,600",상승,50,"47,600","56,300","47,550","7,348,615"
4042,녹십자홀딩스,005250,2021.01.05,"49,550",하락,"4,050","50,200","53,200","47,600","6,576,780"
4043,녹십자홀딩스,005250,2021.01.04,"53,600",상승,"12,100","43,850","53,900","43,800","17,193,118"
4044,녹십자홀딩스,005250,2020.12.30,"41,500",상승,"5,600","39,600","44,550","37,300","15,537,860"
4045,녹십자홀딩스,005250,2020.12.29,"35,900",상승,"2,750","33,500","36,500","33,150","1,640,961"
4046,녹십자홀딩스,005250,2020.12.28,"33,150",하락,900,"34,000","34,600","33,100","434,158"
4047,녹십자홀딩스,005250,2020.12.24,"34,050",하락,750,"34,250","35,350","33,150","691,973"
4048,녹십자홀딩스,005250,2020.12.23,"34,800",하락,"1,750","36,550","36,850","34,750","512,251"
4049,녹십자홀딩스,005250,2020.12.22,"36,550",하락,850,"38,150","38,400","36,350","643,676"
4050,녹십자홀딩스,005250,2020.12.21,"37,400",상승,500,"37,350","37,900","36,650","627,483"
4051,녹십자홀딩스,005250,2020.12.18,"36,900",하락,"1,200","38,250","38,900","35,700","1,203,308"
4052,녹십자홀딩스,005250,2020.12.17,"38,100",상승,350,"38,100","38,650","37,150","638,212"
4053,녹십자홀딩스,005250,2020.12.16,"37,750",상승,500,"37,250","39,150","36,800","1,369,358"
4054,녹십자홀딩스,005250,2020.12.15,"37,250",하락,"1,250","38,600","38,600","36,750","705,306"
4055,녹십자홀딩스,005250,2020.12.14,"38,500",상승,"2,200","37,050","38,650","36,300","2,194,518"
4056,녹십자홀딩스,005250,2020.12.11,"36,300",상승,950,"35,400","37,400","35,150","1,155,906"
4057,녹십자홀딩스,005250,2020.12.10,"35,350",상승,450,"34,900","36,200","34,500","754,926"
4058,녹십자홀딩스,005250,2020.12.09,"34,900",하락,900,"35,950","36,250","34,500","598,212"
4059,녹십자홀딩스,005250,2020.12.08,"35,800",하락,"1,350","38,000","38,100","35,650","829,853"
4060,녹십자홀딩스,005250,2020.12.07,"37,150",상승,"1,600","39,450","40,250","36,800","3,061,192"
4061,녹십자홀딩스,005250,2020.12.04,"35,550",하락,550,"36,050","36,800","35,200","875,509"
