"날짜","종가","전일비","시가","고가","저가","거래량","종목"
"2021.01.28","42,200","1,050","42,000","43,350","41,800","1,174,501","현대건설"
"2021.01.27","43,250","750","44,400","44,850","43,100","914,963","현대건설"
"2021.01.26","44,000","1,000","45,600","45,600","43,950","1,104,455","현대건설"
"2021.01.25","45,000","600","44,800","45,500","44,800","1,287,209","현대건설"
"2021.01.22","44,400","400","45,200","45,750","43,950","1,788,996","현대건설"
"2021.01.21","44,800","350","45,050","45,500","44,650","1,248,739","현대건설"
"2021.01.20","45,150","0","45,800","45,800","44,000","1,611,932","현대건설"
"2021.01.19","45,150","2,100","44,300","45,150","43,600","2,158,846","현대건설"
"2021.01.18","43,050","250","41,900","44,300","41,400","2,134,364","현대건설"
"2021.01.15","42,800","1,950","45,000","45,250","42,800","1,874,022","현대건설"
"2021.01.14","44,750","300","44,050","44,950","43,800","1,474,213","현대건설"
"2021.01.13","44,450","1,150","45,700","45,750","43,850","2,254,504","현대건설"
"2021.01.12","45,600","1,500","44,600","46,500","43,400","4,678,743","현대건설"
"2021.01.11","44,100","3,100","41,900","45,800","41,700","6,595,915","현대건설"
"2021.01.08","41,000","450","41,400","41,450","40,600","2,173,038","현대건설"
"2021.01.07","40,550","700","40,650","40,950","40,150","1,709,857","현대건설"
"2021.01.06","39,850","250","40,850","41,200","39,250","2,437,785","현대건설"
"2021.01.05","40,100","1,850","38,600","40,850","38,500","4,010,166","현대건설"
"2021.01.04","38,250","800","38,050","38,400","37,550","1,445,672","현대건설"
"2020.12.30","37,450","1,200","36,250","37,700","36,200","1,206,164","현대건설"
"2020.12.29","36,250","50","36,150","36,600","35,950","676,804","현대건설"
"2020.12.28","36,200","450","36,800","36,850","36,000","978,523","현대건설"
"2020.12.24","36,650","350","36,450","37,700","36,450","1,089,750","현대건설"
"2020.12.23","36,300","250","36,650","36,900","35,500","910,166","현대건설"
"2020.12.22","36,550","700","37,300","37,350","36,550","720,850","현대건설"
"2020.12.21","37,250","350","37,600","37,650","36,750","679,034","현대건설"
"2020.12.18","37,600","650","37,150","37,950","37,100","1,019,888","현대건설"
"2020.12.17","36,950","550","37,350","37,350","36,600","866,800","현대건설"
"2020.12.16","37,500","150","37,550","37,650","37,050","710,948","현대건설"
"2020.12.15","37,350","700","37,950","37,950","36,800","1,180,300","현대건설"
"2020.12.14","38,050","850","39,150","39,150","37,850","1,307,699","현대건설"
"2020.12.11","38,900","550","38,950","39,400","38,200","1,703,929","현대건설"
"2020.12.10","38,350","1,550","36,650","39,350","36,550","4,034,397","현대건설"
"2020.12.09","36,800","300","36,750","37,200","36,450","1,162,859","현대건설"
"2020.12.08","36,500","1,100","37,700","37,700","36,250","1,649,813","현대건설"
"2020.12.07","37,600","1,000","37,250","37,900","36,600","2,818,394","현대건설"
"2020.12.04","36,600","1,650","35,350","36,750","34,950","3,229,954","현대건설"
"2020.12.03","34,950","300","34,700","35,000","34,150","776,347","현대건설"
"2020.12.02","34,650","100","34,700","34,900","34,400","643,251","현대건설"
"2020.12.01","34,550","950","34,050","34,750","33,950","768,491","현대건설"
"2020.11.30","33,600","1,500","35,000","35,250","33,600","1,448,489","현대건설"
"2020.11.27","35,100","800","34,150","35,200","33,900","1,096,787","현대건설"
"2020.11.26","34,300","350","34,650","34,800","33,800","892,720","현대건설"
"2020.11.25","34,650","50","35,000","35,700","34,100","2,121,240","현대건설"
"2020.11.24","34,600","650","34,500","34,900","34,150","1,426,814","현대건설"
"2020.11.23","33,950","350","33,400","34,150","33,100","765,122","현대건설"
"2020.11.20","33,600","50","33,650","34,000","33,450","666,816","현대건설"
"2020.11.19","33,550","500","34,100","34,100","33,300","876,229","현대건설"
"2020.11.18","34,050","150","34,300","34,450","33,700","1,115,655","현대건설"
"2020.11.17","34,200","1,100","33,600","34,950","33,300","3,107,894","현대건설"
"2020.11.16","33,100","600","32,550","33,300","32,400","1,009,328","현대건설"
"2020.11.13","32,500","100","32,350","32,700","32,000","782,266","현대건설"
"2020.11.12","32,600","750","33,350","33,350","32,500","1,069,149","현대건설"
"2020.11.11","33,350","400","33,150","33,350","32,750","1,172,390","현대건설"
"2020.11.10","32,950","1,200","32,400","33,250","32,050","2,108,776","현대건설"
"2020.11.09","31,750","700","31,250","31,800","31,100","739,098","현대건설"
"2020.11.06","31,050","250","31,300","31,550","30,950","554,258","현대건설"
"2020.11.05","31,300","250","31,350","31,550","30,850","828,936","현대건설"
"2020.11.04","31,550","400","31,400","31,850","31,000","853,254","현대건설"
"2020.11.03","31,150","400","30,950","31,300","30,900","509,754","현대건설"
"2020.11.02","30,750","100","30,850","31,050","30,650","366,612","현대건설"
"2020.10.30","30,650","350","30,350","31,150","30,200","708,820","현대건설"
"2020.10.29","30,300","600","30,350","30,550","30,100","579,482","현대건설"
"2021.03.25","204,500","1,000","205,500","208,000","203,000","154,502","LG이노텍"
"2021.03.24","203,500","2,000","203,000","207,000","201,500","167,205","LG이노텍"
"2021.03.23","205,500","6,000","214,000","216,000","204,500","257,086","LG이노텍"
"2021.03.22","211,500","500","213,000","214,000","210,000","111,425","LG이노텍"
"2021.03.19","211,000","2,500","209,000","213,500","207,000","141,441","LG이노텍"
"2021.03.18","213,500","3,500","219,000","220,000","212,500","220,459","LG이노텍"
"2021.03.17","217,000","4,000","220,000","220,500","214,000","178,665","LG이노텍"
"2021.03.16","221,000","4,000","219,500","225,000","219,000","217,323","LG이노텍"
"2021.03.15","217,000","1,000","216,500","221,500","213,500","192,660","LG이노텍"
"2021.03.12","218,000","7,000","214,500","222,000","214,000","299,513","LG이노텍"
"2021.03.11","211,000","500","212,000","215,000","208,500","299,731","LG이노텍"
"2021.03.10","210,500","4,000","214,000","220,500","209,500","381,872","LG이노텍"
"2021.03.09","206,500","4,000","210,500","211,500","202,000","255,952","LG이노텍"
"2021.03.08","210,500","3,000","212,000","217,000","210,000","272,992","LG이노텍"
"2021.03.05","207,500","3,500","205,000","209,000","202,000","204,028","LG이노텍"
"2021.03.04","211,000","1,500","206,000","212,000","204,500","202,665","LG이노텍"
"2021.03.03","209,500","6,500","202,500","210,000","202,000","185,300","LG이노텍"
"2021.03.02","203,000","4,000","207,000","207,000","200,500","246,761","LG이노텍"
"2021.02.26","199,000","9,000","199,500","203,500","198,000","413,677","LG이노텍"
"2021.02.25","208,000","4,000","211,500","214,000","206,000","347,498","LG이노텍"
"2021.02.24","204,000","16,500","221,000","223,500","202,000","489,849","LG이노텍"
"2021.02.23","220,500","4,500","223,500","229,500","219,000","288,361","LG이노텍"
"2021.02.22","225,000","5,000","234,500","235,000","225,000","378,942","LG이노텍"
"2021.02.19","230,000","18,000","215,000","230,500","210,000","707,031","LG이노텍"
"2021.02.18","212,000","5,000","220,000","222,500","210,500","368,998","LG이노텍"
"2021.02.17","217,000","6,000","209,500","217,500","205,000","292,302","LG이노텍"
"2021.02.16","211,000","0","211,000","213,000","208,000","161,047","LG이노텍"
"2021.02.15","211,000","1,500","217,500","218,000","210,000","183,852","LG이노텍"
"2021.02.10","212,500","8,500","204,500","214,000","201,000","310,647","LG이노텍"
"2021.02.09","204,000","3,000","208,000","211,000","204,000","195,818","LG이노텍"
"2021.02.08","207,000","4,500","211,000","212,500","205,000","187,887","LG이노텍"
"2021.02.05","211,500","500","215,000","216,000","208,000","186,972","LG이노텍"
"2021.02.04","212,000","2,500","217,500","218,500","210,000","310,813","LG이노텍"
"2021.02.03","214,500","12,000","206,000","215,000","203,500","441,969","LG이노텍"
"2021.02.02","202,500","4,500","208,000","211,500","201,500","329,292","LG이노텍"
"2021.02.01","207,000","7,000","200,000","207,500","195,500","290,111","LG이노텍"
"2021.01.29","200,000","9,500","211,500","213,500","198,500","542,741","LG이노텍"
"2021.01.28","209,500","10,500","213,500","214,500","206,000","632,490","LG이노텍"
"2021.01.27","220,000","4,500","225,500","227,000","216,000","522,506","LG이노텍"
"2021.01.26","224,500","14,000","221,000","238,000","219,000","1,625,867","LG이노텍"
"2021.01.25","210,500","10,500","203,500","212,000","202,000","461,840","LG이노텍"
"2021.01.22","200,000","5,500","207,000","215,000","200,000","496,533","LG이노텍"
"2021.01.21","205,500","500","205,000","210,000","199,000","711,740","LG이노텍"
"2021.01.20","205,000","16,500","192,000","205,000","189,000","1,109,736","LG이노텍"
"2021.01.19","188,500","6,500","182,000","189,500","180,000","228,725","LG이노텍"
"2021.01.18","182,000","3,000","182,000","185,000","181,000","149,560","LG이노텍"
"2021.01.15","185,000","4,000","190,000","191,000","183,500","215,907","LG이노텍"
"2021.01.14","189,000","0","187,500","191,000","186,000","316,009","LG이노텍"
"2021.01.13","189,000","2,000","189,500","193,000","187,000","314,286","LG이노텍"
"2021.01.12","187,000","1,500","192,000","192,500","182,000","406,147","LG이노텍"
"2021.01.11","188,500","5,000","197,000","201,000","184,000","580,791","LG이노텍"
"2021.01.08","193,500","5,500","190,000","198,000","185,000","600,020","LG이노텍"
"2021.01.07","188,000","5,500","184,000","191,500","182,500","479,823","LG이노텍"
"2021.01.06","182,500","6,000","191,500","192,500","182,000","424,225","LG이노텍"
"2021.01.05","188,500","4,000","189,500","191,500","184,000","388,129","LG이노텍"
"2021.01.04","192,500","10,000","185,500","196,500","185,000","464,216","LG이노텍"
"2020.12.30","182,500","1,000","182,500","183,500","179,500","257,042","LG이노텍"
"2020.12.29","183,500","3,000","182,000","190,000","181,000","406,603","LG이노텍"
"2020.12.28","180,500","6,500","176,500","186,500","175,500","771,237","LG이노텍"
"2020.12.24","174,000","11,000","184,500","185,500","172,000","688,721","LG이노텍"
"2020.12.23","185,000","21,000","166,000","208,500","161,500","3,484,070","LG이노텍"
"2020.12.22","164,000","5,500","170,500","171,000","164,000","167,230","LG이노텍"
"2020.12.21","169,500","3,500","167,000","169,500","164,000","173,420","LG이노텍"
"2020.12.18","166,000","1,000","168,000","169,000","165,500","138,580","LG이노텍"
"2020.12.17","167,000","1,000","166,500","170,500","166,000","233,676","LG이노텍"
"2020.12.16","168,000","5,500","169,500","171,500","166,500","423,567","LG이노텍"
"2020.12.15","162,500","0","163,000","164,000","161,000","133,061","LG이노텍"
"2020.12.14","162,500","2,000","165,000","165,000","161,500","133,735","LG이노텍"
"2020.12.11","164,500","4,500","167,500","168,500","163,500","264,882","LG이노텍"
"2020.12.10","169,000","5,500","163,000","169,000","161,000","273,932","LG이노텍"
"2020.12.09","163,500","1,000","164,500","164,500","161,500","157,713","LG이노텍"
"2020.12.08","162,500","1,500","164,500","165,500","162,000","209,293","LG이노텍"
"2020.12.07","164,000","6,500","172,000","173,000","163,500","385,408","LG이노텍"
"2020.12.04","170,500","10,000","164,000","173,000","162,500","829,883","LG이노텍"
"2020.12.03","160,500","4,000","158,500","160,500","156,000","195,174","LG이노텍"
"2020.12.02","156,500","1,500","157,000","159,500","155,500","215,078","LG이노텍"
"2020.12.01","155,000","0","156,500","157,500","154,000","193,287","LG이노텍"
"2020.11.30","155,000","5,500","161,000","161,500","155,000","313,156","LG이노텍"
"2020.11.27","160,500","500","158,500","161,000","158,500","140,059","LG이노텍"
"2020.11.26","160,000","1,000","160,500","161,000","157,000","94,007","LG이노텍"
"2020.11.25","159,000","2,500","162,000","164,000","158,500","213,338","LG이노텍"
"2020.11.24","161,500","1,500","162,500","163,000","160,500","193,958","LG이노텍"
"2020.11.23","163,000","0","164,000","164,000","161,000","164,547","LG이노텍"
"2020.11.20","163,000","2,000","161,500","163,500","159,500","186,947","LG이노텍"
"2020.11.19","161,000","7,500","155,000","161,500","154,000","360,149","LG이노텍"
"2020.11.18","153,500","500","153,500","155,500","152,500","113,229","LG이노텍"
"2020.11.17","153,000","4,500","156,500","157,000","153,000","180,600","LG이노텍"
"2020.11.16","157,500","2,000","157,500","159,500","156,000","186,462","LG이노텍"
"2020.11.13","155,500","1,500","153,000","156,000","151,500","137,464","LG이노텍"
"2020.11.12","154,000","1,500","153,000","154,000","151,500","134,041","LG이노텍"
"2020.11.11","152,500","500","151,000","153,000","150,000","124,132","LG이노텍"
"2020.11.10","152,000","1,500","154,500","154,500","150,000","159,329","LG이노텍"
"2020.11.09","153,500","1,000","154,000","155,500","153,000","96,829","LG이노텍"
"2020.11.06","152,500","3,500","157,000","157,000","151,500","121,591","LG이노텍"
"2020.11.05","156,000","500","156,000","159,000","155,500","134,538","LG이노텍"
"2020.11.04","155,500","3,500","154,000","157,500","152,000","170,064","LG이노텍"
"2020.11.03","152,000","1,000","152,000","153,000","150,500","98,272","LG이노텍"
"2020.11.02","151,000","1,000","152,000","152,000","148,500","97,298","LG이노텍"
"2020.10.30","152,000","6,000","157,000","157,000","152,000","144,349","LG이노텍"
"2020.10.29","158,000","4,000","158,000","159,500","155,000","120,338","LG이노텍"
"2021.03.25","65,300","200","65,000","65,800","64,700","267,930","코웨이"
"2021.03.24","65,100","1,000","64,600","65,500","64,100","216,173","코웨이"
"2021.03.23","64,100","200","64,800","65,200","63,800","579,430","코웨이"
"2021.03.22","64,300","1,600","65,600","65,900","64,300","399,745","코웨이"
"2021.03.19","65,900","1,300","66,500","66,500","65,400","459,952","코웨이"
"2021.03.18","67,200","400","67,000","67,600","66,900","279,124","코웨이"
"2021.03.17","66,800","500","67,800","68,300","66,800","315,713","코웨이"
"2021.03.16","67,300","600","67,200","67,900","66,800","321,931","코웨이"
"2021.03.15","66,700","100","67,000","67,200","66,400","145,642","코웨이"
"2021.03.12","66,600","300","66,400","66,900","66,300","210,625","코웨이"
"2021.03.11","66,300","600","67,000","67,600","66,300","290,528","코웨이"
"2021.03.10","66,900","100","67,400","67,500","66,300","219,518","코웨이"
"2021.03.09","67,000","600","66,600","67,500","65,700","360,933","코웨이"
"2021.03.08","66,400","1,800","64,800","67,300","64,800","337,171","코웨이"
"2021.03.05","64,600","700","65,100","65,400","64,200","268,508","코웨이"
"2021.03.04","65,300","600","65,000","66,300","64,400","366,781","코웨이"
"2021.03.03","65,900","1,000","64,700","66,000","64,700","337,317","코웨이"
"2021.03.02","64,900","200","64,900","66,200","64,100","369,319","코웨이"
"2021.02.26","64,700","2,300","66,000","66,600","64,600","446,834","코웨이"
"2021.02.25","67,000","400","66,400","67,500","66,000","300,350","코웨이"
"2021.02.24","66,600","600","67,700","67,800","66,600","287,549","코웨이"
"2021.02.23","67,200","100","67,300","67,600","66,200","257,156","코웨이"
"2021.02.22","67,300","1,000","68,700","68,800","66,800","282,250","코웨이"
"2021.02.19","68,300","1,500","69,900","70,000","67,500","513,571","코웨이"
"2021.02.18","69,800","1,200","71,400","71,800","69,800","289,881","코웨이"
"2021.02.17","71,000","1,300","72,200","72,200","70,900","184,446","코웨이"
"2021.02.16","72,300","1,200","71,300","72,300","71,100","159,699","코웨이"
"2021.02.15","71,100","500","72,900","72,900","71,100","223,003","코웨이"
"2021.02.10","71,600","300","71,700","72,300","71,300","549,916","코웨이"
"2021.02.09","71,300","500","70,800","71,500","70,800","241,858","코웨이"
"2021.02.08","70,800","700","70,400","71,500","70,000","283,558","코웨이"
"2021.02.05","70,100","500","69,800","70,200","69,100","294,107","코웨이"
"2021.02.04","69,600","1,800","71,200","71,600","69,200","408,656","코웨이"
"2021.02.03","71,400","500","71,100","72,400","71,000","275,843","코웨이"
"2021.02.02","71,900","700","71,100","73,000","70,600","243,182","코웨이"
"2021.02.01","72,600","2,900","70,400","72,800","69,900","284,341","코웨이"
"2021.01.29","69,700","1,300","71,200","71,500","69,600","368,070","코웨이"
"2021.01.28","71,000","1,600","71,300","71,600","70,600","282,042","코웨이"
"2021.01.27","72,600","1,200","74,400","74,500","72,400","313,186","코웨이"
"2021.01.26","73,800","100","74,300","75,900","73,500","318,935","코웨이"
"2021.01.25","73,900","400","74,100","74,800","73,500","238,643","코웨이"
"2021.01.22","73,500","400","73,100","74,100","72,200","257,987","코웨이"
"2021.01.21","73,100","100","72,800","73,600","72,600","165,219","코웨이"
"2021.01.20","73,000","1,000","74,100","74,100","72,100","312,740","코웨이"
"2021.01.19","74,000","800","74,000","74,500","73,300","220,316","코웨이"
"2021.01.18","73,200","600","73,700","74,800","72,700","267,987","코웨이"
"2021.01.15","73,800","1,500","76,100","76,500","73,400","295,080","코웨이"
"2021.01.14","75,300","2,100","73,200","75,800","73,100","484,753","코웨이"
"2021.01.13","73,200","1,100","72,700","73,600","71,600","327,741","코웨이"
"2021.01.12","72,100","400","72,500","72,500","70,800","351,291","코웨이"
"2021.01.11","72,500","1,600","73,200","73,600","71,000","496,795","코웨이"
"2021.01.08","74,100","700","73,300","74,500","72,900","408,308","코웨이"
"2021.01.07","73,400","1,000","73,100","73,900","72,300","312,586","코웨이"
"2021.01.06","72,400","500","72,700","73,300","72,100","242,135","코웨이"
"2021.01.05","72,900","300","73,000","73,100","71,700","265,586","코웨이"
"2021.01.04","73,200","500","73,000","73,700","72,200","222,312","코웨이"
"2020.12.30","72,700","1,100","72,000","72,900","71,600","226,533","코웨이"
"2020.12.29","71,600","1,100","71,200","72,000","70,900","209,865","코웨이"
"2020.12.28","72,700","300","72,200","72,900","71,800","174,719","코웨이"
"2020.12.24","72,400","800","72,400","72,500","71,400","157,566","코웨이"
"2020.12.23","71,600","600","71,300","72,100","70,800","179,456","코웨이"
"2020.12.22","71,000","800","71,700","71,700","70,800","181,493","코웨이"
"2020.12.21","71,800","500","71,900","72,900","71,200","191,106","코웨이"
"2020.12.18","71,300","1,100","70,300","71,700","70,300","300,577","코웨이"
"2020.12.17","70,200","800","70,700","70,900","70,200","217,359","코웨이"
"2020.12.16","71,000","1,000","70,600","71,000","70,100","159,775","코웨이"
"2020.12.15","70,000","500","71,300","71,400","69,900","252,194","코웨이"
"2020.12.14","70,500","800","71,600","71,700","70,200","183,911","코웨이"
"2020.12.11","71,300","1,300","70,600","71,700","70,200","292,661","코웨이"
"2020.12.10","70,000","500","71,100","71,100","69,500","264,340","코웨이"
"2020.12.09","70,500","900","69,700","70,900","69,600","177,714","코웨이"
"2020.12.08","69,600","1,100","71,300","71,300","69,600","268,120","코웨이"
"2020.12.07","70,700","400","71,200","71,500","70,600","184,524","코웨이"
"2020.12.04","71,100","0","71,700","72,100","70,400","266,748","코웨이"
"2020.12.03","71,100","100","70,200","71,500","70,100","211,912","코웨이"
"2020.12.02","71,200","1,200","70,100","71,400","69,800","261,390","코웨이"
"2020.12.01","70,000","600","70,700","70,900","69,800","243,284","코웨이"
"2020.11.30","69,400","1,800","70,800","71,200","69,400","406,005","코웨이"
"2020.11.27","71,200","200","71,100","71,300","70,800","124,874","코웨이"
"2020.11.26","71,000","300","70,800","71,800","70,500","165,450","코웨이"
"2020.11.25","71,300","500","71,300","72,400","71,100","254,675","코웨이"
"2020.11.24","71,800","500","72,400","72,900","71,200","306,999","코웨이"
"2020.11.23","72,300","100","72,700","73,400","72,000","167,337","코웨이"
"2020.11.20","72,200","700","71,900","72,400","71,200","182,328","코웨이"
"2020.11.19","71,500","1,700","72,400","72,900","70,800","260,346","코웨이"
"2020.11.18","73,200","1,100","72,200","73,500","72,100","149,749","코웨이"
"2020.11.17","72,100","2,500","73,800","73,900","72,100","305,044","코웨이"
"2020.11.16","74,600","1,400","73,200","75,300","72,800","178,076","코웨이"
"2020.11.13","73,200","900","73,700","74,500","72,600","184,544","코웨이"
"2020.11.12","74,100","2,700","76,100","76,200","74,100","287,410","코웨이"
"2020.11.11","76,800","1,800","74,500","76,800","74,400","226,734","코웨이"
"2020.11.10","75,000","800","74,400","75,500","73,900","145,585","코웨이"
"2020.11.09","74,200","700","74,700","75,400","73,700","156,487","코웨이"
"2020.11.06","74,900","400","74,500","75,500","72,800","291,570","코웨이"
"2020.11.05","74,500","4,300","71,300","74,500","70,900","390,774","코웨이"
"2020.11.04","70,200","200","70,700","71,500","70,000","229,540","코웨이"
"2020.11.03","70,000","800","70,300","70,800","69,600","190,320","코웨이"
"2020.11.02","70,800","1,400","69,600","71,300","69,600","189,558","코웨이"
"2020.10.30","69,400","800","70,300","70,400","68,000","416,840","코웨이"
"2020.10.29","70,200","1,600","71,400","71,600","69,600","167,758","코웨이"
"2021.03.25","86,300","1,200","84,600","86,400","84,500","181,287","한국금융지주"
"2021.03.24","85,100","1,400","85,800","86,300","84,900","228,878","한국금융지주"
"2021.03.23","86,500","300","87,200","87,600","86,100","197,816","한국금융지주"
"2021.03.22","86,800","700","87,800","88,000","86,300","188,476","한국금융지주"
"2021.03.19","87,500","0","86,200","88,100","86,000","281,709","한국금융지주"
"2021.03.18","87,500","1,100","86,700","88,500","86,500","263,581","한국금융지주"
"2021.03.17","86,400","800","87,100","87,700","85,600","193,402","한국금융지주"
"2021.03.16","87,200","300","87,300","88,000","86,700","164,464","한국금융지주"
"2021.03.15","86,900","400","87,300","88,300","86,200","210,621","한국금융지주"
"2021.03.12","87,300","1,000","87,300","88,000","86,600","250,534","한국금융지주"
"2021.03.11","86,300","2,300","84,500","87,300","83,500","455,000","한국금융지주"
"2021.03.10","84,000","600","85,800","86,000","83,100","284,946","한국금융지주"
"2021.03.09","84,600","900","86,300","86,700","82,200","469,273","한국금융지주"
"2021.03.08","85,500","800","87,900","88,000","85,500","357,649","한국금융지주"
"2021.03.05","86,300","1,900","86,900","87,500","85,500","358,492","한국금융지주"
"2021.03.04","88,200","1,300","88,100","89,500","87,300","327,506","한국금융지주"
"2021.03.03","89,500","2,200","87,600","89,600","86,700","369,778","한국금융지주"
"2021.03.02","87,300","0","88,800","89,500","86,200","428,689","한국금융지주"
"2021.02.26","87,300","4,700","90,000","90,600","86,000","952,376","한국금융지주"
"2021.02.25","92,000","500","93,300","94,100","91,000","531,151","한국금융지주"
"2021.02.24","91,500","1,700","93,700","95,900","91,300","598,404","한국금융지주"
"2021.02.23","93,200","100","93,300","95,000","92,700","492,743","한국금융지주"
"2021.02.22","93,300","1,200","94,900","96,200","92,800","447,241","한국금융지주"
"2021.02.19","94,500","3,100","92,000","94,800","90,600","883,597","한국금융지주"
"2021.02.18","91,400","1,700","89,600","92,500","89,100","585,345","한국금융지주"
"2021.02.17","89,700","700","90,600","91,100","89,200","371,503","한국금융지주"
"2021.02.16","90,400","1,300","91,700","92,200","89,700","404,590","한국금융지주"
"2021.02.15","91,700","5,100","87,800","92,000","87,500","920,239","한국금융지주"
"2021.02.10","86,600","0","86,800","87,500","85,300","290,258","한국금융지주"
"2021.02.09","86,600","600","87,000","87,300","86,200","285,533","한국금융지주"
"2021.02.08","86,000","800","85,300","86,700","85,000","362,000","한국금융지주"
"2021.02.05","85,200","1,800","84,000","85,900","83,900","340,310","한국금융지주"
"2021.02.04","83,400","2,000","85,000","85,100","82,500","384,706","한국금융지주"
"2021.02.03","85,400","100","86,200","86,500","84,800","297,055","한국금융지주"
"2021.02.02","85,500","900","84,900","86,700","84,200","314,073","한국금융지주"
"2021.02.01","84,600","3,300","81,300","84,700","80,500","378,764","한국금융지주"
"2021.01.29","81,300","4,700","86,700","86,800","80,100","761,747","한국금융지주"
"2021.01.28","86,000","3,800","87,500","87,600","85,600","794,811","한국금융지주"
"2021.01.27","89,800","2,900","87,900","92,000","87,700","856,077","한국금융지주"
"2021.01.26","86,900","1,200","89,400","89,400","86,600","431,009","한국금융지주"
"2021.01.25","88,100","1,300","87,000","88,200","86,200","257,649","한국금융지주"
"2021.01.22","86,800","600","87,400","89,000","86,400","405,420","한국금융지주"
"2021.01.21","87,400","800","88,400","88,700","86,900","301,509","한국금융지주"
"2021.01.20","88,200","400","88,100","88,500","86,100","363,232","한국금융지주"
"2021.01.19","87,800","3,400","85,200","87,900","84,100","404,137","한국금융지주"
"2021.01.18","84,400","2,000","85,400","86,400","83,900","429,680","한국금융지주"
"2021.01.15","86,400","1,400","88,700","89,800","86,200","543,288","한국금융지주"
"2021.01.14","87,800","1,400","86,500","88,300","86,100","507,456","한국금융지주"
"2021.01.13","86,400","900","86,500","88,900","85,100","642,694","한국금융지주"
"2021.01.12","85,500","3,300","89,100","89,200","82,500","1,065,789","한국금융지주"
"2021.01.11","88,800","1,000","90,700","95,400","87,200","1,564,294","한국금융지주"
"2021.01.08","89,800","1,200","89,500","92,200","88,000","762,217","한국금융지주"
"2021.01.07","88,600","1,600","89,000","89,600","86,900","734,062","한국금융지주"
"2021.01.06","87,000","4,000","84,000","89,400","83,800","1,626,783","한국금융지주"
"2021.01.05","83,000","700","81,400","83,300","79,800","642,848","한국금융지주"
"2021.01.04","82,300","3,300","78,900","83,600","78,300","736,512","한국금융지주"
"2020.12.30","79,000","100","79,000","79,400","77,900","377,201","한국금융지주"
"2020.12.29","79,100","900","78,600","79,800","78,200","533,457","한국금융지주"
"2020.12.28","80,000","0","80,800","80,800","78,700","416,592","한국금융지주"
"2020.12.24","80,000","700","79,500","80,600","79,500","386,634","한국금융지주"
"2020.12.23","79,300","2,200","78,100","79,400","77,400","519,477","한국금융지주"
"2020.12.22","77,100","300","77,000","78,900","76,500","512,620","한국금융지주"
"2020.12.21","76,800","1,100","76,200","76,900","75,000","240,792","한국금융지주"
"2020.12.18","75,700","100","75,800","76,400","75,400","271,153","한국금융지주"
"2020.12.17","75,600","1,200","76,600","76,800","75,400","408,279","한국금융지주"
"2020.12.16","76,800","200","77,400","78,100","76,500","289,029","한국금융지주"
"2020.12.15","77,000","600","77,500","77,700","76,200","336,375","한국금융지주"
"2020.12.14","77,600","1,400","78,800","78,800","77,500","303,425","한국금융지주"
"2020.12.11","79,000","1,000","78,400","79,800","78,200","341,959","한국금융지주"
"2020.12.10","78,000","0","77,300","78,500","76,800","617,234","한국금융지주"
"2020.12.09","78,000","200","78,200","79,000","77,600","348,847","한국금융지주"
"2020.12.08","77,800","2,100","80,000","80,200","77,500","410,050","한국금융지주"
"2020.12.07","79,900","800","81,600","82,100","78,500","589,878","한국금융지주"
"2020.12.04","80,700","2,800","78,300","82,200","77,800","977,923","한국금융지주"
"2020.12.03","77,900","500","77,400","78,800","76,100","559,983","한국금융지주"
"2020.12.02","77,400","900","76,800","77,600","76,100","358,798","한국금융지주"
"2020.12.01","76,500","2,400","75,100","76,800","75,000","342,000","한국금융지주"
"2020.11.30","74,100","3,000","77,300","77,700","74,100","597,389","한국금융지주"
"2020.11.27","77,100","1,300","78,400","78,700","76,200","453,051","한국금융지주"
"2020.11.26","78,400","1,800","76,600","78,800","76,100","464,665","한국금융지주"
"2020.11.25","76,600","700","76,900","79,300","75,400","857,590","한국금융지주"
"2020.11.24","75,900","200","76,600","76,700","75,200","369,265","한국금융지주"
"2020.11.23","76,100","1,300","74,500","76,800","73,900","488,268","한국금융지주"
"2020.11.20","74,800","800","74,100","75,400","73,600","284,451","한국금융지주"
"2020.11.19","74,000","1,500","74,700","74,900","73,600","341,142","한국금융지주"
"2020.11.18","75,500","100","75,600","76,300","74,600","321,035","한국금융지주"
"2020.11.17","75,600","1,600","77,000","77,400","74,500","602,841","한국금융지주"
"2020.11.16","77,200","3,200","74,800","77,900","74,600","688,676","한국금융지주"
"2020.11.13","74,000","1,200","74,700","76,100","73,400","432,276","한국금융지주"
"2020.11.12","75,200","2,000","77,700","77,800","74,800","734,128","한국금융지주"
"2020.11.11","77,200","4,700","72,300","78,000","72,200","1,057,131","한국금융지주"
"2020.11.10","72,500","100","73,900","74,100","72,000","391,540","한국금융지주"
"2020.11.09","72,400","1,200","71,800","73,500","71,300","486,115","한국금융지주"
"2020.11.06","71,200","1,000","72,600","72,800","70,800","258,582","한국금융지주"
"2020.11.05","72,200","1,300","71,500","72,700","71,000","271,760","한국금융지주"
"2020.11.04","70,900","500","72,100","72,500","70,300","274,146","한국금융지주"
"2020.11.03","71,400","1,700","70,000","71,800","69,600","244,619","한국금융지주"
"2020.11.02","69,700","1,100","68,600","69,800","68,600","178,837","한국금융지주"
"2020.10.30","68,600","2,800","71,300","71,300","68,600","286,425","한국금융지주"
"2020.10.29","71,400","900","71,000","71,400","69,800","339,121","한국금융지주"
