"날짜","종가","전일비","시가","고가","저가","거래량","종목"
"2021.03.25","81,200","200","81,000","82,100","80,800","14,652,572","삼성전자"
"2021.03.24","81,000","800","81,000","81,600","80,700","17,926,638","삼성전자"
"2021.03.23","81,800","200","82,600","82,900","81,800","13,299,907","삼성전자"
"2021.03.22","82,000","100","82,000","82,300","81,700","12,670,506","삼성전자"
"2021.03.19","81,900","1,000","82,100","82,500","81,800","15,869,700","삼성전자"
"2021.03.18","82,900","600","82,800","83,800","82,600","18,585,244","삼성전자"
"2021.03.17","82,300","500","82,800","82,900","82,000","11,625,146","삼성전자"
"2021.03.16","82,800","1,000","82,200","83,000","82,100","12,293,537","삼성전자"
"2021.03.15","81,800","1,000","82,800","82,900","81,800","13,735,798","삼성전자"
"2021.03.12","82,800","800","83,100","83,500","82,400","13,530,573","삼성전자"
"2021.03.11","82,000","1,100","81,000","82,500","81,000","23,818,297","삼성전자"
"2021.03.10","80,900","500","82,400","82,500","80,700","20,038,422","삼성전자"
"2021.03.09","81,400","600","81,400","81,900","80,600","25,420,764","삼성전자"
"2021.03.08","82,000","100","82,900","83,000","81,600","17,641,256","삼성전자"
"2021.03.05","82,100","300","81,100","82,600","81,100","20,508,971","삼성전자"
"2021.03.04","82,400","1,600","82,600","83,200","82,200","24,348,331","삼성전자"
"2021.03.03","84,000","400","83,500","84,000","82,800","19,882,132","삼성전자"
"2021.03.02","83,600","1,100","85,100","85,300","83,000","33,498,180","삼성전자"
"2021.02.26","82,500","2,800","82,800","83,400","82,000","38,520,800","삼성전자"
"2021.02.25","85,300","3,300","84,000","85,400","83,000","34,155,986","삼성전자"
"2021.02.24","82,000","0","81,800","83,600","81,300","26,807,651","삼성전자"
"2021.02.23","82,000","200","81,200","82,900","81,100","20,587,314","삼성전자"
"2021.02.22","82,200","400","83,800","84,200","82,200","25,419,886","삼성전자"
"2021.02.19","82,600","500","82,300","82,800","81,000","25,880,879","삼성전자"
"2021.02.18","82,100","1,100","83,200","83,600","82,100","21,327,683","삼성전자"
"2021.02.17","83,200","1,700","83,900","84,200","83,000","18,307,735","삼성전자"
"2021.02.16","84,900","700","84,500","86,000","84,200","20,483,100","삼성전자"
"2021.02.15","84,200","2,600","83,800","84,500","83,300","23,529,706","삼성전자"
"2021.02.10","81,600","1,100","82,600","82,600","81,600","23,025,766","삼성전자"
"2021.02.09","82,700","300","84,000","84,800","82,700","20,898,332","삼성전자"
"2021.02.08","83,000","500","83,800","84,200","83,000","15,338,765","삼성전자"
"2021.02.05","83,500","1,000","83,100","84,000","82,500","18,036,835","삼성전자"
"2021.02.04","82,500","2,100","83,500","83,800","82,100","24,171,688","삼성전자"
"2021.02.03","84,600","200","84,800","85,400","83,400","22,112,205","삼성전자"
"2021.02.02","84,400","1,400","84,100","86,400","83,700","26,302,077","삼성전자"
"2021.02.01","83,000","1,000","81,700","83,400","81,000","28,046,832","삼성전자"
"2021.01.29","82,000","1,700","84,500","85,000","82,000","39,615,978","삼성전자"
"2021.01.28","83,700","1,900","83,200","85,600","83,200","31,859,808","삼성전자"
"2021.01.27","85,600","1,100","86,600","87,700","85,600","26,423,070","삼성전자"
"2021.01.26","86,700","2,700","88,800","89,200","86,500","33,178,936","삼성전자"
"2021.01.25","89,400","2,600","87,000","89,900","86,300","27,258,534","삼성전자"
"2021.01.22","86,800","1,300","89,000","89,700","86,800","30,861,661","삼성전자"
"2021.01.21","88,100","900","87,500","88,600","86,500","25,318,011","삼성전자"
"2021.01.20","87,200","200","89,000","89,000","86,500","25,211,127","삼성전자"
"2021.01.19","87,000","2,000","84,500","88,000","83,600","39,895,044","삼성전자"
"2021.01.18","85,000","3,000","86,600","87,300","84,100","43,227,951","삼성전자"
"2021.01.15","88,000","1,700","89,800","91,800","88,000","33,431,809","삼성전자"
"2021.01.14","89,700","0","88,700","90,000","88,700","26,393,970","삼성전자"
"2021.01.13","89,700","900","89,800","91,200","89,100","36,068,848","삼성전자"
"2021.01.12","90,600","400","90,300","91,400","87,800","48,682,416","삼성전자"
"2021.01.11","91,000","2,200","90,000","96,800","89,500","90,306,177","삼성전자"
"2021.01.08","88,800","5,900","83,300","90,000","83,000","59,013,307","삼성전자"
"2021.01.07","82,900","700","82,800","84,200","82,700","32,644,642","삼성전자"
"2021.01.06","82,200","1,700","83,300","84,500","82,100","42,089,013","삼성전자"
"2021.01.05","83,900","900","81,600","83,900","81,600","35,335,669","삼성전자"
"2021.01.04","83,000","2,000","81,000","84,400","80,200","38,655,276","삼성전자"
"2020.12.30","81,000","2,700","77,400","81,300","77,300","29,417,421","삼성전자"
"2020.12.29","78,300","400","78,800","78,900","77,300","30,339,449","삼성전자"
"2020.12.28","78,700","900","79,000","80,100","78,200","40,085,044","삼성전자"
"2020.12.24","77,800","3,900","74,100","78,800","74,000","32,502,870","삼성전자"
"2020.12.23","73,900","1,600","72,400","74,000","72,300","19,411,326","삼성전자"
"2020.12.22","72,300","700","72,500","73,200","72,100","16,304,910","삼성전자"
"2020.12.21","73,000","0","73,100","73,400","72,000","20,367,355","삼성전자"
"2020.12.18","73,000","300","73,300","73,700","73,000","17,613,029","삼성전자"
"2020.12.17","73,300","500","73,400","73,700","72,600","24,293,214","삼성전자"
"2020.12.16","73,800","0","74,100","74,500","73,400","17,512,081","삼성전자"
"2020.12.15","73,800","0","73,800","74,100","73,300","20,863,671","삼성전자"
"2020.12.14","73,800","400","73,600","74,500","73,200","21,510,415","삼성전자"
"2020.12.11","73,400","500","73,500","73,800","73,100","18,486,672","삼성전자"
"2020.12.10","72,900","1,000","72,700","73,800","72,500","39,882,928","삼성전자"
"2020.12.09","73,900","2,200","72,100","73,900","72,000","24,077,996","삼성전자"
"2020.12.08","71,700","1,200","72,200","72,900","71,600","25,000,338","삼성전자"
"2020.12.07","72,900","1,400","72,400","73,500","71,900","28,490,496","삼성전자"
"2020.12.04","71,500","1,800","70,400","72,100","70,100","28,130,533","삼성전자"
"2020.12.03","69,700","200","70,100","70,500","69,300","23,677,989","삼성전자"
"2020.12.02","69,500","1,700","68,400","69,900","68,300","29,703,942","삼성전자"
"2020.12.01","67,800","1,100","67,100","68,300","67,100","22,327,173","삼성전자"
"2020.11.30","66,700","1,500","68,400","68,600","66,700","43,811,016","삼성전자"
"2020.11.27","68,200","200","68,000","68,400","67,600","14,063,434","삼성전자"
"2020.11.26","68,000","1,400","66,100","68,000","66,000","19,023,323","삼성전자"
"2020.11.25","66,600","1,100","67,900","68,300","66,500","32,447,065","삼성전자"
"2020.11.24","67,700","200","67,900","69,500","67,000","32,158,235","삼성전자"
"2020.11.23","67,500","2,800","64,800","67,800","64,700","27,134,398","삼성전자"
"2020.11.20","64,700","100","63,900","65,200","63,900","15,068,682","삼성전자"
"2020.11.19","64,600","200","64,100","64,800","63,900","16,590,290","삼성전자"
"2020.11.18","64,800","900","65,700","66,200","64,700","22,963,790","삼성전자"
"2020.11.17","65,700","600","67,000","67,000","65,600","30,204,089","삼성전자"
"2020.11.16","66,300","3,100","64,000","66,700","63,900","36,354,334","삼성전자"
"2020.11.13","63,200","2,200","61,300","63,200","61,000","31,508,829","삼성전자"
"2020.11.12","61,000","300","61,000","61,400","60,700","19,800,573","삼성전자"
"2020.11.11","61,300","1,100","60,700","61,400","60,400","25,628,510","삼성전자"
"2020.11.10","60,200","0","60,500","60,500","59,500","19,073,552","삼성전자"
"2020.11.09","60,200","100","60,700","60,900","60,100","15,892,961","삼성전자"
"2020.11.06","60,100","200","60,700","60,800","59,600","16,910,230","삼성전자"
"2020.11.05","60,300","1,800","59,000","60,300","58,800","20,639,475","삼성전자"
"2020.11.04","58,500","300","58,900","59,000","57,800","21,718,561","삼성전자"
"2020.11.03","58,800","1,400","57,900","58,900","57,600","14,950,919","삼성전자"
"2020.11.02","57,400","800","56,400","57,500","56,000","20,489,076","삼성전자"
"2020.10.30","56,600","1,500","58,000","58,000","56,600","26,907,844","삼성전자"
"2020.10.29","58,100","900","58,200","58,500","57,500","22,636,966","삼성전자"
"2021.03.25","133,000","500","133,000","134,500","130,500","4,125,901","SK하이닉스"
"2021.03.24","133,500","1,500","133,000","134,500","131,500","3,894,080","SK하이닉스"
"2021.03.23","135,000","3,000","139,000","139,500","134,000","3,839,090","SK하이닉스"
"2021.03.22","138,000","0","138,500","140,000","137,000","2,727,719","SK하이닉스"
"2021.03.19","138,000","4,000","138,000","139,500","137,000","4,015,627","SK하이닉스"
"2021.03.18","142,000","2,000","142,500","145,000","141,000","4,426,840","SK하이닉스"
"2021.03.17","140,000","500","141,000","141,000","138,500","2,588,319","SK하이닉스"
"2021.03.16","140,500","4,000","138,500","140,500","138,000","3,304,561","SK하이닉스"
"2021.03.15","136,500","3,500","141,500","142,000","136,000","4,289,990","SK하이닉스"
"2021.03.12","140,000","3,000","140,500","142,500","139,500","4,548,695","SK하이닉스"
"2021.03.11","137,000","4,000","134,500","139,000","134,000","6,707,671","SK하이닉스"
"2021.03.10","133,000","3,500","140,500","140,500","132,500","5,614,476","SK하이닉스"
"2021.03.09","136,500","1,000","134,000","137,500","130,500","7,822,152","SK하이닉스"
"2021.03.08","135,500","4,500","143,000","143,000","135,500","5,587,787","SK하이닉스"
"2021.03.05","140,000","2,000","138,000","141,500","136,500","6,091,444","SK하이닉스"
"2021.03.04","142,000","5,000","143,000","145,500","139,500","6,586,562","SK하이닉스"
"2021.03.03","147,000","2,500","142,500","147,000","139,500","5,827,221","SK하이닉스"
"2021.03.02","144,500","3,000","149,000","150,500","141,000","9,376,523","SK하이닉스"
"2021.02.26","141,500","7,000","143,500","145,000","138,000","10,843,268","SK하이닉스"
"2021.02.25","148,500","12,500","141,000","149,500","140,000","9,936,495","SK하이닉스"
"2021.02.24","136,000","2,500","137,500","143,500","134,000","9,074,809","SK하이닉스"
"2021.02.23","138,500","2,000","133,500","140,000","131,500","6,400,037","SK하이닉스"
"2021.02.22","136,500","3,500","136,000","139,500","135,000","7,961,516","SK하이닉스"
"2021.02.19","133,000","7,000","129,000","133,000","128,500","6,986,526","SK하이닉스"
"2021.02.18","126,000","4,000","128,500","130,000","125,500","3,792,425","SK하이닉스"
"2021.02.17","130,000","2,500","131,000","131,000","128,000","3,621,178","SK하이닉스"
"2021.02.16","132,500","500","132,500","134,000","130,500","3,218,689","SK하이닉스"
"2021.02.15","132,000","6,000","130,000","132,500","130,000","5,384,526","SK하이닉스"
"2021.02.10","126,000","500","125,500","127,000","124,500","4,262,526","SK하이닉스"
"2021.02.09","125,500","500","127,500","130,000","125,000","5,177,095","SK하이닉스"
"2021.02.08","125,000","2,500","127,500","128,000","125,000","2,876,471","SK하이닉스"
"2021.02.05","127,500","2,500","126,500","128,000","124,500","3,497,303","SK하이닉스"
"2021.02.04","125,000","5,000","127,500","128,500","124,000","4,600,618","SK하이닉스"
"2021.02.03","130,000","0","131,000","131,500","128,500","3,693,688","SK하이닉스"
"2021.02.02","130,000","5,000","128,500","132,500","127,000","4,880,067","SK하이닉스"
"2021.02.01","125,000","2,500","121,000","126,000","118,000","5,620,305","SK하이닉스"
"2021.01.29","122,500","500","128,500","128,500","121,500","7,391,307","SK하이닉스"
"2021.01.28","123,000","5,500","124,000","125,500","121,500","6,270,829","SK하이닉스"
"2021.01.27","128,500","500","129,500","132,000","127,500","5,068,456","SK하이닉스"
"2021.01.26","129,000","6,000","134,000","134,000","128,500","6,270,106","SK하이닉스"
"2021.01.25","135,000","6,500","130,000","135,000","129,500","5,061,864","SK하이닉스"
"2021.01.22","128,500","3,000","131,500","132,000","128,500","3,927,767","SK하이닉스"
"2021.01.21","131,500","1,000","131,500","133,000","130,000","3,067,677","SK하이닉스"
"2021.01.20","130,500","0","134,000","135,000","130,000","4,913,282","SK하이닉스"
"2021.01.19","130,500","500","131,000","132,000","128,500","4,513,315","SK하이닉스"
"2021.01.18","130,000","2,500","126,000","131,000","125,000","5,927,419","SK하이닉스"
"2021.01.15","127,500","3,000","133,000","135,000","127,000","4,838,114","SK하이닉스"
"2021.01.14","130,500","2,500","132,500","133,000","129,000","5,380,278","SK하이닉스"
"2021.01.13","133,000","4,000","129,000","133,500","128,500","6,791,044","SK하이닉스"
"2021.01.12","129,000","4,000","132,000","133,500","125,500","8,700,877","SK하이닉스"
"2021.01.11","133,000","5,000","138,000","140,000","131,000","11,154,671","SK하이닉스"
"2021.01.08","138,000","3,500","136,000","138,000","132,500","8,713,010","SK하이닉스"
"2021.01.07","134,500","3,500","132,500","137,500","131,500","5,981,299","SK하이닉스"
"2021.01.06","131,000","500","132,500","137,000","130,000","8,525,749","SK하이닉스"
"2021.01.05","130,500","4,500","124,500","132,500","124,000","7,180,224","SK하이닉스"
"2021.01.04","126,000","7,500","124,500","128,000","120,500","7,995,016","SK하이닉스"
"2020.12.30","118,500","2,500","116,000","118,500","114,500","4,195,192","SK하이닉스"
"2020.12.29","116,000","500","118,000","118,500","114,000","4,208,916","SK하이닉스"
"2020.12.28","115,500","2,500","119,000","119,500","115,000","4,825,132","SK하이닉스"
"2020.12.24","118,000","2,000","116,000","118,500","115,500","3,486,636","SK하이닉스"
"2020.12.23","116,000","3,500","113,000","116,000","112,500","3,173,156","SK하이닉스"
"2020.12.22","112,500","3,500","115,000","115,500","112,500","4,270,842","SK하이닉스"
"2020.12.21","116,000","2,500","118,000","118,000","114,500","3,585,805","SK하이닉스"
"2020.12.18","118,500","1,000","118,500","119,000","117,500","3,010,798","SK하이닉스"
"2020.12.17","119,500","2,000","118,500","119,500","117,000","3,649,945","SK하이닉스"
"2020.12.16","117,500","0","119,000","119,500","117,000","2,213,552","SK하이닉스"
"2020.12.15","117,500","500","118,500","118,500","115,000","2,755,902","SK하이닉스"
"2020.12.14","117,000","1,500","116,000","119,000","115,500","3,066,761","SK하이닉스"
"2020.12.11","115,500","1,000","118,000","118,000","115,000","3,944,552","SK하이닉스"
"2020.12.10","116,500","4,000","117,000","118,500","115,500","8,205,744","SK하이닉스"
"2020.12.09","120,500","5,500","116,000","121,000","115,000","5,490,760","SK하이닉스"
"2020.12.08","115,000","3,000","118,000","118,000","114,000","4,536,460","SK하이닉스"
"2020.12.07","118,000","3,000","118,500","120,000","116,000","5,191,354","SK하이닉스"
"2020.12.04","115,000","3,500","116,000","119,500","112,500","8,258,814","SK하이닉스"
"2020.12.03","111,500","2,500","110,500","114,500","109,000","6,617,912","SK하이닉스"
"2020.12.02","109,000","8,500","103,000","109,500","103,000","7,488,361","SK하이닉스"
"2020.12.01","100,500","3,000","98,600","101,500","97,800","4,455,519","SK하이닉스"
"2020.11.30","97,500","1,300","99,700","99,800","97,300","3,877,841","SK하이닉스"
"2020.11.27","98,800","600","99,600","99,900","98,200","1,976,047","SK하이닉스"
"2020.11.26","99,400","2,200","96,800","99,500","96,300","2,933,290","SK하이닉스"
"2020.11.25","97,200","1,400","100,500","100,500","96,300","4,081,524","SK하이닉스"
"2020.11.24","98,600","1,400","101,000","102,000","98,300","3,766,043","SK하이닉스"
"2020.11.23","100,000","3,200","97,300","101,000","96,600","4,149,013","SK하이닉스"
"2020.11.20","96,800","1,400","99,000","99,000","96,800","2,424,003","SK하이닉스"
"2020.11.19","98,200","200","96,200","98,300","96,000","2,766,688","SK하이닉스"
"2020.11.18","98,000","100","99,800","100,500","96,600","3,734,037","SK하이닉스"
"2020.11.17","98,100","100","97,400","99,600","96,500","5,218,295","SK하이닉스"
"2020.11.16","98,000","8,300","92,100","98,100","91,100","9,274,278","SK하이닉스"
"2020.11.13","89,700","1,600","88,100","90,000","87,500","3,774,278","SK하이닉스"
"2020.11.12","88,100","1,100","87,600","88,400","87,000","4,006,433","SK하이닉스"
"2020.11.11","87,000","500","86,100","87,200","85,900","2,638,617","SK하이닉스"
"2020.11.10","86,500","500","86,900","87,200","85,900","2,849,783","SK하이닉스"
"2020.11.09","86,000","300","86,500","87,300","85,600","2,444,330","SK하이닉스"
"2020.11.06","86,300","200","86,500","87,700","86,000","2,863,808","SK하이닉스"
"2020.11.05","86,100","2,900","84,100","86,200","83,300","4,082,325","SK하이닉스"
"2020.11.04","83,200","1,800","82,100","84,400","81,200","3,782,296","SK하이닉스"
"2020.11.03","81,400","1,800","79,600","81,400","79,600","2,057,723","SK하이닉스"
"2020.11.02","79,600","300","80,200","80,600","79,200","2,000,394","SK하이닉스"
"2020.10.30","79,900","1,800","81,600","82,100","79,900","2,710,477","SK하이닉스"
"2020.10.29","81,700","1,200","81,900","82,400","81,000","2,637,314","SK하이닉스"
"2021.03.25","380,000","7,000","381,500","384,000","378,000","667,726","NAVER"
"2021.03.24","387,000","1,000","380,000","387,000","376,000","763,754","NAVER"
"2021.03.23","386,000","10,500","397,000","399,000","384,000","1,167,110","NAVER"
"2021.03.22","396,500","5,500","402,500","405,500","393,000","911,358","NAVER"
"2021.03.19","402,000","1,500","397,000","407,500","395,000","1,258,199","NAVER"
"2021.03.18","403,500","20,000","388,500","410,000","386,500","1,818,409","NAVER"
"2021.03.17","383,500","2,000","388,000","391,500","380,500","1,200,355","NAVER"
"2021.03.16","385,500","2,500","384,500","389,500","384,000","574,082","NAVER"
"2021.03.15","383,000","2,500","382,000","385,500","377,500","609,496","NAVER"
"2021.03.12","380,500","7,000","396,000","396,000","378,500","969,276","NAVER"
"2021.03.11","373,500","1,500","372,500","377,500","366,000","1,024,741","NAVER"
"2021.03.10","372,000","10,500","373,000","378,000","368,000","946,917","NAVER"
"2021.03.09","361,500","7,000","366,500","371,500","350,000","1,313,900","NAVER"
"2021.03.08","368,500","9,000","382,000","386,000","366,500","1,031,748","NAVER"
"2021.03.05","377,500","14,000","386,000","386,500","371,000","1,594,386","NAVER"
"2021.03.04","391,500","8,000","392,000","401,000","389,000","1,585,134","NAVER"
"2021.03.03","399,500","22,000","379,000","399,500","377,500","1,287,551","NAVER"
"2021.03.02","377,500","2,500","389,000","390,000","375,500","1,240,322","NAVER"
"2021.02.26","375,000","8,000","372,000","378,500","368,500","1,170,208","NAVER"
"2021.02.25","383,000","9,000","380,500","384,500","374,500","757,476","NAVER"
"2021.02.24","374,000","16,500","389,500","391,500","374,000","1,078,485","NAVER"
"2021.02.23","390,500","4,000","379,000","394,500","378,500","1,017,577","NAVER"
"2021.02.22","386,500","11,500","400,000","405,500","384,500","1,289,395","NAVER"
"2021.02.19","398,000","10,000","387,000","398,500","385,500","1,047,043","NAVER"
"2021.02.18","388,000","4,000","391,500","400,000","386,500","1,020,222","NAVER"
"2021.02.17","392,000","2,000","396,500","396,500","386,000","1,161,595","NAVER"
"2021.02.16","394,000","8,500","391,500","405,000","390,000","1,567,108","NAVER"
"2021.02.15","385,500","19,000","383,500","388,000","378,000","1,172,475","NAVER"
"2021.02.10","366,500","8,000","365,000","368,500","359,000","1,147,417","NAVER"
"2021.02.09","358,500","1,000","359,500","362,000","355,000","667,655","NAVER"
"2021.02.08","357,500","5,000","361,500","364,500","357,000","712,484","NAVER"
"2021.02.05","362,500","4,500","363,500","371,500","356,500","982,325","NAVER"
"2021.02.04","358,000","12,500","368,000","368,500","356,000","1,160,116","NAVER"
"2021.02.03","370,500","8,000","366,500","371,000","361,000","1,197,680","NAVER"
"2021.02.02","362,500","14,500","358,000","373,000","353,000","1,951,062","NAVER"
"2021.02.01","348,000","5,000","346,500","352,500","341,500","988,630","NAVER"
"2021.01.29","343,000","12,000","362,000","362,000","340,500","1,607,894","NAVER"
"2021.01.28","355,000","13,500","336,000","366,000","335,000","2,285,696","NAVER"
"2021.01.27","341,500","500","347,000","352,000","339,500","1,149,246","NAVER"
"2021.01.26","342,000","7,000","350,500","351,000","338,000","1,247,284","NAVER"
"2021.01.25","349,000","5,500","349,000","353,000","340,000","1,593,848","NAVER"
"2021.01.22","343,500","21,000","332,000","350,000","326,000","3,303,950","NAVER"
"2021.01.21","322,500","14,500","316,500","326,000","316,000","1,941,446","NAVER"
"2021.01.20","308,000","0","313,500","313,500","302,000","885,472","NAVER"
"2021.01.19","308,000","7,500","303,500","310,500","299,500","880,238","NAVER"
"2021.01.18","300,500","5,500","304,500","308,500","300,000","864,969","NAVER"
"2021.01.15","306,000","12,000","320,500","323,000","305,500","1,106,810","NAVER"
"2021.01.14","318,000","4,000","318,500","326,000","314,000","1,548,585","NAVER"
"2021.01.13","314,000","10,000","306,000","317,500","304,000","1,894,304","NAVER"
"2021.01.12","304,000","5,000","305,000","308,500","292,500","1,573,299","NAVER"
"2021.01.11","309,000","3,000","320,000","323,500","301,000","2,765,169","NAVER"
"2021.01.08","312,000","22,500","293,500","312,000","290,000","3,175,396","NAVER"
"2021.01.07","289,500","500","288,500","292,000","286,500","1,155,734","NAVER"
"2021.01.06","290,000","2,500","292,500","300,500","289,500","1,375,856","NAVER"
"2021.01.05","292,500","500","291,500","292,500","286,500","912,657","NAVER"
"2021.01.04","293,000","500","291,500","294,000","285,500","947,178","NAVER"
"2020.12.30","292,500","9,500","285,000","293,000","284,000","1,190,327","NAVER"
"2020.12.29","283,000","2,000","281,500","285,000","280,500","506,090","NAVER"
"2020.12.28","281,000","1,000","282,000","282,500","280,000","537,848","NAVER"
"2020.12.24","282,000","2,000","284,500","284,500","280,000","453,095","NAVER"
"2020.12.23","284,000","0","288,500","289,000","283,000","508,019","NAVER"
"2020.12.22","284,000","0","285,000","293,500","284,000","750,095","NAVER"
"2020.12.21","284,000","1,500","284,000","285,500","280,000","473,545","NAVER"
"2020.12.18","282,500","2,500","284,000","285,500","282,000","487,305","NAVER"
"2020.12.17","285,000","500","286,000","287,000","282,000","522,344","NAVER"
"2020.12.16","285,500","2,500","286,500","287,000","283,000","381,896","NAVER"
"2020.12.15","283,000","3,000","286,500","287,500","282,500","491,995","NAVER"
"2020.12.14","286,000","4,000","292,500","294,000","286,000","555,272","NAVER"
"2020.12.11","290,000","4,000","288,000","291,500","287,500","503,588","NAVER"
"2020.12.10","286,000","2,000","288,000","290,000","284,500","959,427","NAVER"
"2020.12.09","288,000","3,000","285,500","289,000","285,000","533,304","NAVER"
"2020.12.08","285,000","4,500","291,500","291,500","285,000","566,981","NAVER"
"2020.12.07","289,500","4,500","300,000","300,500","288,000","821,860","NAVER"
"2020.12.04","294,000","7,000","287,500","295,500","284,500","1,174,932","NAVER"
"2020.12.03","287,000","3,500","285,000","287,000","283,500","740,985","NAVER"
"2020.12.02","283,500","2,000","287,000","287,000","282,000","601,596","NAVER"
"2020.12.01","285,500","8,000","282,000","286,000","280,000","709,278","NAVER"
"2020.11.30","277,500","7,000","286,000","286,500","277,500","1,176,272","NAVER"
"2020.11.27","284,500","1,000","287,000","287,500","283,000","417,510","NAVER"
"2020.11.26","285,500","7,000","280,000","285,500","280,000","797,094","NAVER"
"2020.11.25","278,500","4,000","287,000","287,000","278,500","909,937","NAVER"
"2020.11.24","282,500","1,000","281,500","287,000","280,000","809,745","NAVER"
"2020.11.23","281,500","500","282,000","282,500","278,500","565,213","NAVER"
"2020.11.20","281,000","500","281,500","283,500","278,500","439,077","NAVER"
"2020.11.19","280,500","500","282,500","284,000","279,500","520,114","NAVER"
"2020.11.18","281,000","6,000","274,500","283,500","274,000","912,899","NAVER"
"2020.11.17","275,000","3,000","277,500","278,000","273,500","816,320","NAVER"
"2020.11.16","278,000","3,000","282,500","283,000","277,500","887,878","NAVER"
"2020.11.13","281,000","2,000","277,500","282,000","277,500","710,865","NAVER"
"2020.11.12","279,000","1,000","283,000","285,500","279,000","1,016,673","NAVER"
"2020.11.11","280,000","3,000","281,000","283,000","277,500","1,183,499","NAVER"
"2020.11.10","283,000","15,000","287,000","288,000","282,000","1,728,995","NAVER"
"2020.11.09","298,000","3,000","304,000","304,500","298,000","678,531","NAVER"
"2020.11.06","301,000","2,000","303,000","307,000","299,000","968,971","NAVER"
"2020.11.05","299,000","500","295,000","302,000","291,500","1,082,388","NAVER"
"2020.11.04","298,500","15,500","282,500","300,500","282,000","1,623,712","NAVER"
"2020.11.03","283,000","2,500","284,000","287,000","280,000","1,066,923","NAVER"
"2020.11.02","285,500","4,500","292,000","293,000","285,500","503,831","NAVER"
"2020.10.30","290,000","8,500","299,000","300,000","290,000","939,833","NAVER"
"2020.10.29","298,500","0","297,000","301,000","294,500","785,050","NAVER"
"2021.03.25","788,000","4,000","800,000","805,000","782,000","443,859","LG화학"
"2021.03.24","784,000","9,000","771,000","792,000","770,000","506,234","LG화학"
"2021.03.23","775,000","30,000","809,000","814,000","774,000","727,322","LG화학"
"2021.03.22","805,000","25,000","826,000","828,000","796,000","595,899","LG화학"
"2021.03.19","830,000","31,000","840,000","846,000","829,000","537,750","LG화학"
"2021.03.18","861,000","4,000","865,000","875,000","857,000","554,558","LG화학"
"2021.03.17","857,000","34,000","881,000","882,000","843,000","780,786","LG화학"
"2021.03.16","891,000","75,000","917,000","935,000","885,000","941,008","LG화학"
"2021.03.15","966,000","22,000","960,000","975,000","948,000","336,241","LG화학"
"2021.03.12","944,000","5,000","962,000","963,000","940,000","255,668","LG화학"
"2021.03.11","939,000","48,000","907,000","943,000","895,000","601,480","LG화학"
"2021.03.10","891,000","30,000","910,000","914,000","886,000","364,520","LG화학"
"2021.03.09","861,000","29,000","888,000","890,000","850,000","436,628","LG화학"
"2021.03.08","890,000","14,000","911,000","915,000","889,000","289,075","LG화학"
"2021.03.05","904,000","39,000","853,000","922,000","853,000","548,940","LG화학"
"2021.03.04","865,000","5,000","870,000","876,000","855,000","348,607","LG화학"
"2021.03.03","870,000","21,000","883,000","894,000","863,000","416,803","LG화학"
"2021.03.02","891,000","60,000","863,000","905,000","857,000","697,301","LG화학"
"2021.02.26","831,000","59,000","865,000","867,000","825,000","656,689","LG화학"
"2021.02.25","890,000","30,000","867,000","890,000","866,000","451,276","LG화학"
"2021.02.24","860,000","25,000","875,000","894,000","860,000","452,597","LG화학"
"2021.02.23","885,000","31,000","901,000","905,000","882,000","522,075","LG화학"
"2021.02.22","916,000","25,000","943,000","944,000","905,000","450,568","LG화학"
"2021.02.19","941,000","2,000","939,000","956,000","938,000","255,628","LG화학"
"2021.02.18","939,000","18,000","954,000","960,000","939,000","350,635","LG화학"
"2021.02.17","957,000","21,000","987,000","987,000","955,000","335,846","LG화학"
"2021.02.16","978,000","12,000","992,000","992,000","973,000","214,557","LG화학"
"2021.02.15","990,000","30,000","1,008,000","1,010,000","984,000","450,962","LG화학"
"2021.02.10","960,000","13,000","982,000","983,000","936,000","698,567","LG화학"
"2021.02.09","973,000","17,000","994,000","1,012,000","973,000","370,167","LG화학"
"2021.02.08","990,000","38,000","1,017,000","1,025,000","990,000","288,825","LG화학"
"2021.02.05","1,028,000","28,000","1,009,000","1,043,000","1,005,000","522,768","LG화학"
"2021.02.04","1,000,000","1,000","999,000","1,005,000","982,000","440,798","LG화학"
"2021.02.03","999,000","34,000","980,000","1,000,000","970,000","724,008","LG화학"
"2021.02.02","965,000","15,000","963,000","976,000","951,000","426,057","LG화학"
"2021.02.01","950,000","33,000","923,000","950,000","905,000","401,253","LG화학"
"2021.01.29","917,000","21,000","955,000","960,000","913,000","626,744","LG화학"
"2021.01.28","938,000","10,000","905,000","943,000","899,000","677,727","LG화학"
"2021.01.27","928,000","27,000","945,000","960,000","925,000","739,531","LG화학"
"2021.01.26","955,000","35,000","994,000","994,000","955,000","476,393","LG화학"
"2021.01.25","990,000","15,000","990,000","991,000","972,000","298,557","LG화학"
"2021.01.22","975,000","13,000","986,000","990,000","975,000","394,045","LG화학"
"2021.01.21","988,000","12,000","1,011,000","1,019,000","988,000","364,628","LG화학"
"2021.01.20","1,000,000","3,000","1,004,000","1,010,000","983,000","360,937","LG화학"
"2021.01.19","997,000","33,000","983,000","1,003,000","970,000","386,045","LG화학"
"2021.01.18","964,000","15,000","958,000","990,000","943,000","423,917","LG화학"
"2021.01.15","979,000","31,000","1,015,000","1,025,000","975,000","445,649","LG화학"
