"","from","to","winningRate","matchCount","winningRateText","line"
"1","Sett",51.05,4760,"Win","Top","Aatrox"
"2","Sylas",51.26,3699,"Win","Top","Aatrox"
"3","Renekton",52.51,3089,"Win","Top","Aatrox"
"4","Irelia",52.42,2661,"Win","Top","Aatrox"
"5","Shen",49.82,2457,"Lose","Top","Aatrox"
"6","Fiora",49.45,2451,"Lose","Top","Aatrox"
"7","Akali",52.64,2200,"Win","Top","Aatrox"
"8","Malphite",45.97,1910,"Lose","Top","Aatrox"
"9","Darius",50.17,1768,"Win","Top","Aatrox"
"10","Jayce",49.66,1764,"Lose","Top","Aatrox"
"11","Mordekaiser",48.5,1701,"Lose","Top","Aatrox"
"12","Lee Sin",49.85,1635,"Lose","Top","Aatrox"
"13","Ornn",47.65,1576,"Lose","Top","Aatrox"
"14","Gwen",49.07,1551,"Lose","Top","Aatrox"
"15","Gnar",50.03,1547,"Win","Top","Aatrox"
"16","Garen",49.8,1520,"Lose","Top","Aatrox"
"17","Jax",48.86,1230,"Lose","Top","Aatrox"
"18","Riven",48.08,1200,"Lose","Top","Aatrox"
"19","Volibear",48.75,1198,"Lose","Top","Aatrox"
"20","Wukong",47.15,1156,"Lose","Top","Aatrox"
"21","Camille",48.05,1126,"Lose","Top","Aatrox"
"22","Rumble",52.99,1070,"Win","Top","Aatrox"
"23","Vladimir",51.93,986,"Win","Top","Aatrox"
"24","Kayle",46.3,946,"Lose","Top","Aatrox"
"25","Kennen",47.02,840,"Lose","Top","Aatrox"
"26","Kled",50.12,810,"Win","Top","Aatrox"
"27","Vayne",48.05,795,"Lose","Top","Aatrox"
"28","Sion",48.61,792,"Lose","Top","Aatrox"
"29","Gangplank",57.38,779,"Win","Top","Aatrox"
"30","Urgot",52.01,696,"Win","Top","Aatrox"
"31","Nasus",48.55,653,"Lose","Top","Aatrox"
"32","Teemo",54.57,634,"Win","Top","Aatrox"
"33","Poppy",46.69,619,"Lose","Top","Aatrox"
"34","Lucian",54.69,576,"Win","Top","Aatrox"
"35","Maokai",45.79,570,"Lose","Top","Aatrox"
"36","Viego",52.92,497,"Win","Top","Aatrox"
"37","Illaoi",48.67,487,"Lose","Top","Aatrox"
"38","Yasuo",53.32,467,"Win","Top","Aatrox"
"39","Tryndamere",50.65,464,"Win","Top","Aatrox"
"40","Warwick",50.12,415,"Win","Top","Aatrox"
"41","Rengar",51,402,"Win","Top","Aatrox"
"42","Nocturne",48.09,393,"Lose","Top","Aatrox"
"43","Cho'Gath",47.75,356,"Lose","Top","Aatrox"
"44","Zac",47.48,337,"Lose","Top","Aatrox"
"45","Ryze",55.62,329,"Win","Top","Aatrox"
"46","Dr. Mundo",52.85,316,"Win","Top","Aatrox"
"47","Heimerdinger",47.52,303,"Lose","Top","Aatrox"
"48","Yorick",47.67,300,"Lose","Top","Aatrox"
"49","Quinn",50.67,298,"Win","Top","Aatrox"
"50","Pantheon",43.29,298,"Lose","Top","Aatrox"
"51","Yone",50.17,295,"Win","Top","Aatrox"
"52","Kalista",53.74,294,"Win","Top","Aatrox"
"53","Trundle",49.64,278,"Lose","Top","Aatrox"
"54","Singed",48.21,251,"Lose","Top","Aatrox"
"55","Sylas",50.96,1460,"Win","Middle","Ahri"
"56","Zed",50.35,1301,"Win","Middle","Ahri"
"57","Yasuo",48.78,1148,"Lose","Middle","Ahri"
"58","Akali",55.75,1139,"Win","Middle","Ahri"
"59","LeBlanc",51.43,1085,"Win","Middle","Ahri"
"60","Katarina",47.53,970,"Lose","Middle","Ahri"
"61","Talon",51.22,898,"Win","Middle","Ahri"
"62","Yone",51.42,883,"Win","Middle","Ahri"
"63","Xerath",47.04,693,"Lose","Middle","Ahri"
"64","Twisted Fate",51.76,624,"Win","Middle","Ahri"
"65","Qiyana",52.21,544,"Win","Middle","Ahri"
"66","Viktor",50.86,525,"Win","Middle","Ahri"
"67","Lucian",55.77,511,"Win","Middle","Ahri"
"68","Galio",46.01,489,"Lose","Middle","Ahri"
"69","Viego",52.37,485,"Win","Middle","Ahri"
"70","Vladimir",53.53,467,"Win","Middle","Ahri"
"71","Pantheon",52.1,453,"Win","Middle","Ahri"
"72","Irelia",53.08,439,"Win","Middle","Ahri"
"73","Fizz",48.61,432,"Lose","Middle","Ahri"
"74","Zoe",53.49,372,"Win","Middle","Ahri"
"75","Lux",50,360,"Draw","Middle","Ahri"
"76","Orianna",54.74,327,"Win","Middle","Ahri"
"77","Anivia",50.32,316,"Win","Middle","Ahri"
"78","Ekko",44.98,289,"Lose","Middle","Ahri"
"79","Diana",51.07,280,"Win","Middle","Ahri"
"80","Rumble",53.97,252,"Win","Middle","Ahri"
"81","Kassadin",53.22,233,"Win","Middle","Ahri"
"82","Syndra",50.9,222,"Win","Middle","Ahri"
"83","Malzahar",46.7,197,"Lose","Middle","Ahri"
"84","Ryze",62.35,170,"Win","Middle","Ahri"
"85","Nocturne",48.28,145,"Lose","Middle","Ahri"
"86","Malphite",52.41,145,"Win","Middle","Ahri"
"87","Annie",51.41,142,"Win","Middle","Ahri"
"88","Lissandra",43.26,141,"Lose","Middle","Ahri"
"89","Corki",44.29,140,"Lose","Middle","Ahri"
"90","Jayce",51.15,131,"Win","Middle","Ahri"
"91","Tristana",52.5,120,"Win","Middle","Ahri"
"92","Sett",50,116,"Draw","Middle","Ahri"
"93","Gwen",57.52,113,"Win","Middle","Ahri"
"94","Neeko",42.86,112,"Lose","Middle","Ahri"
"95","Cassiopeia",59.62,104,"Win","Middle","Ahri"
"96","Renekton",51.92,104,"Win","Middle","Ahri"
"97","Azir",53.66,82,"Win","Middle","Ahri"
"98","Garen",52.38,63,"Win","Middle","Ahri"
"99","Nunu & Willump",60.32,63,"Win","Middle","Ahri"
"100","Aurelion Sol",51.61,62,"Win","Middle","Ahri"
"101","Kled",39.29,56,"Lose","Middle","Ahri"
"102","Zac",50.98,51,"Win","Middle","Ahri"
"103","Cho'Gath",46,50,"Lose","Middle","Ahri"
"104","Sylas",48.59,4987,"Lose","Middle","Akali"
"105","Zed",47.91,3477,"Lose","Middle","Akali"
"106","Yasuo",47.38,3071,"Lose","Middle","Akali"
"107","Yone",48.36,2647,"Lose","Middle","Akali"
"108","LeBlanc",48.46,2565,"Lose","Middle","Akali"
"109","Katarina",49.21,2481,"Lose","Middle","Akali"
"110","Talon",46.9,2422,"Lose","Middle","Akali"
"111","Twisted Fate",45.69,1729,"Lose","Middle","Akali"
"112","Viego",48.89,1487,"Lose","Middle","Akali"
"113","Qiyana",48.33,1465,"Lose","Middle","Akali"
"114","Galio",44.7,1461,"Lose","Middle","Akali"
"115","Xerath",50.36,1404,"Win","Middle","Akali"
"116","Irelia",54.98,1295,"Win","Middle","Akali"
"117","Vladimir",45.96,1275,"Lose","Middle","Akali"
"118","Pantheon",45.32,1260,"Lose","Middle","Akali"
"119","Ahri",44.25,1139,"Lose","Middle","Akali"
"120","Lucian",50.28,1054,"Win","Middle","Akali"
"121","Viktor",50.52,1049,"Win","Middle","Akali"
"122","Fizz",49.41,852,"Lose","Middle","Akali"
"123","Lux",47.26,838,"Lose","Middle","Akali"
"124","Diana",49.86,740,"Lose","Middle","Akali"
"125","Ekko",50.22,681,"Win","Middle","Akali"
"126","Zoe",48.82,676,"Lose","Middle","Akali"
"127","Rumble",48.04,664,"Lose","Middle","Akali"
"128","Orianna",49.15,645,"Lose","Middle","Akali"
"129","Anivia",47.11,641,"Lose","Middle","Akali"
"130","Kassadin",47.05,610,"Lose","Middle","Akali"
"131","Sett",45.68,521,"Lose","Middle","Akali"
"132","Ryze",53.23,511,"Win","Middle","Akali"
"133","Malzahar",42.52,428,"Lose","Middle","Akali"
"134","Renekton",47.22,413,"Lose","Middle","Akali"
"135","Jayce",46.02,402,"Lose","Middle","Akali"
"136","Syndra",52.45,387,"Win","Middle","Akali"
"137","Malphite",47.96,367,"Lose","Middle","Akali"
"138","Lissandra",45.77,343,"Lose","Middle","Akali"
"139","Corki",41.77,316,"Lose","Middle","Akali"
"140","Nocturne",50.48,315,"Win","Middle","Akali"
"141","Neeko",50.49,309,"Win","Middle","Akali"
"142","Annie",43.61,305,"Lose","Middle","Akali"
"143","Gwen",54.04,285,"Win","Middle","Akali"
"144","Cassiopeia",52.38,273,"Win","Middle","Akali"
"145","Tristana",46.32,231,"Lose","Middle","Akali"
"146","Garen",56.02,216,"Win","Middle","Akali"
"147","Azir",49.76,207,"Lose","Middle","Akali"
"148","Kled",38.04,184,"Lose","Middle","Akali"
"149","Nunu & Willump",51.38,181,"Win","Middle","Akali"
"150","Cho'Gath",51.61,155,"Win","Middle","Akali"
"151","Riven",46.98,149,"Lose","Middle","Akali"
"152","Zac",46.32,136,"Lose","Middle","Akali"
"153","Aurelion Sol",40.91,132,"Lose","Middle","Akali"
"154","Wukong",38.89,108,"Lose","Middle","Akali"
"155","Sion",49.48,97,"Lose","Middle","Akali"
"156","Camille",55.07,69,"Win","Middle","Akali"
"157","Sylas",47.47,3042,"Lose","Top","Akali"
"158","Sett",48.01,2433,"Lose","Top","Akali"
"159","Aatrox",47.36,2200,"Lose","Top","Akali"
"160","Irelia",52.56,1581,"Win","Top","Akali"
"161","Renekton",46.67,1560,"Lose","Top","Akali"
"162","Shen",42.15,1331,"Lose","Top","Akali"
"163","Darius",49.59,986,"Lose","Top","Akali"
"164","Jayce",49.49,986,"Lose","Top","Akali"
"165","Malphite",50,930,"Draw","Top","Akali"
"166","Gwen",51.7,913,"Win","Top","Akali"
"167","Lee Sin",44.84,910,"Lose","Top","Akali"
"168","Garen",52.18,847,"Win","Top","Akali"
"169","Mordekaiser",49.27,822,"Lose","Top","Akali"
"170","Jax",48.71,817,"Lose","Top","Akali"
"171","Fiora",48.1,788,"Lose","Top","Akali"
"172","Ornn",48.65,775,"Lose","Top","Akali"
"173","Gnar",49.81,771,"Lose","Top","Akali"
"174","Riven",49.79,703,"Lose","Top","Akali"
"175","Vladimir",47.28,662,"Lose","Top","Akali"
"176","Rumble",49.3,641,"Lose","Top","Akali"
"177","Volibear",47.85,627,"Lose","Top","Akali"
"178","Teemo",50.79,567,"Win","Top","Akali"
"179","Kayle",44.42,556,"Lose","Top","Akali"
"180","Gangplank",49.9,489,"Lose","Top","Akali"
"181","Kennen",47.38,477,"Lose","Top","Akali"
"182","Camille",47.02,470,"Lose","Top","Akali"
"183","Nasus",45.43,460,"Lose","Top","Akali"
"184","Vayne",51.42,457,"Win","Top","Akali"
"185","Sion",45.35,430,"Lose","Top","Akali"
"186","Kled",44.36,417,"Lose","Top","Akali"
"187","Wukong",47.51,381,"Lose","Top","Akali"
"188","Lucian",49.73,372,"Lose","Top","Akali"
"189","Urgot",48.38,370,"Lose","Top","Akali"
"190","Maokai",40.23,353,"Lose","Top","Akali"
"191","Poppy",44.96,347,"Lose","Top","Akali"
"192","Yasuo",47.15,316,"Lose","Top","Akali"
"193","Viego",49.83,301,"Lose","Top","Akali"
"194","Tryndamere",45.73,293,"Lose","Top","Akali"
"195","Ryze",50.19,267,"Win","Top","Akali"
"196","Rengar",44.87,263,"Lose","Top","Akali"
"197","Cho'Gath",47.9,238,"Lose","Top","Akali"
"198","Warwick",48.87,221,"Lose","Top","Akali"
"199","Yone",43.4,212,"Lose","Top","Akali"
"200","Dr. Mundo",44.81,212,"Lose","Top","Akali"
"201","Illaoi",50,210,"Draw","Top","Akali"
"202","Quinn",50.52,194,"Win","Top","Akali"
"203","Kalista",48.15,189,"Lose","Top","Akali"
"204","Nocturne",42.7,185,"Lose","Top","Akali"
"205","Zac",52.43,185,"Win","Top","Akali"
"206","Pantheon",50,158,"Draw","Top","Akali"
"207","Trundle",50.68,146,"Win","Top","Akali"
"208","Singed",49.32,146,"Lose","Top","Akali"
"209","Yorick",54.23,142,"Win","Top","Akali"
"210","Heimerdinger",48.03,127,"Lose","Top","Akali"
"211","Thresh",51.02,5911,"Win","Support","Alistar"
"212","Leona",49.12,5556,"Lose","Support","Alistar"
"213","Senna",46.64,3724,"Lose","Support","Alistar"
"214","Lulu",49.87,3461,"Lose","Support","Alistar"
"215","Blitzcrank",50.84,3346,"Win","Support","Alistar"
"216","Nautilus",52.1,3232,"Win","Support","Alistar"
"217","Xerath",51.13,2251,"Win","Support","Alistar"
"218","Pyke",51.33,1884,"Win","Support","Alistar"
"219","Lux",49.35,1848,"Lose","Support","Alistar"
"220","Yuumi",55.04,1817,"Win","Support","Alistar"
"221","Morgana",49.13,1486,"Lose","Support","Alistar"
"222","Maokai",49.81,1351,"Lose","Support","Alistar"
"223","Galio",49.51,1319,"Lose","Support","Alistar"
"224","Sett",57.61,1229,"Win","Support","Alistar"
"225","Rell",54.06,1219,"Win","Support","Alistar"
"226","Pantheon",56.73,1174,"Win","Support","Alistar"
"227","Karma",51.66,1057,"Win","Support","Alistar"
"228","Swain",47.56,860,"Lose","Support","Alistar"
"229","Rakan",50.41,734,"Win","Support","Alistar"
"230","Shaco",47.76,693,"Lose","Support","Alistar"
"231","Soraka",51.56,675,"Win","Support","Alistar"
"232","Zyra",47.57,639,"Lose","Support","Alistar"
"233","Brand",48.36,639,"Lose","Support","Alistar"
"234","Zilean",47.24,633,"Lose","Support","Alistar"
"235","Janna",49.59,605,"Lose","Support","Alistar"
"236","Seraphine",52.01,546,"Win","Support","Alistar"
"237","Braum",52.65,528,"Win","Support","Alistar"
"238","Bard",50.65,462,"Win","Support","Alistar"
"239","Gragas",48.79,412,"Lose","Support","Alistar"
"240","Vel'Koz",46.75,400,"Lose","Support","Alistar"
"241","Nami",51.61,341,"Win","Support","Alistar"
"242","Shen",53.46,318,"Win","Support","Alistar"
"243","Poppy",50,272,"Draw","Support","Alistar"
"244","Neeko",48.62,253,"Lose","Support","Alistar"
"245","Zac",44.44,252,"Lose","Support","Alistar"
"246","Taric",51.72,232,"Win","Support","Alistar"
"247","Sona",49.77,215,"Lose","Support","Alistar"
"248","Veigar",48.26,201,"Lose","Support","Alistar"
"249","Anivia",45.18,166,"Lose","Support","Alistar"
"250","Tahm Kench",52.78,144,"Win","Support","Alistar"
"251","Lee Sin",50.18,1116,"Win","Jungle","Amumu"
"252","Rumble",50.36,415,"Win","Jungle","Amumu"
"253","Viego",52.46,366,"Win","Jungle","Amumu"
"254","Kindred",49.32,365,"Lose","Jungle","Amumu"
"255","Morgana",49.3,355,"Lose","Jungle","Amumu"
"256","Elise",51.04,335,"Win","Jungle","Amumu"
"257","Diana",48.63,329,"Lose","Jungle","Amumu"
"258","Nidalee",56.96,309,"Win","Jungle","Amumu"
"259","Kayn",50,296,"Draw","Jungle","Amumu"
"260","Shaco",44.03,268,"Lose","Jungle","Amumu"
"261","Xin Zhao",51.17,256,"Win","Jungle","Amumu"
"262","Graves",56.18,251,"Win","Jungle","Amumu"
"263","Master Yi",48.35,242,"Lose","Jungle","Amumu"
"264","Nocturne",46.86,207,"Lose","Jungle","Amumu"
"265","Ekko",53.85,169,"Win","Jungle","Amumu"
"266","Zac",43.48,161,"Lose","Jungle","Amumu"
"267","Nunu & Willump",47.5,160,"Lose","Jungle","Amumu"
"268","Kha'Zix",50.97,155,"Win","Jungle","Amumu"
"269","Rammus",57.03,128,"Win","Jungle","Amumu"
"270","Evelynn",45.3,117,"Lose","Jungle","Amumu"
"271","Poppy",57.01,107,"Win","Jungle","Amumu"
"272","Volibear",42.99,107,"Lose","Jungle","Amumu"
"273","Jarvan IV",49.06,106,"Lose","Jungle","Amumu"
"274","Warwick",50.94,106,"Win","Jungle","Amumu"
"275","Fiddlesticks",45.74,94,"Lose","Jungle","Amumu"
"276","Sejuani",43.48,92,"Lose","Jungle","Amumu"
"277","Olaf",47.44,78,"Lose","Jungle","Amumu"
"278","Rek'Sai",52.63,76,"Win","Jungle","Amumu"
"279","Hecarim",57.33,75,"Win","Jungle","Amumu"
"280","Udyr",53.42,73,"Win","Jungle","Amumu"
"281","Lillia",46.48,71,"Lose","Jungle","Amumu"
"282","Vi",45.71,70,"Lose","Jungle","Amumu"
"283","Trundle",36.51,63,"Lose","Jungle","Amumu"
"284","Karthus",45.76,59,"Lose","Jungle","Amumu"
"285","Sylas",51.03,872,"Win","Middle","Anivia"
"286","Zed",51.56,836,"Win","Middle","Anivia"
"287","Yasuo",54.01,648,"Win","Middle","Anivia"
"288","Akali",52.89,641,"Win","Middle","Anivia"
"289","Katarina",51.28,624,"Win","Middle","Anivia"
"290","Yone",54.27,586,"Win","Middle","Anivia"
"291","Talon",48,550,"Lose","Middle","Anivia"
"292","Xerath",46.58,526,"Lose","Middle","Anivia"
"293","LeBlanc",52.67,505,"Win","Middle","Anivia"
"294","Viktor",49.78,464,"Lose","Middle","Anivia"
"295","Twisted Fate",50.67,448,"Win","Middle","Anivia"
"296","Qiyana",49.72,360,"Lose","Middle","Anivia"
"297","Irelia",54.2,345,"Win","Middle","Anivia"
"298","Vladimir",55.25,324,"Win","Middle","Anivia"
"299","Ahri",49.68,316,"Lose","Middle","Anivia"
"300","Lucian",59.87,309,"Win","Middle","Anivia"
"301","Pantheon",51.97,279,"Win","Middle","Anivia"
"302","Galio",51.45,276,"Win","Middle","Anivia"
"303","Fizz",48.54,274,"Lose","Middle","Anivia"
"304","Viego",51.53,262,"Win","Middle","Anivia"
"305","Zoe",54.72,254,"Win","Middle","Anivia"
"306","Orianna",51.05,237,"Win","Middle","Anivia"
"307","Lux",53.85,234,"Win","Middle","Anivia"
"308","Diana",47.57,185,"Lose","Middle","Anivia"
"309","Ekko",52.07,169,"Win","Middle","Anivia"
"310","Kassadin",51.23,162,"Win","Middle","Anivia"
"311","Syndra",49.03,155,"Lose","Middle","Anivia"
"312","Rumble",56,150,"Win","Middle","Anivia"
"313","Malzahar",49.32,148,"Lose","Middle","Anivia"
"314","Ryze",48.41,126,"Lose","Middle","Anivia"
"315","Corki",45.95,111,"Lose","Middle","Anivia"
"316","Sett",45.28,106,"Lose","Middle","Anivia"
"317","Cassiopeia",46.15,91,"Lose","Middle","Anivia"
"318","Annie",47.73,88,"Lose","Middle","Anivia"
"319","Malphite",54.22,83,"Win","Middle","Anivia"
"320","Lissandra",47.56,82,"Lose","Middle","Anivia"
"321","Tristana",54.88,82,"Win","Middle","Anivia"
"322","Neeko",62.96,81,"Win","Middle","Anivia"
"323","Jayce",49.37,79,"Lose","Middle","Anivia"
"324","Renekton",60.76,79,"Win","Middle","Anivia"
"325","Nocturne",55.84,77,"Win","Middle","Anivia"
"326","Gwen",52.86,70,"Win","Middle","Anivia"
"327","Azir",62.5,64,"Win","Middle","Anivia"
"328","Thresh",51.97,304,"Win","Support","Anivia"
"329","Senna",46.22,251,"Lose","Support","Anivia"
"330","Lulu",51.32,228,"Win","Support","Anivia"
"331","Leona",45.18,228,"Lose","Support","Anivia"
"332","Lux",56.11,180,"Win","Support","Anivia"
"333","Xerath",40.48,168,"Lose","Support","Anivia"
"334","Alistar",54.82,166,"Win","Support","Anivia"
"335","Nautilus",46.99,166,"Lose","Support","Anivia"
"336","Blitzcrank",49.7,165,"Lose","Support","Anivia"
"337","Morgana",55.65,115,"Win","Support","Anivia"
"338","Yuumi",48.6,107,"Lose","Support","Anivia"
"339","Pyke",46.74,92,"Lose","Support","Anivia"
"340","Maokai",41.94,62,"Lose","Support","Anivia"
"341","Swain",56.45,62,"Win","Support","Anivia"
"342","Galio",48.33,60,"Lose","Support","Anivia"
"343","Karma",57.89,57,"Win","Support","Anivia"
"344","Brand",57.14,56,"Win","Support","Anivia"
"345","Sett",56.36,55,"Win","Support","Anivia"
"346","Zyra",49.06,53,"Lose","Support","Anivia"
"347","Soraka",45.1,51,"Lose","Support","Anivia"
"348","Pantheon",48,50,"Lose","Support","Anivia"
"349","Sylas",58.22,383,"Win","Middle","Annie"
"350","Yasuo",56.25,336,"Win","Middle","Annie"
"351","LeBlanc",54.01,324,"Win","Middle","Annie"
"352","Zed",51.8,305,"Win","Middle","Annie"
"353","Akali",56.39,305,"Win","Middle","Annie"
"354","Yone",58.47,301,"Win","Middle","Annie"
"355","Katarina",56.95,295,"Win","Middle","Annie"
"356","Talon",51.46,206,"Win","Middle","Annie"
"357","Xerath",49.14,175,"Lose","Middle","Annie"
"358","Twisted Fate",56.63,166,"Win","Middle","Annie"
"359","Viktor",50,150,"Draw","Middle","Annie"
"360","Qiyana",54.86,144,"Win","Middle","Annie"
"361","Ahri",48.59,142,"Lose","Middle","Annie"
"362","Viego",46.83,126,"Lose","Middle","Annie"
"363","Galio",37.5,120,"Lose","Middle","Annie"
"364","Vladimir",45.28,106,"Lose","Middle","Annie"
"365","Pantheon",42.86,105,"Lose","Middle","Annie"
"366","Irelia",60,100,"Win","Middle","Annie"
"367","Lucian",62.89,97,"Win","Middle","Annie"
"368","Zoe",62.64,91,"Win","Middle","Annie"
"369","Fizz",48.35,91,"Lose","Middle","Annie"
"370","Orianna",47.25,91,"Lose","Middle","Annie"
"371","Lux",50.55,91,"Win","Middle","Annie"
"372","Anivia",52.27,88,"Win","Middle","Annie"
"373","Ekko",40.58,69,"Lose","Middle","Annie"
"374","Diana",60.29,68,"Win","Middle","Annie"
"375","Rumble",45.9,61,"Lose","Middle","Annie"
"376","Syndra",55.93,59,"Win","Middle","Annie"
"377","Kai'Sa",48.36,2535,"Lose","Bottom","Aphelios"
"378","Ezreal",47.6,2212,"Lose","Bottom","Aphelios"
"379","Jinx",47.77,1662,"Lose","Bottom","Aphelios"
"380","Samira",44.11,1442,"Lose","Bottom","Aphelios"
"381","Jhin",45.15,908,"Lose","Bottom","Aphelios"
"382","Caitlyn",44.32,792,"Lose","Bottom","Aphelios"
"383","Vayne",47.14,647,"Lose","Bottom","Aphelios"
"384","Tristana",43.3,612,"Lose","Bottom","Aphelios"
"385","Ashe",41.97,498,"Lose","Bottom","Aphelios"
"386","Varus",47.66,470,"Lose","Bottom","Aphelios"
"387","Miss Fortune",45.14,370,"Lose","Bottom","Aphelios"
"388","Lucian",53.59,334,"Win","Bottom","Aphelios"
"389","Sivir",43.26,319,"Lose","Bottom","Aphelios"
"390","Kog'Maw",43.3,194,"Lose","Bottom","Aphelios"
"391","Xayah",56.73,171,"Win","Bottom","Aphelios"
"392","Kalista",53.13,128,"Win","Bottom","Aphelios"
"393","Twitch",50,110,"Draw","Bottom","Aphelios"
"394","Draven",38.89,90,"Lose","Bottom","Aphelios"
"395","Senna",47.56,82,"Lose","Bottom","Aphelios"
"396","Swain",44.44,72,"Lose","Bottom","Aphelios"
"397","Yasuo",40.38,52,"Lose","Bottom","Aphelios"
"398","Ezreal",52.74,6479,"Win","Bottom","Ashe"
"399","Kai'Sa",52.07,6077,"Win","Bottom","Ashe"
"400","Jinx",51.39,4110,"Win","Bottom","Ashe"
"401","Samira",49.79,3342,"Lose","Bottom","Ashe"
"402","Jhin",48.42,3063,"Lose","Bottom","Ashe"
"403","Caitlyn",50.9,2931,"Win","Bottom","Ashe"
"404","Vayne",51.17,1886,"Win","Bottom","Ashe"
"405","Tristana",51.08,1764,"Win","Bottom","Ashe"
"406","Varus",51.48,1389,"Win","Bottom","Ashe"
"407","Sivir",48.84,1163,"Lose","Bottom","Ashe"
"408","Miss Fortune",50.95,1050,"Win","Bottom","Ashe"
"409","Lucian",54.59,991,"Win","Bottom","Ashe"
"410","Aphelios",58.03,498,"Win","Bottom","Ashe"
"411","Kog'Maw",50.94,424,"Win","Bottom","Ashe"
"412","Xayah",53.7,419,"Win","Bottom","Ashe"
"413","Kalista",56.22,386,"Win","Bottom","Ashe"
"414","Twitch",47.26,292,"Lose","Bottom","Ashe"
"415","Senna",54.51,277,"Win","Bottom","Ashe"
"416","Draven",51.7,265,"Win","Bottom","Ashe"
"417","Yasuo",48.68,189,"Lose","Bottom","Ashe"
"418","Swain",45.16,155,"Lose","Bottom","Ashe"
"419","Tahm Kench",58.51,94,"Win","Bottom","Ashe"
"420","Sylas",48.3,176,"Lose","Middle","Aurelion Sol"
"421","Yasuo",62.14,140,"Win","Middle","Aurelion Sol"
"422","Zed",51.09,137,"Win","Middle","Aurelion Sol"
"423","Akali",59.09,132,"Win","Middle","Aurelion Sol"
"424","Yone",51.18,127,"Win","Middle","Aurelion Sol"
"425","Katarina",50.4,125,"Win","Middle","Aurelion Sol"
"426","Talon",55.88,102,"Win","Middle","Aurelion Sol"
"427","LeBlanc",61,100,"Win","Middle","Aurelion Sol"
"428","Twisted Fate",54.76,84,"Win","Middle","Aurelion Sol"
"429","Xerath",45.45,66,"Lose","Middle","Aurelion Sol"
"430","Ahri",48.39,62,"Lose","Middle","Aurelion Sol"
"431","Lucian",45.16,62,"Lose","Middle","Aurelion Sol"
"432","Viktor",54.1,61,"Win","Middle","Aurelion Sol"
"433","Irelia",56.9,58,"Win","Middle","Aurelion Sol"
"434","Viego",48.21,56,"Lose","Middle","Aurelion Sol"
"435","Qiyana",58.49,53,"Win","Middle","Aurelion Sol"
"436","Vladimir",54.72,53,"Win","Middle","Aurelion Sol"
"437","Galio",60.38,53,"Win","Middle","Aurelion Sol"
"438","Sylas",48.6,286,"Lose","Middle","Azir"
"439","Yasuo",46.9,226,"Lose","Middle","Azir"
"440","Akali",50.24,207,"Win","Middle","Azir"
"441","Zed",48.77,203,"Lose","Middle","Azir"
"442","Katarina",41.18,187,"Lose","Middle","Azir"
"443","Yone",46.37,179,"Lose","Middle","Azir"
"444","LeBlanc",50,164,"Draw","Middle","Azir"
"445","Talon",44.51,164,"Lose","Middle","Azir"
"446","Xerath",40.14,147,"Lose","Middle","Azir"
"447","Twisted Fate",47.76,134,"Lose","Middle","Azir"
"448","Irelia",51.79,112,"Win","Middle","Azir"
"449","Viktor",44,100,"Lose","Middle","Azir"
"450","Vladimir",47.37,95,"Lose","Middle","Azir"
"451","Viego",46.81,94,"Lose","Middle","Azir"
"452","Qiyana",48.94,94,"Lose","Middle","Azir"
"453","Lucian",39.56,91,"Lose","Middle","Azir"
"454","Ahri",46.34,82,"Lose","Middle","Azir"
"455","Galio",48.15,81,"Lose","Middle","Azir"
"456","Pantheon",46.75,77,"Lose","Middle","Azir"
"457","Zoe",39.71,68,"Lose","Middle","Azir"
"458","Fizz",40.3,67,"Lose","Middle","Azir"
"459","Anivia",37.5,64,"Lose","Middle","Azir"
"460","Orianna",52.38,63,"Win","Middle","Azir"
"461","Lux",39.68,63,"Lose","Middle","Azir"
"462","Diana",37.29,59,"Lose","Middle","Azir"
"463","Thresh",49.18,976,"Lose","Support","Bard"
"464","Lulu",50,854,"Draw","Support","Bard"
"465","Senna",45.81,716,"Lose","Support","Bard"
"466","Leona",46.71,653,"Lose","Support","Bard"
"467","Blitzcrank",46.14,492,"Lose","Support","Bard"
"468","Nautilus",49.79,482,"Lose","Support","Bard"
"469","Xerath",47.39,479,"Lose","Support","Bard"
"470","Alistar",49.35,462,"Lose","Support","Bard"
"471","Yuumi",54.23,426,"Win","Support","Bard"
"472","Lux",48.12,345,"Lose","Support","Bard"
"473","Pyke",50.99,304,"Win","Support","Bard"
"474","Morgana",56.14,285,"Win","Support","Bard"
"475","Karma",50,278,"Draw","Support","Bard"
"476","Maokai",48.62,218,"Lose","Support","Bard"
"477","Galio",54.7,181,"Win","Support","Bard"
"478","Sett",62.58,155,"Win","Support","Bard"
"479","Shaco",49.35,154,"Lose","Support","Bard"
"480","Swain",49.34,152,"Lose","Support","Bard"
"481","Pantheon",54.73,148,"Win","Support","Bard"
"482","Soraka",48.97,145,"Lose","Support","Bard"
"483","Zyra",49.31,144,"Lose","Support","Bard"
"484","Zilean",45.45,143,"Lose","Support","Bard"
"485","Rell",54.68,139,"Win","Support","Bard"
"486","Brand",58.21,134,"Win","Support","Bard"
"487","Rakan",48.82,127,"Lose","Support","Bard"
"488","Seraphine",44.04,109,"Lose","Support","Bard"
"489","Janna",53.85,104,"Win","Support","Bard"
"490","Vel'Koz",40.4,99,"Lose","Support","Bard"
