"","from","to","winningRate","matchCount","winningRateText","line"
"6703","Zyra",50.38,1330,"Win","Support","Thresh"
"6704","Brand",45.82,1329,"Lose","Support","Thresh"
"6705","Rakan",48.47,1145,"Lose","Support","Thresh"
"6706","Seraphine",54.13,1138,"Win","Support","Thresh"
"6707","Janna",51.88,1010,"Win","Support","Thresh"
"6708","Bard",50.82,976,"Win","Support","Thresh"
"6709","Braum",47.87,869,"Lose","Support","Thresh"
"6710","Vel'Koz",52.81,835,"Win","Support","Thresh"
"6711","Nami",51.17,809,"Win","Support","Thresh"
"6712","Shen",49.46,560,"Lose","Support","Thresh"
"6713","Sona",47.67,451,"Lose","Support","Thresh"
"6714","Neeko",49.32,444,"Lose","Support","Thresh"
"6715","Gragas",49.88,405,"Lose","Support","Thresh"
"6716","Veigar",49.32,367,"Lose","Support","Thresh"
"6717","Taric",55.08,354,"Win","Support","Thresh"
"6718","Zac",50.6,334,"Win","Support","Thresh"
"6719","Anivia",48.03,304,"Lose","Support","Thresh"
"6720","Poppy",50.99,302,"Win","Support","Thresh"
"6721","Tahm Kench",60.14,296,"Win","Support","Thresh"
"6722","Kai'Sa",49.95,10294,"Lose","Bottom","Tristana"
"6723","Ezreal",53.99,9081,"Win","Bottom","Tristana"
"6724","Jinx",49.99,6197,"Lose","Bottom","Tristana"
"6725","Samira",49.12,5250,"Lose","Bottom","Tristana"
"6726","Jhin",50.38,3865,"Win","Bottom","Tristana"
"6727","Caitlyn",49.5,3087,"Lose","Bottom","Tristana"
"6728","Vayne",48.36,2901,"Lose","Bottom","Tristana"
"6729","Ashe",48.92,1764,"Lose","Bottom","Tristana"
"6730","Varus",49.72,1758,"Lose","Bottom","Tristana"
"6731","Lucian",52.53,1658,"Win","Bottom","Tristana"
"6732","Miss Fortune",50.64,1408,"Win","Bottom","Tristana"
"6733","Sivir",49.17,1271,"Lose","Bottom","Tristana"
"6734","Xayah",51.84,679,"Win","Bottom","Tristana"
"6735","Kog'Maw",47.09,635,"Lose","Bottom","Tristana"
"6736","Aphelios",56.7,612,"Win","Bottom","Tristana"
"6737","Kalista",51.94,464,"Win","Bottom","Tristana"
"6738","Twitch",52.43,452,"Win","Bottom","Tristana"
"6739","Senna",51.03,388,"Win","Bottom","Tristana"
"6740","Draven",55.08,374,"Win","Bottom","Tristana"
"6741","Yasuo",48.05,308,"Lose","Bottom","Tristana"
"6742","Swain",44.49,236,"Lose","Bottom","Tristana"
"6743","Tahm Kench",52.11,142,"Win","Bottom","Tristana"
"6744","Kai'Sa",49.95,10294,"Lose","Middle","Tristana"
"6745","Ezreal",53.99,9081,"Win","Middle","Tristana"
"6746","Jinx",49.99,6197,"Lose","Middle","Tristana"
"6747","Samira",49.12,5250,"Lose","Middle","Tristana"
"6748","Jhin",50.38,3865,"Win","Middle","Tristana"
"6749","Caitlyn",49.5,3087,"Lose","Middle","Tristana"
"6750","Vayne",48.36,2901,"Lose","Middle","Tristana"
"6751","Ashe",48.92,1764,"Lose","Middle","Tristana"
"6752","Varus",49.72,1758,"Lose","Middle","Tristana"
"6753","Lucian",52.53,1658,"Win","Middle","Tristana"
"6754","Miss Fortune",50.64,1408,"Win","Middle","Tristana"
"6755","Sivir",49.17,1271,"Lose","Middle","Tristana"
"6756","Xayah",51.84,679,"Win","Middle","Tristana"
"6757","Kog'Maw",47.09,635,"Lose","Middle","Tristana"
"6758","Aphelios",56.7,612,"Win","Middle","Tristana"
"6759","Kalista",51.94,464,"Win","Middle","Tristana"
"6760","Twitch",52.43,452,"Win","Middle","Tristana"
"6761","Senna",51.03,388,"Win","Middle","Tristana"
"6762","Draven",55.08,374,"Win","Middle","Tristana"
"6763","Yasuo",48.05,308,"Lose","Middle","Tristana"
"6764","Swain",44.49,236,"Lose","Middle","Tristana"
"6765","Tahm Kench",52.11,142,"Win","Middle","Tristana"
"6766","Lee Sin",50.26,965,"Win","Jungle","Trundle"
"6767","Rumble",50.8,313,"Win","Jungle","Trundle"
"6768","Kindred",42.9,310,"Lose","Jungle","Trundle"
"6769","Diana",53.87,297,"Win","Jungle","Trundle"
"6770","Viego",51.54,293,"Win","Jungle","Trundle"
"6771","Morgana",51.26,277,"Win","Jungle","Trundle"
"6772","Elise",45.86,266,"Lose","Jungle","Trundle"
"6773","Kayn",48.03,229,"Lose","Jungle","Trundle"
"6774","Xin Zhao",52.44,225,"Win","Jungle","Trundle"
"6775","Master Yi",54.46,224,"Win","Jungle","Trundle"
"6776","Shaco",50.9,222,"Win","Jungle","Trundle"
"6777","Nidalee",55.61,205,"Win","Jungle","Trundle"
"6778","Graves",55.28,199,"Win","Jungle","Trundle"
"6779","Nocturne",54.5,189,"Win","Jungle","Trundle"
"6780","Zac",47.31,167,"Lose","Jungle","Trundle"
"6781","Nunu & Willump",50.68,146,"Win","Jungle","Trundle"
"6782","Ekko",44.35,124,"Lose","Jungle","Trundle"
"6783","Kha'Zix",45.97,124,"Lose","Jungle","Trundle"
"6784","Rammus",55.75,113,"Win","Jungle","Trundle"
"6785","Poppy",52.68,112,"Win","Jungle","Trundle"
"6786","Warwick",57.84,102,"Win","Jungle","Trundle"
"6787","Jarvan IV",44.83,87,"Lose","Jungle","Trundle"
"6788","Volibear",56.47,85,"Win","Jungle","Trundle"
"6789","Rek'Sai",52.38,84,"Win","Jungle","Trundle"
"6790","Evelynn",49.4,83,"Lose","Jungle","Trundle"
"6791","Sejuani",53.42,73,"Win","Jungle","Trundle"
"6792","Olaf",50.7,71,"Win","Jungle","Trundle"
"6793","Hecarim",54.41,68,"Win","Jungle","Trundle"
"6794","Fiddlesticks",46.97,66,"Lose","Jungle","Trundle"
"6795","Amumu",63.49,63,"Win","Jungle","Trundle"
"6796","Udyr",56.45,62,"Win","Jungle","Trundle"
"6797","Vi",46.55,58,"Lose","Jungle","Trundle"
"6798","Lillia",43.86,57,"Lose","Jungle","Trundle"
"6799","Karthus",42,50,"Lose","Jungle","Trundle"
"6800","Sett",46.75,308,"Lose","Top","Trundle"
"6801","Aatrox",50.36,278,"Win","Top","Trundle"
"6802","Sylas",46.86,207,"Lose","Top","Trundle"
"6803","Shen",41.54,195,"Lose","Top","Trundle"
"6804","Renekton",55.42,166,"Win","Top","Trundle"
"6805","Irelia",57.96,157,"Win","Top","Trundle"
"6806","Darius",45.7,151,"Lose","Top","Trundle"
"6807","Akali",49.32,146,"Lose","Top","Trundle"
"6808","Garen",50.77,130,"Win","Top","Trundle"
"6809","Mordekaiser",40.48,126,"Lose","Top","Trundle"
"6810","Lee Sin",50.41,123,"Win","Top","Trundle"
"6811","Gwen",45.83,120,"Lose","Top","Trundle"
"6812","Malphite",46.23,106,"Lose","Top","Trundle"
"6813","Ornn",45.36,97,"Lose","Top","Trundle"
"6814","Fiora",44.32,88,"Lose","Top","Trundle"
"6815","Volibear",44.05,84,"Lose","Top","Trundle"
"6816","Gnar",57.83,83,"Win","Top","Trundle"
"6817","Jayce",58.44,77,"Win","Top","Trundle"
"6818","Rumble",52.63,76,"Win","Top","Trundle"
"6819","Jax",47.06,68,"Lose","Top","Trundle"
"6820","Nasus",45.16,62,"Lose","Top","Trundle"
"6821","Kayle",54.1,61,"Win","Top","Trundle"
"6822","Riven",44.83,58,"Lose","Top","Trundle"
"6823","Vladimir",47.17,53,"Lose","Top","Trundle"
"6824","Sett",48.14,592,"Lose","Top","Tryndamere"
"6825","Sylas",48.95,478,"Lose","Top","Tryndamere"
"6826","Aatrox",49.35,464,"Lose","Top","Tryndamere"
"6827","Shen",40.45,398,"Lose","Top","Tryndamere"
"6828","Renekton",45.13,359,"Lose","Top","Tryndamere"
"6829","Malphite",41.98,343,"Lose","Top","Tryndamere"
"6830","Irelia",56.15,301,"Win","Top","Tryndamere"
"6831","Akali",54.27,293,"Win","Top","Tryndamere"
"6832","Gwen",54.2,286,"Win","Top","Tryndamere"
"6833","Darius",51.15,262,"Win","Top","Tryndamere"
"6834","Lee Sin",51.39,251,"Win","Top","Tryndamere"
"6835","Jax",50.2,247,"Win","Top","Tryndamere"
"6836","Garen",51.49,235,"Win","Top","Tryndamere"
"6837","Mordekaiser",56.35,197,"Win","Top","Tryndamere"
"6838","Kayle",56.15,187,"Win","Top","Tryndamere"
"6839","Jayce",48.66,187,"Lose","Top","Tryndamere"
"6840","Gnar",49.45,182,"Lose","Top","Tryndamere"
"6841","Ornn",49.11,169,"Lose","Top","Tryndamere"
"6842","Riven",47.83,161,"Lose","Top","Tryndamere"
"6843","Fiora",55.84,154,"Win","Top","Tryndamere"
"6844","Volibear",45.95,148,"Lose","Top","Tryndamere"
"6845","Nasus",50.7,142,"Win","Top","Tryndamere"
"6846","Teemo",50.74,136,"Win","Top","Tryndamere"
"6847","Vladimir",48.15,135,"Lose","Top","Tryndamere"
"6848","Rumble",50.38,133,"Win","Top","Tryndamere"
"6849","Camille",51.15,131,"Win","Top","Tryndamere"
"6850","Kled",44.53,128,"Lose","Top","Tryndamere"
"6851","Gangplank",58.25,103,"Win","Top","Tryndamere"
"6852","Kennen",49.51,103,"Lose","Top","Tryndamere"
"6853","Poppy",35.29,102,"Lose","Top","Tryndamere"
"6854","Vayne",52.48,101,"Win","Top","Tryndamere"
"6855","Sion",52.04,98,"Win","Top","Tryndamere"
"6856","Wukong",45.16,93,"Lose","Top","Tryndamere"
"6857","Lucian",61.63,86,"Win","Top","Tryndamere"
"6858","Quinn",50.62,81,"Win","Top","Tryndamere"
"6859","Warwick",35.8,81,"Lose","Top","Tryndamere"
"6860","Illaoi",56.41,78,"Win","Top","Tryndamere"
"6861","Viego",56,75,"Win","Top","Tryndamere"
"6862","Yasuo",39.06,64,"Lose","Top","Tryndamere"
"6863","Urgot",49.21,63,"Lose","Top","Tryndamere"
"6864","Rengar",54.24,59,"Win","Top","Tryndamere"
"6865","Zac",52.94,51,"Win","Top","Tryndamere"
"6866","Maokai",46,50,"Lose","Top","Tryndamere"
"6867","Sylas",48.85,2078,"Lose","Middle","Twisted Fate"
"6868","Akali",54.31,1729,"Win","Middle","Twisted Fate"
"6869","Zed",48.33,1471,"Lose","Middle","Twisted Fate"
"6870","Katarina",49.26,1421,"Lose","Middle","Twisted Fate"
"6871","Yasuo",44.63,1313,"Lose","Middle","Twisted Fate"
"6872","LeBlanc",52.48,1168,"Win","Middle","Twisted Fate"
"6873","Talon",50.21,1163,"Win","Middle","Twisted Fate"
"6874","Yone",52.14,1122,"Win","Middle","Twisted Fate"
"6875","Xerath",46.42,879,"Lose","Middle","Twisted Fate"
"6876","Qiyana",53.14,764,"Win","Middle","Twisted Fate"
"6877","Viego",48.71,698,"Lose","Middle","Twisted Fate"
"6878","Galio",48.35,697,"Lose","Middle","Twisted Fate"
"6879","Viktor",50.94,689,"Win","Middle","Twisted Fate"
"6880","Lucian",55.71,639,"Win","Middle","Twisted Fate"
"6881","Ahri",48.24,624,"Lose","Middle","Twisted Fate"
"6882","Pantheon",48.02,581,"Lose","Middle","Twisted Fate"
"6883","Fizz",45.88,558,"Lose","Middle","Twisted Fate"
"6884","Vladimir",51.87,534,"Win","Middle","Twisted Fate"
"6885","Irelia",55.43,534,"Win","Middle","Twisted Fate"
"6886","Zoe",51.43,455,"Win","Middle","Twisted Fate"
"6887","Anivia",49.33,448,"Lose","Middle","Twisted Fate"
"6888","Orianna",53.05,443,"Win","Middle","Twisted Fate"
"6889","Lux",46.6,412,"Lose","Middle","Twisted Fate"
"6890","Ekko",46.94,409,"Lose","Middle","Twisted Fate"
"6891","Diana",46.46,353,"Lose","Middle","Twisted Fate"
"6892","Rumble",48.57,315,"Lose","Middle","Twisted Fate"
"6893","Kassadin",42.91,289,"Lose","Middle","Twisted Fate"
"6894","Malzahar",51.14,264,"Win","Middle","Twisted Fate"
"6895","Syndra",49.03,257,"Lose","Middle","Twisted Fate"
"6896","Nocturne",46.61,236,"Lose","Middle","Twisted Fate"
"6897","Ryze",59.74,231,"Win","Middle","Twisted Fate"
"6898","Sett",40,210,"Lose","Middle","Twisted Fate"
"6899","Lissandra",42.47,186,"Lose","Middle","Twisted Fate"
"6900","Corki",51.35,185,"Win","Middle","Twisted Fate"
"6901","Jayce",50.56,180,"Win","Middle","Twisted Fate"
"6902","Cassiopeia",48.54,171,"Lose","Middle","Twisted Fate"
"6903","Tristana",53.85,169,"Win","Middle","Twisted Fate"
"6904","Annie",43.37,166,"Lose","Middle","Twisted Fate"
"6905","Gwen",50.93,161,"Win","Middle","Twisted Fate"
"6906","Renekton",51.01,149,"Win","Middle","Twisted Fate"
"6907","Malphite",50.34,149,"Win","Middle","Twisted Fate"
"6908","Neeko",48.98,147,"Lose","Middle","Twisted Fate"
"6909","Azir",52.24,134,"Win","Middle","Twisted Fate"
"6910","Nunu & Willump",57.29,96,"Win","Middle","Twisted Fate"
"6911","Aurelion Sol",45.24,84,"Lose","Middle","Twisted Fate"
"6912","Cho'Gath",51.81,83,"Win","Middle","Twisted Fate"
"6913","Garen",60.49,81,"Win","Middle","Twisted Fate"
"6914","Zac",42.5,80,"Lose","Middle","Twisted Fate"
"6915","Kled",37.5,80,"Lose","Middle","Twisted Fate"
"6916","Riven",41.77,79,"Lose","Middle","Twisted Fate"
"6917","Wukong",44.16,77,"Lose","Middle","Twisted Fate"
"6918","Sion",36.84,57,"Lose","Middle","Twisted Fate"
"6919","Camille",41.82,55,"Lose","Middle","Twisted Fate"
"6920","Ezreal",54.31,1403,"Win","Bottom","Twitch"
"6921","Kai'Sa",50.72,1390,"Win","Bottom","Twitch"
"6922","Jinx",51.74,951,"Win","Bottom","Twitch"
"6923","Samira",49.64,838,"Lose","Bottom","Twitch"
"6924","Jhin",51.38,617,"Win","Bottom","Twitch"
"6925","Caitlyn",51.61,467,"Win","Bottom","Twitch"
"6926","Vayne",52.16,462,"Win","Bottom","Twitch"
"6927","Tristana",47.57,452,"Lose","Bottom","Twitch"
"6928","Ashe",52.74,292,"Win","Bottom","Twitch"
"6929","Varus",48.26,259,"Lose","Bottom","Twitch"
"6930","Sivir",48.19,249,"Lose","Bottom","Twitch"
"6931","Lucian",47.35,245,"Lose","Bottom","Twitch"
"6932","Miss Fortune",46.72,229,"Lose","Bottom","Twitch"
"6933","Kog'Maw",48.33,120,"Lose","Bottom","Twitch"
"6934","Aphelios",50,110,"Draw","Bottom","Twitch"
"6935","Xayah",57,100,"Win","Bottom","Twitch"
"6936","Kalista",56.84,95,"Win","Bottom","Twitch"
"6937","Senna",59.42,69,"Win","Bottom","Twitch"
"6938","Draven",53.97,63,"Win","Bottom","Twitch"
"6939","Lee Sin",50.58,1813,"Win","Jungle","Udyr"
"6940","Rumble",50.83,604,"Win","Jungle","Udyr"
"6941","Diana",50.2,508,"Win","Jungle","Udyr"
"6942","Viego",51.79,502,"Win","Jungle","Udyr"
"6943","Elise",46.46,495,"Lose","Jungle","Udyr"
"6944","Kindred",45.59,476,"Lose","Jungle","Udyr"
"6945","Morgana",43.91,460,"Lose","Jungle","Udyr"
"6946","Nidalee",51.02,441,"Win","Jungle","Udyr"
"6947","Kayn",45.65,414,"Lose","Jungle","Udyr"
"6948","Shaco",45.5,400,"Lose","Jungle","Udyr"
"6949","Xin Zhao",43.06,346,"Lose","Jungle","Udyr"
"6950","Graves",52.75,345,"Win","Jungle","Udyr"
"6951","Master Yi",55.69,334,"Win","Jungle","Udyr"
"6952","Nocturne",57.34,286,"Win","Jungle","Udyr"
"6953","Ekko",50.57,261,"Win","Jungle","Udyr"
"6954","Nunu & Willump",40.65,246,"Lose","Jungle","Udyr"
"6955","Kha'Zix",53.17,205,"Win","Jungle","Udyr"
"6956","Zac",44.5,200,"Lose","Jungle","Udyr"
"6957","Evelynn",48.6,179,"Lose","Jungle","Udyr"
"6958","Warwick",38.64,176,"Lose","Jungle","Udyr"
"6959","Rek'Sai",52.32,151,"Win","Jungle","Udyr"
"6960","Fiddlesticks",50.67,150,"Win","Jungle","Udyr"
"6961","Poppy",54.61,141,"Win","Jungle","Udyr"
"6962","Rammus",53.33,135,"Win","Jungle","Udyr"
"6963","Volibear",42.42,132,"Lose","Jungle","Udyr"
"6964","Jarvan IV",42.15,121,"Lose","Jungle","Udyr"
"6965","Hecarim",45,120,"Lose","Jungle","Udyr"
"6966","Karthus",44.95,109,"Lose","Jungle","Udyr"
"6967","Olaf",56.19,105,"Win","Jungle","Udyr"
"6968","Sejuani",43.75,96,"Lose","Jungle","Udyr"
"6969","Lillia",52.17,92,"Win","Jungle","Udyr"
"6970","Vi",52.75,91,"Win","Jungle","Udyr"
"6971","Taliyah",46.67,75,"Lose","Jungle","Udyr"
"6972","Amumu",46.58,73,"Lose","Jungle","Udyr"
"6973","Shyvana",52.17,69,"Win","Jungle","Udyr"
"6974","Trundle",43.55,62,"Lose","Jungle","Udyr"
"6975","Rengar",62,50,"Win","Jungle","Udyr"
"6976","Sett",47.23,703,"Lose","Top","Urgot"
"6977","Aatrox",47.99,696,"Lose","Top","Urgot"
"6978","Sylas",53.27,520,"Win","Top","Urgot"
"6979","Shen",49.36,393,"Lose","Top","Urgot"
"6980","Renekton",52.85,386,"Win","Top","Urgot"
"6981","Irelia",53.13,384,"Win","Top","Urgot"
"6982","Akali",51.62,370,"Win","Top","Urgot"
"6983","Garen",51.75,342,"Win","Top","Urgot"
"6984","Mordekaiser",48,325,"Lose","Top","Urgot"
"6985","Darius",53.99,313,"Win","Top","Urgot"
"6986","Gwen",53.95,304,"Win","Top","Urgot"
"6987","Lee Sin",50.35,282,"Win","Top","Urgot"
"6988","Gnar",55.84,274,"Win","Top","Urgot"
"6989","Jax",53.44,262,"Win","Top","Urgot"
"6990","Jayce",51.67,240,"Win","Top","Urgot"
"6991","Malphite",43.28,238,"Lose","Top","Urgot"
"6992","Fiora",52.14,234,"Win","Top","Urgot"
"6993","Ornn",49.36,233,"Lose","Top","Urgot"
"6994","Volibear",46.43,224,"Lose","Top","Urgot"
"6995","Kayle",48.21,195,"Lose","Top","Urgot"
"6996","Riven",44.39,187,"Lose","Top","Urgot"
"6997","Gangplank",50.89,169,"Win","Top","Urgot"
"6998","Vladimir",54.94,162,"Win","Top","Urgot"
"6999","Vayne",49.02,153,"Lose","Top","Urgot"
"7000","Camille",48.03,152,"Lose","Top","Urgot"
"7001","Rumble",50.67,150,"Win","Top","Urgot"
"7002","Nasus",53.06,147,"Win","Top","Urgot"
"7003","Sion",46.81,141,"Lose","Top","Urgot"
"7004","Kennen",56.62,136,"Win","Top","Urgot"
"7005","Teemo",51.91,131,"Win","Top","Urgot"
"7006","Kled",49.18,122,"Lose","Top","Urgot"
"7007","Wukong",40.91,110,"Lose","Top","Urgot"
"7008","Poppy",47.66,107,"Lose","Top","Urgot"
"7009","Illaoi",38.46,91,"Lose","Top","Urgot"
"7010","Maokai",41.67,84,"Lose","Top","Urgot"
"7011","Lucian",63.41,82,"Win","Top","Urgot"
"7012","Rengar",64.56,79,"Win","Top","Urgot"
"7013","Cho'Gath",56.76,74,"Win","Top","Urgot"
"7014","Zac",50,72,"Draw","Top","Urgot"
"7015","Ryze",52.86,70,"Win","Top","Urgot"
"7016","Warwick",47.06,68,"Lose","Top","Urgot"
"7017","Viego",49.23,65,"Lose","Top","Urgot"
"7018","Yasuo",50,64,"Draw","Top","Urgot"
"7019","Dr. Mundo",51.56,64,"Win","Top","Urgot"
"7020","Tryndamere",50.79,63,"Win","Top","Urgot"
"7021","Kalista",61.82,55,"Win","Top","Urgot"
"7022","Heimerdinger",48.15,54,"Lose","Top","Urgot"
"7023","Yorick",56.6,53,"Win","Top","Urgot"
"7024","Quinn",56.86,51,"Win","Top","Urgot"
"7025","Ezreal",52.41,5776,"Win","Bottom","Varus"
"7026","Kai'Sa",49.41,5112,"Lose","Bottom","Varus"
"7027","Jinx",51.2,3705,"Win","Bottom","Varus"
"7028","Samira",49.43,3061,"Lose","Bottom","Varus"
"7029","Jhin",47.66,2736,"Lose","Bottom","Varus"
"7030","Caitlyn",50.4,2127,"Win","Bottom","Varus"
"7031","Tristana",50.28,1758,"Win","Bottom","Varus"
"7032","Vayne",50.06,1574,"Win","Bottom","Varus"
"7033","Ashe",48.52,1389,"Lose","Bottom","Varus"
"7034","Sivir",46.96,1233,"Lose","Bottom","Varus"
"7035","Miss Fortune",49.35,928,"Lose","Bottom","Varus"
"7036","Lucian",54.61,846,"Win","Bottom","Varus"
"7037","Kog'Maw",50.1,483,"Win","Bottom","Varus"
"7038","Aphelios",52.34,470,"Win","Bottom","Varus"
"7039","Kalista",47.3,315,"Lose","Bottom","Varus"
"7040","Xayah",55.56,297,"Win","Bottom","Varus"
"7041","Draven",54.15,277,"Win","Bottom","Varus"
"7042","Senna",47.53,263,"Lose","Bottom","Varus"
"7043","Twitch",51.74,259,"Win","Bottom","Varus"
"7044","Yasuo",49.68,157,"Lose","Bottom","Varus"
"7045","Swain",47.06,153,"Lose","Bottom","Varus"
"7046","Tahm Kench",57.52,113,"Win","Bottom","Varus"
"7047","Kai'Sa",50.78,11110,"Win","Bottom","Vayne"
"7048","Ezreal",54.94,10672,"Win","Bottom","Vayne"
"7049","Samira",51.1,9433,"Win","Bottom","Vayne"
"7050","Jinx",50.62,5528,"Win","Bottom","Vayne"
"7051","Jhin",50.74,3650,"Win","Bottom","Vayne"
"7052","Caitlyn",50.19,3632,"Win","Bottom","Vayne"
"7053","Tristana",51.64,2901,"Win","Bottom","Vayne"
"7054","Ashe",48.83,1886,"Lose","Bottom","Vayne"
"7055","Lucian",55.51,1598,"Win","Bottom","Vayne"
"7056","Varus",49.94,1574,"Lose","Bottom","Vayne"
"7057","Sivir",51.82,1569,"Win","Bottom","Vayne"
"7058","Miss Fortune",50.27,1478,"Win","Bottom","Vayne"
"7059","Xayah",51.29,661,"Win","Bottom","Vayne"
"7060","Aphelios",52.86,647,"Win","Bottom","Vayne"
"7061","Kog'Maw",48.64,623,"Lose","Bottom","Vayne"
"7062","Kalista",53.47,490,"Win","Bottom","Vayne"
"7063","Twitch",47.84,462,"Lose","Bottom","Vayne"
"7064","Senna",44.02,418,"Lose","Bottom","Vayne"
"7065","Draven",48.96,384,"Lose","Bottom","Vayne"
"7066","Yasuo",51.43,315,"Win","Bottom","Vayne"
"7067","Swain",48.66,298,"Lose","Bottom","Vayne"
"7068","Tahm Kench",46.06,165,"Lose","Bottom","Vayne"
"7069","Sett",50.97,1087,"Win","Top","Vayne"
"7070","Aatrox",51.95,795,"Win","Top","Vayne"
"7071","Sylas",51.49,705,"Win","Top","Vayne"
"7072","Malphite",37.5,656,"Lose","Top","Vayne"
"7073","Shen",46.43,588,"Lose","Top","Vayne"
"7074","Garen",48.88,581,"Lose","Top","Vayne"
"7075","Darius",47.64,573,"Lose","Top","Vayne"
"7076","Renekton",54.84,516,"Win","Top","Vayne"
"7077","Irelia",52.46,509,"Win","Top","Vayne"
"7078","Ornn",46.19,485,"Lose","Top","Vayne"
"7079","Akali",48.58,457,"Lose","Top","Vayne"
"7080","Mordekaiser",54.83,383,"Win","Top","Vayne"
"7081","Lee Sin",53.19,329,"Win","Top","Vayne"
"7082","Lucian",49.84,317,"Lose","Top","Vayne"
"7083","Nasus",47.42,310,"Lose","Top","Vayne"
"7084","Gnar",44.04,302,"Lose","Top","Vayne"
"7085","Jayce",49.5,299,"Lose","Top","Vayne"
"7086","Gwen",50.53,285,"Win","Top","Vayne"
"7087","Teemo",39.35,277,"Lose","Top","Vayne"
"7088","Jax",46.83,252,"Lose","Top","Vayne"
"7089","Vladimir",48.36,244,"Lose","Top","Vayne"
"7090","Sion",51.32,228,"Win","Top","Vayne"
"7091","Fiora",50.22,225,"Win","Top","Vayne"
"7092","Volibear",47.73,220,"Lose","Top","Vayne"
"7093","Kayle",53.42,219,"Win","Top","Vayne"
"7094","Rumble",45.54,213,"Lose","Top","Vayne"
"7095","Wukong",47.4,192,"Lose","Top","Vayne"
"7096","Riven",55.87,179,"Win","Top","Vayne"
"7097","Kennen",45.29,170,"Lose","Top","Vayne"
"7098","Camille",51.59,157,"Win","Top","Vayne"
"7099","Illaoi",55.41,157,"Win","Top","Vayne"
"7100","Urgot",50.98,153,"Win","Top","Vayne"
"7101","Cho'Gath",59.72,144,"Win","Top","Vayne"
"7102","Kled",53.68,136,"Win","Top","Vayne"
"7103","Kalista",47.01,134,"Lose","Top","Vayne"
"7104","Yasuo",50.75,134,"Win","Top","Vayne"
"7105","Poppy",57.58,132,"Win","Top","Vayne"
"7106","Gangplank",54.17,120,"Win","Top","Vayne"
"7107","Dr. Mundo",59.32,118,"Win","Top","Vayne"
"7108","Quinn",44.07,118,"Lose","Top","Vayne"
"7109","Viego",52.78,108,"Win","Top","Vayne"
"7110","Tryndamere",47.52,101,"Lose","Top","Vayne"
"7111","Warwick",56.32,87,"Win","Top","Vayne"
"7112","Rengar",44.83,87,"Lose","Top","Vayne"
"7113","Ryze",59.26,81,"Win","Top","Vayne"
"7114","Singed",50,78,"Draw","Top","Vayne"
"7115","Yorick",45.33,75,"Lose","Top","Vayne"
"7116","Maokai",42.65,68,"Lose","Top","Vayne"
"7117","Pantheon",50.85,59,"Win","Top","Vayne"
"7118","Zac",55.36,56,"Win","Top","Vayne"
"7119","Yone",45.45,55,"Lose","Top","Vayne"
"7120","Nocturne",43.4,53,"Lose","Top","Vayne"
"7121","Heimerdinger",42,50,"Lose","Top","Vayne"
"7122","Thresh",50.68,367,"Win","Support","Veigar"
"7123","Senna",50.75,335,"Win","Support","Veigar"
"7124","Leona",53.62,304,"Win","Support","Veigar"
"7125","Lulu",40.4,297,"Lose","Support","Veigar"
"7126","Xerath",44.98,249,"Lose","Support","Veigar"
"7127","Lux",47.11,242,"Lose","Support","Veigar"
"7128","Nautilus",45.7,221,"Lose","Support","Veigar"
"7129","Blitzcrank",44.75,219,"Lose","Support","Veigar"
"7130","Yuumi",53.59,209,"Win","Support","Veigar"
"7131","Alistar",51.74,201,"Win","Support","Veigar"
"7132","Pyke",44,175,"Lose","Support","Veigar"
"7133","Morgana",42.58,155,"Lose","Support","Veigar"
"7134","Maokai",44.44,108,"Lose","Support","Veigar"
"7135","Pantheon",55.88,102,"Win","Support","Veigar"
"7136","Karma",43.75,96,"Lose","Support","Veigar"
"7137","Galio",52.78,72,"Win","Support","Veigar"
"7138","Zyra",39.13,69,"Lose","Support","Veigar"
"7139","Sett",60.29,68,"Win","Support","Veigar"
"7140","Seraphine",46.97,66,"Lose","Support","Veigar"
"7141","Swain",50.82,61,"Win","Support","Veigar"
"7142","Brand",45,60,"Lose","Support","Veigar"
"7143","Soraka",50.85,59,"Win","Support","Veigar"
"7144","Rell",49.15,59,"Lose","Support","Veigar"
"7145","Shaco",54,50,"Win","Support","Veigar"
"7146","Thresh",47.19,835,"Lose","Support","Vel'Koz"
"7147","Senna",52.24,804,"Win","Support","Vel'Koz"
"7148","Xerath",45.56,687,"Lose","Support","Vel'Koz"
"7149","Leona",45.85,663,"Lose","Support","Vel'Koz"
"7150","Lulu",49.68,622,"Lose","Support","Vel'Koz"
"7151","Lux",50.1,521,"Win","Support","Vel'Koz"
"7152","Blitzcrank",47.14,507,"Lose","Support","Vel'Koz"
"7153","Nautilus",49.6,498,"Lose","Support","Vel'Koz"
"7154","Alistar",53.25,400,"Win","Support","Vel'Koz"
"7155","Yuumi",47.77,358,"Lose","Support","Vel'Koz"
"7156","Morgana",51.18,340,"Win","Support","Vel'Koz"
"7157","Pyke",51.18,297,"Win","Support","Vel'Koz"
"7158","Karma",49.14,232,"Lose","Support","Vel'Koz"
"7159","Maokai",45,200,"Lose","Support","Vel'Koz"
"7160","Swain",58.66,179,"Win","Support","Vel'Koz"
"7161","Zyra",51.46,171,"Win","Support","Vel'Koz"
"7162","Galio",53.85,169,"Win","Support","Vel'Koz"
"7163","Pantheon",50.9,167,"Win","Support","Vel'Koz"
